"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1990","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1990","AkademikerIn","maennlich","7.23","7.5","153","4","6","9","10","10","6.84","7.62","0","10","8","8"
"1990","AkademikerIn","weiblich","7.67","7.5","279","4","7","10","10","10","7.4","7.94","0","10","8","9"
"1990","Hauptschule","maennlich","7.58","8.5","142","3","5","10","10","10","7.09","8.07","0","10","8","10"
"1990","Hauptschule","weiblich","7.54","7.5","113","3","6","10","10","10","6.98","8.1","0","10","8","10"
"1990","Realschule","maennlich","7.46","7.5","376","3","6","10","10","10","7.19","7.73","0","10","8","9"
"1990","Realschule","weiblich","7.52","7.5","368","4","6","10","10","10","7.24","7.8","0","10","8","9"
"1991","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1991","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"1991","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1991","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1991","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1991","Realschule","maennlich","","","","","","","","","","","","","",""
"1991","Realschule","weiblich","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1992","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"1992","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1992","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1992","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1992","Realschule","maennlich","","","","","","","","","","","","","",""
"1992","Realschule","weiblich","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1993","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"1993","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1993","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1993","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1993","Realschule","maennlich","","","","","","","","","","","","","",""
"1993","Realschule","weiblich","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1994","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"1994","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1994","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1994","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1994","Realschule","maennlich","","","","","","","","","","","","","",""
"1994","Realschule","weiblich","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1995","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"1995","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1995","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1995","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1995","Realschule","maennlich","","","","","","","","","","","","","",""
"1995","Realschule","weiblich","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1996","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"1996","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1996","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1996","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1996","Realschule","maennlich","","","","","","","","","","","","","",""
"1996","Realschule","weiblich","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","maennlich","6.55","6.5","137","3","5","8","9","10","6.19","6.91","2","10","7","8"
"1997","(Fach-)Abitur","weiblich","6.58","6.5","160","3","5","8","10","10","6.21","6.95","0","10","6","7"
"1997","(noch) kein Abschluss","maennlich","5.6","4.5","61","3","4","8","8","10","4.99","6.21","0","10","5","7"
"1997","(noch) kein Abschluss","weiblich","6.61","6.5","89","4","5","8","10","10","6.12","7.1","0","10","6","7"
"1997","AkademikerIn","maennlich","6.5","6.5","238","4","5","8","9","10","6.23","6.77","0","10","7","7"
"1997","AkademikerIn","weiblich","6.47","6.5","240","3","5","8","9","10","6.17","6.77","0","10","7","8"
"1997","Hauptschule","maennlich","6.35","6.5","712","3","5","8","10","10","6.17","6.53","0","10","7","7"
"1997","Hauptschule","weiblich","6.34","6.5","665","3","5","8","10","10","6.16","6.52","0","10","7","7"
"1997","Realschule","maennlich","6.46","6.5","438","3","5","8","9","10","6.24","6.68","0","10","7","7"
"1997","Realschule","weiblich","6.38","6.5","596","3","5","8","10","10","6.18","6.58","0","10","7","7"
"1998","(Fach-)Abitur","maennlich","6.53","6.5","135","3","5","8","9","10","6.11","6.95","0","10","7","8"
"1998","(Fach-)Abitur","weiblich","6.86","6.5","186","3","5","9","10","10","6.53","7.19","1","10","7","7"
"1998","(noch) kein Abschluss","maennlich","5.95","5.5","57","2","4","8","9","10","5.3","6.6","0","10","6","8"
"1998","(noch) kein Abschluss","weiblich","6.61","6.5","87","4","5","8","9","10","6.14","7.08","0","10","6","7"
"1998","AkademikerIn","maennlich","6.8","6.5","274","3","5","8","9","10","6.53","7.07","0","10","7","8"
"1998","AkademikerIn","weiblich","6.81","6.5","255","3","5","9","10","10","6.5","7.12","0","10","7","8"
"1998","Hauptschule","maennlich","6.28","6.5","736","3","5","8","9","10","6.1","6.46","0","10","7","7"
"1998","Hauptschule","weiblich","6.47","6.5","647","3","5","8","10","10","6.28","6.66","0","10","7","7"
"1998","Realschule","maennlich","6.82","6.5","457","3","5","8","10","10","6.61","7.03","0","10","7","7"
"1998","Realschule","weiblich","6.71","6.5","664","3","5","9","10","10","6.52","6.9","0","10","7","8"
