"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1990","(Fach-)Abitur","Ostdeutschland","7.89","8.5","41","4","8","10","10","10","7.07","8.71","0","10","8","10"
"1990","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1990","AkademikerIn","Ostdeutschland","7.51","7.5","432","4","6","10","10","10","7.29","7.73","0","10","8","8"
"1990","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1990","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1990","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1990","Realschule","Ostdeutschland","7.49","7.5","744","3","6","10","10","10","7.3","7.68","0","10","8","8"
"1990","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1991","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1991","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1991","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1991","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1991","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1991","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1992","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1992","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1992","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1992","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1992","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1992","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1993","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1993","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1993","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1993","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1993","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1993","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1994","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1994","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1994","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1994","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1994","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1994","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1995","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1995","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1995","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1995","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1995","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1995","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1996","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1996","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1996","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1996","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1996","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1996","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","Ostdeutschland","7.65","6.5","4","5","5","10","10","10","3.75","11.55","5","10","",""
"1997","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1997","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1997","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1997","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1997","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1997","Realschule","Ostdeutschland","7","6.5","455","4","5","9","10","10","6.79","7.21","0","10","7","7"
"1997","Realschule","Westdeutschland","6.13","6.5","579","2","5","8","9","10","5.92","6.34","0","10","6","7"
"1998","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","Ostdeutschland","6.91","7.5","8","3","7","8","8","8","5.24","8.58","3","8","",""
"1998","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1998","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1998","AkademikerIn","Westdeutschland","6.79","6.5","308","3","5","9","10","10","6.53","7.05","0","10","7","7"
"1998","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1998","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1998","Realschule","Ostdeutschland","7.31","7.5","495","5","6","9","10","10","7.12","7.5","0","10","7","8"
"1998","Realschule","Westdeutschland","6.45","6.5","626","2","5","8","10","10","6.25","6.65","0","10","7","7"
"1999","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1999","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","Ostdeutschland","5.98","5.5","6","5","5","6","8","8","4.53","7.43","5","8","",""
"1999","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1999","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1999","AkademikerIn","Westdeutschland","6.76","6.5","301","4","5","8","9","10","6.5","7.02","0","10","7","7"
"1999","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1999","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1999","Realschule","Ostdeutschland","6.89","6.5","467","3","5","9","10","10","6.68","7.1","0","10","7","8"
"1999","Realschule","Westdeutschland","6.42","6.5","622","2","5","8","10","10","6.21","6.63","0","10","7","7"
"2000","(Fach-)Abitur","Ostdeutschland","6.8","6.5","53","5","5","8","9","10","6.25","7.35","0","10","7","8"
"2000","(Fach-)Abitur","Westdeutschland","6.55","6.5","580","2","5","8","10","10","6.33","6.77","0","10","7","7"
"2000","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2000","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2000","AkademikerIn","Westdeutschland","6.44","6.5","744","2","5","8","10","10","6.26","6.62","0","10","7","7"
"2000","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2000","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2000","Realschule","Ostdeutschland","6.91","6.5","656","4","5","9","10","10","6.73","7.09","0","10","7","8"
"2000","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","Ostdeutschland","5.83","6.5","48","1","4","8","9","10","4.96","6.7","0","10","5","8"
"2001","(Fach-)Abitur","Westdeutschland","6.63","6.5","455","3","5","9","10","10","6.39","6.87","0","10","7","8"
"2001","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Westdeutschland","7.04","7.5","74","4","5","8","10","10","6.53","7.55","2","10","7","8"
"2001","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2001","AkademikerIn","Westdeutschland","6.33","6.5","571","2","5","8","10","10","6.11","6.55","0","10","7","8"
"2001","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2001","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2001","Realschule","Ostdeutschland","6.72","6.5","484","3","5","9","10","10","6.48","6.96","0","10","7","7"
"2001","Realschule","Westdeutschland","6.46","6.5","901","3","5","8","10","10","6.29","6.63","0","10","7","7"
"2002","(Fach-)Abitur","Ostdeutschland","5.62","6.5","48","0","4","8","9","9","4.87","6.37","0","9","6","8"
"2002","(Fach-)Abitur","Westdeutschland","6.43","6.5","475","3","5","8","10","10","6.2","6.66","0","10","6","7"
"2002","(noch) kein Abschluss","Ostdeutschland","5.33","3.5","8","0","3","8","10","10","2.45","8.21","0","10","",""
"2002","(noch) kein Abschluss","Westdeutschland","6.19","5.5","55","3","5","8","9","10","5.48","6.9","0","10","5","8"
"2002","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2002","AkademikerIn","Westdeutschland","6.41","6.5","673","3","5","8","9","10","6.22","6.6","0","10","7","7"
"2002","Hauptschule","Ostdeutschland","5.81","6.5","94","0","5","8","9","10","5.24","6.38","0","10","6","7"
"2002","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2002","Realschule","Ostdeutschland","6.85","6.5","457","4","5","9","10","10","6.63","7.07","0","10","7","8"
"2002","Realschule","Westdeutschland","6.32","6.5","866","2","5","8","10","10","6.15","6.49","0","10","7","7"
"2003","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Westdeutschland","6.21","5.5","934","3","5","8","9","10","6.06","6.36","0","10","6","7"
"2003","(noch) kein Abschluss","Ostdeutschland","5.78","5.5","68","0","4","8","9","10","5.21","6.35","0","10","5","7"
