year,age_gr,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,West,Not Disabled (<= 30%),0.98011,3379,3432,0.97543,0.98478
1984,17-29 y.,West,Disabled (> 30%),0.01763,53,3432,0.01323,0.02204
1984,30-45 y.,West,Not Disabled (<= 30%),0.95643,3754,3899,0.95003,0.96284
1984,30-45 y.,West,Disabled (> 30%),0.04222,145,3899,0.03591,0.04853
1984,46-65 y.,West,Not Disabled (<= 30%),0.79736,2938,3539,0.78411,0.81060
1984,46-65 y.,West,Disabled (> 30%),0.19722,601,3539,0.18411,0.21033
1984,66 and older,West,Not Disabled (<= 30%),0.79380,997,1262,0.77147,0.81613
1984,66 and older,West,Disabled (> 30%),0.20217,265,1262,0.18000,0.22434
1985,17-29 y.,West,Not Disabled (<= 30%),0.98145,3087,3138,0.97673,0.98618
1985,17-29 y.,West,Disabled (> 30%),0.01734,51,3138,0.01277,0.02191
1985,30-45 y.,West,Not Disabled (<= 30%),0.95823,3352,3467,0.95157,0.96489
1985,30-45 y.,West,Disabled (> 30%),0.03962,115,3467,0.03313,0.04612
1985,46-65 y.,West,Not Disabled (<= 30%),0.79530,2736,3274,0.78148,0.80912
1985,46-65 y.,West,Disabled (> 30%),0.19464,538,3274,0.18107,0.20820
1985,66 and older,West,Not Disabled (<= 30%),0.80696,880,1105,0.78368,0.83024
1985,66 and older,West,Disabled (> 30%),0.19096,225,1105,0.16777,0.21415
1987,17-29 y.,West,Not Disabled (<= 30%),0.98021,2946,2997,0.97522,0.98520
1987,17-29 y.,West,Disabled (> 30%),0.01617,51,2997,0.01165,0.02069
1987,30-45 y.,West,Not Disabled (<= 30%),0.95706,3052,3160,0.94999,0.96413
1987,30-45 y.,West,Disabled (> 30%),0.03976,108,3160,0.03295,0.04657
1987,46-65 y.,West,Not Disabled (<= 30%),0.81513,2694,3186,0.80165,0.82862
1987,46-65 y.,West,Disabled (> 30%),0.17886,492,3186,0.16555,0.19217
1987,66 and older,West,Not Disabled (<= 30%),0.78321,825,1061,0.75841,0.80802
1987,66 and older,West,Disabled (> 30%),0.21048,236,1061,0.18594,0.23502
1988,17-29 y.,West,Not Disabled (<= 30%),0.97977,2809,2865,0.97461,0.98492
1988,17-29 y.,West,Disabled (> 30%),0.01801,56,2865,0.01314,0.02288
1988,30-45 y.,West,Not Disabled (<= 30%),0.95712,2841,2947,0.94981,0.96444
1988,30-45 y.,West,Disabled (> 30%),0.04025,106,2947,0.03315,0.04735
1988,46-65 y.,West,Not Disabled (<= 30%),0.80714,2579,3088,0.79322,0.82105
1988,46-65 y.,West,Disabled (> 30%),0.18574,509,3088,0.17202,0.19946
1988,66 and older,West,Not Disabled (<= 30%),0.73572,754,1029,0.70877,0.76268
1988,66 and older,West,Disabled (> 30%),0.25704,275,1029,0.23033,0.28376
1989,17-29 y.,West,Not Disabled (<= 30%),0.97897,2770,2819,0.97368,0.98427
1989,17-29 y.,West,Disabled (> 30%),0.01661,49,2819,0.01189,0.02132
1989,30-45 y.,West,Not Disabled (<= 30%),0.95351,2732,2833,0.94576,0.96127
1989,30-45 y.,West,Disabled (> 30%),0.04328,101,2833,0.03579,0.05078
1989,46-65 y.,West,Not Disabled (<= 30%),0.80663,2471,2965,0.79241,0.82085
1989,46-65 y.,West,Disabled (> 30%),0.18774,494,2965,0.17368,0.20180
1989,66 and older,West,Not Disabled (<= 30%),0.71362,713,1003,0.68563,0.74161
1989,66 and older,West,Disabled (> 30%),0.27840,290,1003,0.25064,0.30615
1991,17-29 y.,West,Not Disabled (<= 30%),0.97754,2654,2705,0.97195,0.98312
1991,17-29 y.,West,Disabled (> 30%),0.01853,51,2705,0.01344,0.02361
1991,17-29 y.,East,Not Disabled (<= 30%),0.99886,983,983,0.99675,1.00097
1991,30-45 y.,West,Not Disabled (<= 30%),0.94921,2696,2816,0.94110,0.95732
1991,30-45 y.,West,Disabled (> 30%),0.04675,120,2816,0.03895,0.05455
1991,46-65 y.,West,Not Disabled (<= 30%),0.80884,2374,2842,0.79438,0.82330
1991,46-65 y.,West,Disabled (> 30%),0.18514,468,2842,0.17085,0.19942
1991,66 and older,West,Not Disabled (<= 30%),0.69623,732,1042,0.66830,0.72417
1991,66 and older,West,Disabled (> 30%),0.29220,310,1042,0.26457,0.31983
1992,17-29 y.,West,Not Disabled (<= 30%),0.97985,2606,2653,0.97450,0.98519
1992,17-29 y.,West,Disabled (> 30%),0.01726,47,2653,0.01230,0.02221
1992,17-29 y.,East,Not Disabled (<= 30%),0.98890,907,907,0.98207,0.99572
1992,30-45 y.,West,Not Disabled (<= 30%),0.95364,2701,2817,0.94588,0.96141
1992,30-45 y.,West,Disabled (> 30%),0.04441,116,2817,0.03680,0.05202
1992,30-45 y.,East,Not Disabled (<= 30%),0.95977,1384,1426,0.94957,0.96998
1992,30-45 y.,East,Disabled (> 30%),0.03415,42,1426,0.02472,0.04359
1992,46-65 y.,West,Not Disabled (<= 30%),0.80689,2302,2779,0.79221,0.82156
1992,46-65 y.,West,Disabled (> 30%),0.18592,477,2779,0.17146,0.20039
1992,46-65 y.,East,Not Disabled (<= 30%),0.88460,1095,1202,0.86653,0.90267
1992,46-65 y.,East,Disabled (> 30%),0.09123,107,1202,0.07494,0.10751
1992,66 and older,West,Not Disabled (<= 30%),0.68166,723,1052,0.65349,0.70982
1992,66 and older,West,Disabled (> 30%),0.31227,329,1052,0.28425,0.34029
1992,66 and older,East,Not Disabled (<= 30%),0.81308,315,375,0.77357,0.85259
1992,66 and older,East,Disabled (> 30%),0.14262,60,375,0.10718,0.17806
1994,17-29 y.,West,Not Disabled (<= 30%),0.98151,2451,2491,0.97622,0.98681
1994,17-29 y.,West,Disabled (> 30%),0.01519,40,2491,0.01038,0.01999
1994,17-29 y.,East,Not Disabled (<= 30%),0.99301,837,837,0.98736,0.99866
1994,30-45 y.,West,Not Disabled (<= 30%),0.95090,2677,2797,0.94290,0.95891
1994,30-45 y.,West,Disabled (> 30%),0.04641,120,2797,0.03862,0.05421
1994,30-45 y.,East,Not Disabled (<= 30%),0.96958,1303,1342,0.96038,0.97877
1994,30-45 y.,East,Disabled (> 30%),0.02986,39,1342,0.02075,0.03897
1994,46-65 y.,West,Not Disabled (<= 30%),0.82254,2245,2691,0.80810,0.83698
1994,46-65 y.,West,Disabled (> 30%),0.17358,446,2691,0.15927,0.18789
1994,46-65 y.,East,Not Disabled (<= 30%),0.88411,1065,1167,0.86573,0.90248
1994,46-65 y.,East,Disabled (> 30%),0.09567,102,1167,0.07879,0.11255
1994,66 and older,West,Not Disabled (<= 30%),0.69826,765,1088,0.67097,0.72555
1994,66 and older,West,Disabled (> 30%),0.29412,323,1088,0.26704,0.32121
1994,66 and older,East,Not Disabled (<= 30%),0.81558,323,392,0.77714,0.85403
1994,66 and older,East,Disabled (> 30%),0.16796,69,392,0.13090,0.20501
1995,17-29 y.,West,Not Disabled (<= 30%),0.97962,2475,2510,0.97409,0.98515
1995,17-29 y.,West,Disabled (> 30%),0.01379,35,2510,0.00923,0.01836
1995,17-29 y.,East,Not Disabled (<= 30%),0.98329,819,819,0.97451,0.99208
1995,30-45 y.,West,Not Disabled (<= 30%),0.94967,3007,3137,0.94202,0.95732
1995,30-45 y.,West,Disabled (> 30%),0.04264,130,3137,0.03557,0.04971
1995,30-45 y.,East,Not Disabled (<= 30%),0.96072,1233,1279,0.95007,0.97137
1995,30-45 y.,East,Disabled (> 30%),0.03776,46,1279,0.02731,0.04821
1995,46-65 y.,West,Not Disabled (<= 30%),0.80215,2276,2744,0.78724,0.81706
1995,46-65 y.,West,Disabled (> 30%),0.17983,468,2744,0.16546,0.19421
1995,46-65 y.,East,Not Disabled (<= 30%),0.87516,1047,1157,0.85611,0.89422
1995,46-65 y.,East,Disabled (> 30%),0.10779,110,1157,0.08991,0.12567
1995,66 and older,West,Not Disabled (<= 30%),0.66106,756,1107,0.63317,0.68896
1995,66 and older,West,Disabled (> 30%),0.32731,351,1107,0.29965,0.35496
1995,66 and older,East,Not Disabled (<= 30%),0.81715,325,401,0.77927,0.85503
1995,66 and older,East,Disabled (> 30%),0.17493,76,401,0.13770,0.21216
1996,17-29 y.,West,Not Disabled (<= 30%),0.98501,2290,2326,0.98007,0.98995
1996,17-29 y.,West,Disabled (> 30%),0.01415,36,2326,0.00935,0.01895
1996,17-29 y.,East,Not Disabled (<= 30%),0.98758,825,825,0.98002,0.99514
1996,30-45 y.,West,Not Disabled (<= 30%),0.95474,3046,3171,0.94751,0.96198
1996,30-45 y.,West,Disabled (> 30%),0.04387,125,3171,0.03674,0.05100
1996,30-45 y.,East,Not Disabled (<= 30%),0.95680,1209,1254,0.94555,0.96806
1996,30-45 y.,East,Disabled (> 30%),0.03945,45,1254,0.02867,0.05023
1996,46-65 y.,West,Not Disabled (<= 30%),0.80852,2247,2716,0.79372,0.82332
1996,46-65 y.,West,Disabled (> 30%),0.18482,469,2716,0.17022,0.19942
1996,46-65 y.,East,Not Disabled (<= 30%),0.87836,1038,1160,0.85954,0.89717
1996,46-65 y.,East,Disabled (> 30%),0.11311,122,1160,0.09488,0.13134
1996,66 and older,West,Not Disabled (<= 30%),0.67877,778,1125,0.65147,0.70607
1996,66 and older,West,Disabled (> 30%),0.31636,347,1125,0.28917,0.34355
1996,66 and older,East,Not Disabled (<= 30%),0.79768,334,415,0.75898,0.83638
1996,66 and older,East,Disabled (> 30%),0.19472,81,415,0.15657,0.23286
1997,17-29 y.,West,Not Disabled (<= 30%),0.98227,2158,2191,0.97674,0.98780
1997,17-29 y.,West,Disabled (> 30%),0.01541,33,2191,0.01025,0.02057
1997,17-29 y.,East,Not Disabled (<= 30%),0.98465,820,820,0.97624,0.99307
1997,30-45 y.,West,Not Disabled (<= 30%),0.95341,3043,3168,0.94607,0.96075
1997,30-45 y.,West,Disabled (> 30%),0.04320,125,3168,0.03612,0.05028
1997,30-45 y.,East,Not Disabled (<= 30%),0.95854,1139,1182,0.94717,0.96991
1997,30-45 y.,East,Disabled (> 30%),0.03578,43,1182,0.02518,0.04637
1997,46-65 y.,West,Not Disabled (<= 30%),0.80835,2201,2661,0.79339,0.82330
1997,46-65 y.,West,Disabled (> 30%),0.18220,460,2661,0.16753,0.19687
1997,46-65 y.,East,Not Disabled (<= 30%),0.86676,1033,1161,0.84720,0.88632
1997,46-65 y.,East,Disabled (> 30%),0.12175,128,1161,0.10293,0.14057
1997,66 and older,West,Not Disabled (<= 30%),0.69198,805,1143,0.66520,0.71875
1997,66 and older,West,Disabled (> 30%),0.30593,338,1143,0.27921,0.33266
1997,66 and older,East,Not Disabled (<= 30%),0.81945,357,431,0.78309,0.85581
1997,66 and older,East,Disabled (> 30%),0.17014,74,431,0.13462,0.20566
1998,17-29 y.,West,Not Disabled (<= 30%),0.98264,2255,2291,0.97729,0.98799
1998,17-29 y.,West,Disabled (> 30%),0.01509,36,2291,0.01010,0.02008
1998,17-29 y.,East,Not Disabled (<= 30%),0.98678,858,858,0.97913,0.99443
1998,30-45 y.,West,Not Disabled (<= 30%),0.96351,3453,3578,0.95737,0.96966
1998,30-45 y.,West,Disabled (> 30%),0.03618,125,3578,0.03006,0.04230
1998,30-45 y.,East,Not Disabled (<= 30%),0.96211,1199,1244,0.95150,0.97273
1998,30-45 y.,East,Disabled (> 30%),0.03545,45,1244,0.02517,0.04573
1998,46-65 y.,West,Not Disabled (<= 30%),0.81576,2565,3111,0.80214,0.82939
1998,46-65 y.,West,Disabled (> 30%),0.18026,546,3111,0.16675,0.19377
1998,46-65 y.,East,Not Disabled (<= 30%),0.85576,1098,1247,0.83626,0.87527
1998,46-65 y.,East,Disabled (> 30%),0.11958,149,1247,0.10157,0.13760
1998,66 and older,West,Not Disabled (<= 30%),0.67439,953,1379,0.64964,0.69913
1998,66 and older,West,Disabled (> 30%),0.32488,426,1379,0.30015,0.34961
1998,66 and older,East,Not Disabled (<= 30%),0.84728,398,471,0.81475,0.87980
1998,66 and older,East,Disabled (> 30%),0.14565,73,471,0.11376,0.17754
1999,17-29 y.,West,Not Disabled (<= 30%),0.98387,2104,2136,0.97852,0.98921
1999,17-29 y.,West,Disabled (> 30%),0.01475,32,2136,0.00964,0.01987
1999,17-29 y.,East,Not Disabled (<= 30%),0.98163,818,818,0.97243,0.99084
1999,30-45 y.,West,Not Disabled (<= 30%),0.96570,3367,3488,0.95966,0.97174
1999,30-45 y.,West,Disabled (> 30%),0.03411,121,3488,0.02808,0.04013
1999,30-45 y.,East,Not Disabled (<= 30%),0.96415,1179,1224,0.95373,0.97457
1999,30-45 y.,East,Disabled (> 30%),0.03497,45,1224,0.02467,0.04526
1999,46-65 y.,West,Not Disabled (<= 30%),0.81471,2410,2944,0.80068,0.82875
1999,46-65 y.,West,Disabled (> 30%),0.18381,534,2944,0.16982,0.19780
1999,46-65 y.,East,Not Disabled (<= 30%),0.86946,1081,1233,0.85065,0.88827
1999,46-65 y.,East,Disabled (> 30%),0.12564,152,1233,0.10713,0.14415
1999,66 and older,West,Not Disabled (<= 30%),0.66294,907,1312,0.63736,0.68853
1999,66 and older,West,Disabled (> 30%),0.33411,405,1312,0.30858,0.35965
1999,66 and older,East,Not Disabled (<= 30%),0.83126,399,481,0.79775,0.86476
1999,66 and older,East,Disabled (> 30%),0.16365,82,481,0.13055,0.19675
2000,17-29 y.,West,Not Disabled (<= 30%),0.98130,3321,3374,0.97673,0.98587
2000,17-29 y.,West,Disabled (> 30%),0.01619,53,3374,0.01194,0.02045
2000,17-29 y.,East,Not Disabled (<= 30%),0.98145,1182,1182,0.97376,0.98915
2000,30-45 y.,West,Not Disabled (<= 30%),0.96369,6123,6338,0.95909,0.96830
2000,30-45 y.,West,Disabled (> 30%),0.03525,215,6338,0.03071,0.03979
2000,30-45 y.,East,Not Disabled (<= 30%),0.96543,1760,1821,0.95704,0.97383
2000,30-45 y.,East,Disabled (> 30%),0.03432,61,1821,0.02595,0.04268
2000,46-65 y.,West,Not Disabled (<= 30%),0.82963,4824,5798,0.81995,0.83931
2000,46-65 y.,West,Disabled (> 30%),0.16725,974,5798,0.15764,0.17686
2000,46-65 y.,East,Not Disabled (<= 30%),0.85936,1677,1941,0.84389,0.87483
2000,46-65 y.,East,Disabled (> 30%),0.13540,264,1941,0.12017,0.15062
2000,66 and older,West,Not Disabled (<= 30%),0.72947,2016,2714,0.71276,0.74619
2000,66 and older,West,Disabled (> 30%),0.26795,698,2714,0.25128,0.28461
2000,66 and older,East,Not Disabled (<= 30%),0.82823,729,872,0.80318,0.85328
2000,66 and older,East,Disabled (> 30%),0.16731,143,872,0.14252,0.19210
2001,17-29 y.,West,Not Disabled (<= 30%),0.98570,2948,2993,0.98144,0.98995
2001,17-29 y.,West,Disabled (> 30%),0.01393,45,2993,0.00973,0.01813
2001,17-29 y.,East,Not Disabled (<= 30%),0.99128,1093,1093,0.98577,0.99679
2001,30-45 y.,West,Not Disabled (<= 30%),0.96155,5479,5676,0.95655,0.96655
