year,age_gr,bula_h,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.98731,95,95,0.96468,1.00994
1984,17-29 y.,Hamburg,Not Disabled (<= 30%),0.97562,67,67,0.93841,1.01283
1984,17-29 y.,Lower Saxony,Not Disabled (<= 30%),0.98323,331,331,0.96938,0.99709
1984,17-29 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.97827,952,952,0.96900,0.98754
1984,17-29 y.,Hesse,Not Disabled (<= 30%),0.95955,368,368,0.93939,0.97971
1984,17-29 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.97593,241,241,0.95654,0.99532
1984,17-29 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.98705,640,640,0.97828,0.99582
1984,17-29 y.,Bavaria,Not Disabled (<= 30%),0.98290,561,561,0.97216,0.99364
1984,30-45 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.97677,140,140,0.95173,1.00181
1984,30-45 y.,Hamburg,Not Disabled (<= 30%),0.98016,119,119,0.95501,1.00532
1984,30-45 y.,Lower Saxony,Not Disabled (<= 30%),0.94643,369,369,0.92342,0.96943
1984,30-45 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.94100,1036,1088,0.92699,0.95500
1984,30-45 y.,North Rhine-Westphalia,Disabled (> 30%),0.05566,52,1088,0.04203,0.06929
1984,30-45 y.,Hesse,Not Disabled (<= 30%),0.96842,358,358,0.95028,0.98656
1984,30-45 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.98149,203,203,0.96291,1.00008
1984,30-45 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.95889,717,717,0.94435,0.97344
1984,30-45 y.,Bavaria,Not Disabled (<= 30%),0.96648,655,655,0.95268,0.98027
1984,30-45 y.,Berlin,Not Disabled (<= 30%),0.93816,128,128,0.89627,0.98005
1984,46-65 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.88031,91,91,0.81324,0.94737
1984,46-65 y.,Hamburg,Not Disabled (<= 30%),0.80936,60,60,0.70913,0.90959
1984,46-65 y.,Lower Saxony,Not Disabled (<= 30%),0.80004,292,355,0.75837,0.84171
1984,46-65 y.,Lower Saxony,Disabled (> 30%),0.19651,63,355,0.15512,0.23790
1984,46-65 y.,Bremen,Not Disabled (<= 30%),0.80100,37,37,0.67058,0.93142
1984,46-65 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.74560,721,907,0.71724,0.77396
1984,46-65 y.,North Rhine-Westphalia,Disabled (> 30%),0.24921,186,907,0.22104,0.27737
1984,46-65 y.,Hesse,Not Disabled (<= 30%),0.79378,328,395,0.75383,0.83373
1984,46-65 y.,Hesse,Disabled (> 30%),0.19925,67,395,0.15981,0.23869
1984,46-65 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.82822,239,283,0.78420,0.87225
1984,46-65 y.,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.16475,44,283,0.12146,0.20805
1984,46-65 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.85646,566,647,0.82942,0.88350
1984,46-65 y.,Baden-Wuerttemberg,Disabled (> 30%),0.14354,81,647,0.11650,0.17058
1984,46-65 y.,Bavaria,Not Disabled (<= 30%),0.80895,510,610,0.77772,0.84017
1984,46-65 y.,Bavaria,Disabled (> 30%),0.18547,100,610,0.15460,0.21634
1984,46-65 y.,Berlin,Not Disabled (<= 30%),0.71334,94,125,0.63374,0.79293
1984,46-65 y.,Berlin,Disabled (> 30%),0.28666,31,125,0.20707,0.36626
1984,66 and older,Schleswig-Holstein,Not Disabled (<= 30%),0.83792,36,36,0.71583,0.96001
1984,66 and older,Hamburg,Not Disabled (<= 30%),0.85106,38,38,0.73634,0.96578
1984,66 and older,Lower Saxony,Not Disabled (<= 30%),0.84801,128,128,0.78557,0.91045
1984,66 and older,North Rhine-Westphalia,Not Disabled (<= 30%),0.70008,196,280,0.64631,0.75384
1984,66 and older,North Rhine-Westphalia,Disabled (> 30%),0.29054,84,280,0.23727,0.34382
1984,66 and older,Hesse,Not Disabled (<= 30%),0.87064,88,88,0.80012,0.94116
1984,66 and older,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.81374,90,90,0.73286,0.89463
1984,66 and older,Baden-Wuerttemberg,Not Disabled (<= 30%),0.84580,181,214,0.79731,0.89430
1984,66 and older,Baden-Wuerttemberg,Disabled (> 30%),0.15420,33,214,0.10570,0.20269
1984,66 and older,Bavaria,Not Disabled (<= 30%),0.79800,184,233,0.74634,0.84967
1984,66 and older,Bavaria,Disabled (> 30%),0.19764,49,233,0.14639,0.24888
1984,66 and older,Berlin,Not Disabled (<= 30%),0.70619,32,32,0.54584,0.86654
1985,17-29 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.98645,85,85,0.96173,1.01117
1985,17-29 y.,Hamburg,Not Disabled (<= 30%),0.97734,60,60,0.93937,1.01531
1985,17-29 y.,Lower Saxony,Not Disabled (<= 30%),0.97916,296,296,0.96286,0.99546
1985,17-29 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.98386,850,850,0.97539,0.99234
1985,17-29 y.,Hesse,Not Disabled (<= 30%),0.96600,325,325,0.94627,0.98574
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.96699,234,234,0.94405,0.98993
1985,17-29 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.99041,606,606,0.98264,0.99818
1985,17-29 y.,Bavaria,Not Disabled (<= 30%),0.98385,516,516,0.97296,0.99474
1985,17-29 y.,Berlin,Not Disabled (<= 30%),0.98498,94,94,0.96027,1.00970
1985,30-45 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.93718,122,122,0.89394,0.98041
1985,30-45 y.,Hamburg,Not Disabled (<= 30%),0.96568,97,97,0.92926,1.00210
1985,30-45 y.,Lower Saxony,Not Disabled (<= 30%),0.94463,332,332,0.91999,0.96927
1985,30-45 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.95635,953,990,0.94362,0.96909
1985,30-45 y.,North Rhine-Westphalia,Disabled (> 30%),0.04329,37,990,0.03061,0.05598
1985,30-45 y.,Hesse,Not Disabled (<= 30%),0.96709,326,326,0.94769,0.98649
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.97297,165,165,0.94815,0.99779
1985,30-45 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.95695,626,626,0.94104,0.97287
1985,30-45 y.,Bavaria,Not Disabled (<= 30%),0.96939,592,592,0.95550,0.98327
1985,30-45 y.,Berlin,Not Disabled (<= 30%),0.95197,114,114,0.91255,0.99140
1985,46-65 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.85580,86,86,0.78112,0.93048
1985,46-65 y.,Hamburg,Not Disabled (<= 30%),0.81148,62,62,0.71332,0.90963
1985,46-65 y.,Lower Saxony,Not Disabled (<= 30%),0.78128,261,322,0.73605,0.82650
1985,46-65 y.,Lower Saxony,Disabled (> 30%),0.20335,61,322,0.15932,0.24738
1985,46-65 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.73757,679,854,0.70805,0.76710
1985,46-65 y.,North Rhine-Westphalia,Disabled (> 30%),0.25358,175,854,0.22439,0.28278
1985,46-65 y.,Hesse,Not Disabled (<= 30%),0.79817,310,363,0.75682,0.83951
1985,46-65 y.,Hesse,Disabled (> 30%),0.18565,53,363,0.14560,0.22571
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.83060,225,262,0.78509,0.87610
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.16150,37,262,0.11685,0.20614
1985,46-65 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.85558,529,602,0.82747,0.88368
1985,46-65 y.,Baden-Wuerttemberg,Disabled (> 30%),0.14442,73,602,0.11632,0.17253
1985,46-65 y.,Bavaria,Not Disabled (<= 30%),0.82433,474,555,0.79264,0.85601
1985,46-65 y.,Bavaria,Disabled (> 30%),0.16364,81,555,0.13283,0.19444
1985,46-65 y.,Berlin,Not Disabled (<= 30%),0.69617,82,82,0.59601,0.79633
1985,66 and older,Schleswig-Holstein,Not Disabled (<= 30%),0.81284,31,31,0.67326,0.95241
1985,66 and older,Hamburg,Not Disabled (<= 30%),0.96483,42,42,0.90844,1.02122
1985,66 and older,Lower Saxony,Not Disabled (<= 30%),0.89462,113,113,0.83776,0.95149
1985,66 and older,North Rhine-Westphalia,Not Disabled (<= 30%),0.73717,177,247,0.68216,0.79217
1985,66 and older,North Rhine-Westphalia,Disabled (> 30%),0.26283,70,247,0.20783,0.31784
