year,pgisced97,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,Not Disabled (<= 30%),0.95463,185,185,0.92456,0.98470
1984,Primary Level,Not Disabled (<= 30%),0.89806,938,998,0.87928,0.91684
1984,Primary Level,Disabled (> 30%),0.10111,60,998,0.08240,0.11983
1984,Lower Secondary Level,Not Disabled (<= 30%),0.88569,3161,3438,0.87505,0.89633
1984,Lower Secondary Level,Disabled (> 30%),0.10944,277,3438,0.09901,0.11988
1984,Upper Secondary Level,Not Disabled (<= 30%),0.87961,5136,5686,0.87115,0.88807
1984,Upper Secondary Level,Disabled (> 30%),0.11688,550,5686,0.10853,0.12524
1984,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91975,287,287,0.88826,0.95124
1984,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86181,578,660,0.83546,0.88816
1984,First Stage of Tertiary Education,Disabled (> 30%),0.13819,82,660,0.11184,0.16454
1984,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90436,725,789,0.88382,0.92489
1984,Second Stage of Tertiary Education,Disabled (> 30%),0.09434,64,789,0.07393,0.11475
1985,Pre-primary Level,Not Disabled (<= 30%),0.99513,186,186,0.98510,1.00516
1985,Primary Level,Not Disabled (<= 30%),0.86598,777,831,0.84281,0.88916
1985,Primary Level,Disabled (> 30%),0.13200,54,831,0.10897,0.15502
1985,Lower Secondary Level,Not Disabled (<= 30%),0.89447,2820,3048,0.88356,0.90538
1985,Lower Secondary Level,Disabled (> 30%),0.09999,228,3048,0.08933,0.11064
1985,Upper Secondary Level,Not Disabled (<= 30%),0.88091,4679,5161,0.87207,0.88975
1985,Upper Secondary Level,Disabled (> 30%),0.11480,482,5161,0.10611,0.12350
1985,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90674,254,254,0.87091,0.94257
1985,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84948,537,619,0.82129,0.87767
1985,First Stage of Tertiary Education,Disabled (> 30%),0.14906,82,619,0.12098,0.17714
1985,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90397,694,750,0.88287,0.92507
1985,Second Stage of Tertiary Education,Disabled (> 30%),0.08931,56,750,0.06889,0.10973
1987,Pre-primary Level,Not Disabled (<= 30%),0.98439,187,187,0.96658,1.00221
1987,Primary Level,Not Disabled (<= 30%),0.85782,688,746,0.83275,0.88290
1987,Primary Level,Disabled (> 30%),0.13842,58,746,0.11363,0.16322
1987,Lower Secondary Level,Not Disabled (<= 30%),0.89421,2615,2825,0.88287,0.90556
1987,Lower Secondary Level,Disabled (> 30%),0.10057,210,2825,0.08947,0.11166
1987,Upper Secondary Level,Not Disabled (<= 30%),0.87975,4482,4943,0.87068,0.88882
1987,Upper Secondary Level,Disabled (> 30%),0.11494,461,4943,0.10605,0.12384
1987,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91524,254,254,0.88091,0.94956
1987,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85089,491,564,0.82147,0.88031
1987,First Stage of Tertiary Education,Disabled (> 30%),0.14751,73,564,0.11822,0.17680
1987,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91158,685,739,0.89110,0.93206
1987,Second Stage of Tertiary Education,Disabled (> 30%),0.08627,54,739,0.06602,0.10653
1988,Pre-primary Level,Not Disabled (<= 30%),0.97990,162,162,0.95822,1.00158
1988,Primary Level,Not Disabled (<= 30%),0.84982,624,687,0.82309,0.87655
1988,Primary Level,Disabled (> 30%),0.14717,63,687,0.12066,0.17368
1988,Lower Secondary Level,Not Disabled (<= 30%),0.87728,2479,2707,0.86491,0.88964
1988,Lower Secondary Level,Disabled (> 30%),0.11772,228,2707,0.10558,0.12987
1988,Upper Secondary Level,Not Disabled (<= 30%),0.86735,4223,4721,0.85768,0.87703
1988,Upper Secondary Level,Disabled (> 30%),0.12720,498,4721,0.11769,0.13670
1988,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.89533,244,244,0.85684,0.93382
1988,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85156,469,538,0.82149,0.88163
1988,First Stage of Tertiary Education,Disabled (> 30%),0.14514,69,538,0.11535,0.17493
1988,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90754,647,700,0.88606,0.92901
1988,Second Stage of Tertiary Education,Disabled (> 30%),0.09022,53,700,0.06898,0.11146
1989,Pre-primary Level,Not Disabled (<= 30%),0.97723,172,172,0.95487,0.99959
1989,Primary Level,Not Disabled (<= 30%),0.83573,583,650,0.80722,0.86423
1989,Primary Level,Disabled (> 30%),0.15923,67,650,0.13108,0.18738
1989,Lower Secondary Level,Not Disabled (<= 30%),0.86738,2331,2557,0.85424,0.88053
1989,Lower Secondary Level,Disabled (> 30%),0.12695,226,2557,0.11404,0.13986
1989,Upper Secondary Level,Not Disabled (<= 30%),0.86336,4113,4601,0.85344,0.87329
1989,Upper Secondary Level,Disabled (> 30%),0.13156,488,4601,0.12179,0.14133
1989,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91247,266,266,0.87845,0.94650
1989,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85525,450,516,0.82486,0.88564
1989,First Stage of Tertiary Education,Disabled (> 30%),0.14475,66,516,0.11436,0.17514
1989,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.89967,638,693,0.87729,0.92206
1989,Second Stage of Tertiary Education,Disabled (> 30%),0.09200,55,693,0.07047,0.11354
1991,Pre-primary Level,Not Disabled (<= 30%),0.96626,158,158,0.93801,0.99450
1991,Primary Level,Not Disabled (<= 30%),0.83755,584,655,0.80928,0.86582
1991,Primary Level,Disabled (> 30%),0.15514,71,655,0.12739,0.18289
1991,Lower Secondary Level,Not Disabled (<= 30%),0.87708,2622,2849,0.86502,0.88914
1991,Lower Secondary Level,Disabled (> 30%),0.11849,227,2849,0.10662,0.13036
1991,Upper Secondary Level,Not Disabled (<= 30%),0.88904,6392,6886,0.88162,0.89645
1991,Upper Secondary Level,Disabled (> 30%),0.10540,494,6886,0.09815,0.11266
1991,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90053,348,348,0.86904,0.93202
1991,First Stage of Tertiary Education,Not Disabled (<= 30%),0.88677,695,754,0.86414,0.90940
1991,First Stage of Tertiary Education,Disabled (> 30%),0.10789,59,754,0.08573,0.13005
1991,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.94296,1620,1677,0.93186,0.95407
1991,Second Stage of Tertiary Education,Disabled (> 30%),0.05591,57,1677,0.04491,0.06691
1992,Pre-primary Level,Not Disabled (<= 30%),0.98904,186,186,0.97403,1.00404
1992,Primary Level,Not Disabled (<= 30%),0.80275,543,619,0.77138,0.83412
1992,Primary Level,Disabled (> 30%),0.18237,76,619,0.15192,0.21282
1992,Lower Secondary Level,Not Disabled (<= 30%),0.85953,2500,2762,0.84657,0.87249
1992,Lower Secondary Level,Disabled (> 30%),0.13236,262,2762,0.11972,0.14500
1992,Upper Secondary Level,Not Disabled (<= 30%),0.86812,6034,6671,0.86000,0.87624
1992,Upper Secondary Level,Disabled (> 30%),0.12413,637,6671,0.11621,0.13204
1992,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90738,357,357,0.87727,0.93750
1992,First Stage of Tertiary Education,Not Disabled (<= 30%),0.87403,690,761,0.85043,0.89762
1992,First Stage of Tertiary Education,Disabled (> 30%),0.12298,71,761,0.09963,0.14633
1992,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91560,1538,1643,0.90216,0.92905
1992,Second Stage of Tertiary Education,Disabled (> 30%),0.07942,105,1643,0.06634,0.09250
1994,Pre-primary Level,Not Disabled (<= 30%),0.99593,239,239,0.98784,1.00402
1994,Primary Level,Not Disabled (<= 30%),0.84588,492,553,0.81575,0.87600
1994,Primary Level,Disabled (> 30%),0.14866,61,553,0.11898,0.17834
1994,Lower Secondary Level,Not Disabled (<= 30%),0.85396,2216,2476,0.84005,0.86787
1994,Lower Secondary Level,Disabled (> 30%),0.13887,260,2476,0.12525,0.15250
1994,Upper Secondary Level,Not Disabled (<= 30%),0.87612,5925,6537,0.86813,0.88410
1994,Upper Secondary Level,Disabled (> 30%),0.11927,612,6537,0.11142,0.12713
1994,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93010,368,368,0.90402,0.95619
1994,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85999,673,749,0.83512,0.88486
1994,First Stage of Tertiary Education,Disabled (> 30%),0.13545,76,749,0.11092,0.15997
1994,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91771,1539,1644,0.90442,0.93100
1994,Second Stage of Tertiary Education,Disabled (> 30%),0.07540,105,1644,0.06263,0.08817
1995,Pre-primary Level,Not Disabled (<= 30%),0.97647,284,284,0.95881,0.99413
1995,Primary Level,Not Disabled (<= 30%),0.83181,462,528,0.79988,0.86374
1995,Primary Level,Disabled (> 30%),0.16231,66,528,0.13082,0.19379
1995,Lower Secondary Level,Not Disabled (<= 30%),0.84858,2217,2472,0.83444,0.86271
1995,Lower Secondary Level,Disabled (> 30%),0.14218,255,2472,0.12841,0.15595
1995,Upper Secondary Level,Not Disabled (<= 30%),0.85634,5989,6656,0.84791,0.86477
1995,Upper Secondary Level,Disabled (> 30%),0.13088,667,6656,0.12278,0.13898
1995,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93363,445,445,0.91048,0.95679
1995,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84307,666,748,0.81699,0.86916
1995,First Stage of Tertiary Education,Disabled (> 30%),0.14192,82,748,0.11689,0.16694
1995,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90848,1624,1744,0.89494,0.92202
1995,Second Stage of Tertiary Education,Disabled (> 30%),0.08635,120,1744,0.07316,0.09954
1996,Primary Level,Not Disabled (<= 30%),0.82661,424,491,0.79308,0.86013
1996,Primary Level,Disabled (> 30%),0.17302,67,491,0.13953,0.20652
1996,Lower Secondary Level,Not Disabled (<= 30%),0.84248,2105,2375,0.82782,0.85713
1996,Lower Secondary Level,Disabled (> 30%),0.15242,270,2375,0.13796,0.16687
1996,Upper Secondary Level,Not Disabled (<= 30%),0.86218,5921,6592,0.85386,0.87050
1996,Upper Secondary Level,Disabled (> 30%),0.13429,671,6592,0.12606,0.14252
1996,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93633,449,449,0.91371,0.95894
1996,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84005,678,758,0.81394,0.86616
1996,First Stage of Tertiary Education,Disabled (> 30%),0.14850,80,758,0.12316,0.17383
1996,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91699,1647,1758,0.90409,0.92989
1996,Second Stage of Tertiary Education,Disabled (> 30%),0.07929,111,1758,0.06666,0.09192
1997,Pre-primary Level,Not Disabled (<= 30%),0.98522,312,312,0.97181,0.99863
1997,Primary Level,Not Disabled (<= 30%),0.83346,400,463,0.79949,0.86743
1997,Primary Level,Disabled (> 30%),0.16460,63,463,0.13078,0.19841
1997,Lower Secondary Level,Not Disabled (<= 30%),0.84588,2057,2317,0.83117,0.86058
1997,Lower Secondary Level,Disabled (> 30%),0.14989,260,2317,0.13535,0.16443
1997,Upper Secondary Level,Not Disabled (<= 30%),0.85834,5777,6444,0.84983,0.86686
1997,Upper Secondary Level,Disabled (> 30%),0.13459,667,6444,0.12626,0.14292
1997,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93292,426,426,0.90914,0.95671
1997,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85880,674,749,0.83384,0.88375
1997,First Stage of Tertiary Education,Disabled (> 30%),0.13544,75,749,0.11092,0.15997
1997,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92232,1653,1762,0.90982,0.93482
1997,Second Stage of Tertiary Education,Disabled (> 30%),0.07525,109,1762,0.06293,0.08757
1998,Pre-primary Level,Not Disabled (<= 30%),0.97594,326,326,0.95928,0.99260
