year,bula_h,sex,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,male,Very important,0.68628,87,87,0.58821,0.78435
1990,Schleswig-Holstein,female,Very important,0.67655,92,92,0.58044,0.77267
1990,Hamburg,male,Very important,0.59000,39,39,0.43362,0.74638
1990,Hamburg,female,Very important,0.63806,43,43,0.49272,0.78340
1990,Lower Saxony,male,Very important,0.64531,273,385,0.59745,0.69316
1990,Lower Saxony,male,Important,0.28659,112,385,0.24136,0.33181
1990,Lower Saxony,female,Very important,0.63804,293,384,0.58992,0.68617
1990,Lower Saxony,female,Important,0.23986,91,384,0.19709,0.28262
1990,Bremen,female,Very important,0.59747,33,33,0.42756,0.76739
1990,North Rhine-Westphalia,male,Very important,0.68456,633,892,0.65405,0.71507
1990,North Rhine-Westphalia,male,Important,0.25889,227,892,0.23013,0.28765
1990,North Rhine-Westphalia,male,Less important,0.04122,32,892,0.02816,0.05427
1990,North Rhine-Westphalia,female,Very important,0.65752,703,1004,0.62815,0.68689
1990,North Rhine-Westphalia,female,Important,0.23221,221,1004,0.20608,0.25834
1990,North Rhine-Westphalia,female,Less important,0.04154,35,1004,0.02919,0.05389
1990,North Rhine-Westphalia,female,Unimportant,0.06873,45,1004,0.05307,0.08439
1990,Hesse,male,Very important,0.61418,205,298,0.55882,0.66955
1990,Hesse,male,Important,0.30226,93,298,0.25003,0.35449
1990,Hesse,female,Very important,0.60849,222,299,0.55307,0.66390
1990,Hesse,female,Important,0.24285,77,299,0.19416,0.29154
1990,"Rhineland-Palatinate, Saarland",male,Very important,0.60424,172,246,0.54301,0.66548
1990,"Rhineland-Palatinate, Saarland",male,Important,0.31118,74,246,0.25321,0.36915
1990,"Rhineland-Palatinate, Saarland",female,Very important,0.61094,192,266,0.55224,0.66964
1990,"Rhineland-Palatinate, Saarland",female,Important,0.28245,74,266,0.22825,0.33666
1990,Baden-Wuerttemberg,male,Very important,0.66583,372,508,0.62477,0.70689
1990,Baden-Wuerttemberg,male,Important,0.26352,136,508,0.22517,0.30187
1990,Baden-Wuerttemberg,female,Very important,0.63797,411,547,0.59766,0.67828
1990,Baden-Wuerttemberg,female,Important,0.25006,136,547,0.21374,0.28639
1990,Bavaria,male,Very important,0.60767,393,577,0.56780,0.64755
1990,Bavaria,male,Important,0.30448,184,577,0.26690,0.34206
1990,Bavaria,female,Very important,0.57811,407,611,0.53892,0.61731
1990,Bavaria,female,Important,0.29062,169,611,0.25459,0.32665
1990,Bavaria,female,Less important,0.06704,35,611,0.04719,0.08689
1990,Berlin,male,Very important,0.51213,62,95,0.41108,0.61318
1990,Berlin,male,Important,0.35815,33,95,0.26123,0.45508
1990,Berlin,female,Very important,0.53259,76,114,0.44059,0.62458
1990,Berlin,female,Important,0.33067,38,114,0.24393,0.41742
1992,Schleswig-Holstein,male,Very important,0.69171,79,79,0.58922,0.79419
1992,Schleswig-Holstein,female,Very important,0.71446,94,94,0.62266,0.80626
1992,Hamburg,male,Very important,0.68334,35,35,0.52698,0.83970
1992,Hamburg,female,Very important,0.68356,48,48,0.55060,0.81653
1992,Lower Saxony,male,Very important,0.68416,291,382,0.63749,0.73084
1992,Lower Saxony,male,Important,0.23572,91,382,0.19310,0.27834
1992,Lower Saxony,female,Very important,0.68198,311,388,0.63558,0.72838
1992,Lower Saxony,female,Important,0.20646,77,388,0.16613,0.24679
1992,Bremen,female,Very important,0.60796,32,32,0.43610,0.77982
1992,North Rhine-Westphalia,male,Very important,0.69567,635,841,0.66455,0.72679
1992,North Rhine-Westphalia,male,Important,0.25278,206,841,0.22339,0.28217
1992,North Rhine-Westphalia,female,Very important,0.65150,707,993,0.62185,0.68115
1992,North Rhine-Westphalia,female,Important,0.24303,215,993,0.21634,0.26972
1992,North Rhine-Westphalia,female,Less important,0.04566,33,993,0.03267,0.05865
1992,North Rhine-Westphalia,female,Unimportant,0.05981,38,993,0.04506,0.07457
1992,Hesse,male,Very important,0.63643,201,295,0.58144,0.69141
1992,Hesse,male,Important,0.30658,94,295,0.25388,0.35929
1992,Hesse,female,Very important,0.64856,232,315,0.59575,0.70136
1992,Hesse,female,Important,0.24082,83,315,0.19352,0.28811
1992,"Rhineland-Palatinate, Saarland",male,Very important,0.59200,159,235,0.52903,0.65497
1992,"Rhineland-Palatinate, Saarland",male,Important,0.31755,76,235,0.25790,0.37720
