year,age_gr,quintil_oecd,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,Very important,0.64636,188,255,0.58756,0.70516
1990,17-29 y.,1st Quintile,Important,0.28233,67,255,0.22697,0.33768
1990,17-29 y.,2nd Quintile,Very important,0.61296,217,316,0.55918,0.66675
1990,17-29 y.,2nd Quintile,Important,0.30448,99,316,0.25366,0.35530
1990,17-29 y.,3rd Quintile,Very important,0.71360,276,346,0.66589,0.76130
1990,17-29 y.,3rd Quintile,Important,0.21280,70,346,0.16961,0.25599
1990,17-29 y.,4th Quintile,Very important,0.67129,338,463,0.62846,0.71412
1990,17-29 y.,4th Quintile,Important,0.26348,125,463,0.22331,0.30365
1990,17-29 y.,5th Quintile,Very important,0.66481,249,333,0.61403,0.71559
1990,17-29 y.,5th Quintile,Important,0.24992,84,333,0.20335,0.29649
1990,30-45 y.,1st Quintile,Very important,0.69425,201,263,0.63846,0.75004
1990,30-45 y.,1st Quintile,Important,0.25127,62,263,0.19875,0.30379
1990,30-45 y.,2nd Quintile,Very important,0.71706,331,429,0.67439,0.75973
1990,30-45 y.,2nd Quintile,Important,0.24730,98,429,0.20642,0.28817
1990,30-45 y.,3rd Quintile,Very important,0.69871,303,400,0.65369,0.74373
1990,30-45 y.,3rd Quintile,Important,0.24758,97,400,0.20523,0.28993
1990,30-45 y.,4th Quintile,Very important,0.67853,267,359,0.63015,0.72691
1990,30-45 y.,4th Quintile,Important,0.27222,92,359,0.22611,0.31833
1990,30-45 y.,5th Quintile,Very important,0.76055,426,533,0.72429,0.79681
1990,30-45 y.,5th Quintile,Important,0.20542,107,533,0.17109,0.23975
1990,46-65 y.,1st Quintile,Very important,0.55901,158,244,0.49658,0.62144
1990,46-65 y.,1st Quintile,Important,0.31344,86,244,0.25511,0.37177
1990,46-65 y.,2nd Quintile,Very important,0.62221,213,308,0.56798,0.67645
1990,46-65 y.,2nd Quintile,Important,0.31068,95,308,0.25891,0.36244
1990,46-65 y.,3rd Quintile,Very important,0.66691,281,389,0.62001,0.71381
1990,46-65 y.,3rd Quintile,Important,0.26113,108,389,0.21742,0.30484
1990,46-65 y.,4th Quintile,Very important,0.67128,378,517,0.63075,0.71181
1990,46-65 y.,4th Quintile,Important,0.26591,139,517,0.22779,0.30403
1990,46-65 y.,5th Quintile,Very important,0.66558,412,575,0.62698,0.70417
1990,46-65 y.,5th Quintile,Important,0.27174,163,575,0.23534,0.30813
1990,66 and older,1st Quintile,Very important,0.37768,112,245,0.31685,0.43852
1990,66 and older,1st Quintile,Important,0.29103,77,245,0.23404,0.34803
1990,66 and older,1st Quintile,Unimportant,0.24846,56,245,0.19424,0.30268
1990,66 and older,2nd Quintile,Very important,0.49911,121,205,0.43050,0.56772
1990,66 and older,2nd Quintile,Important,0.23404,52,205,0.17594,0.29215
1990,66 and older,2nd Quintile,Unimportant,0.18849,32,205,0.13482,0.24216
1990,66 and older,3rd Quintile,Very important,0.44407,92,154,0.36534,0.52280
1990,66 and older,3rd Quintile,Important,0.33808,62,154,0.26312,0.41304
1990,66 and older,4th Quintile,Very important,0.49613,90,132,0.41051,0.58175
1990,66 and older,4th Quintile,Important,0.27209,42,132,0.19588,0.34830
1990,66 and older,5th Quintile,Very important,0.55136,85,119,0.46162,0.64110
1990,66 and older,5th Quintile,Important,0.23273,34,119,0.15649,0.30898
1992,17-29 y.,1st Quintile,Very important,0.65298,339,493,0.61091,0.69504
1992,17-29 y.,1st Quintile,Important,0.26247,121,493,0.22359,0.30135
