year,migback,quintil_oecd,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,1st Quintile,Very important,0.54142,602,1003,0.51056,0.57227
1990,No migration background,1st Quintile,Important,0.29479,277,1003,0.26655,0.32302
1990,No migration background,1st Quintile,Less important,0.05623,45,1003,0.04196,0.07049
1990,No migration background,1st Quintile,Unimportant,0.10757,79,1003,0.08839,0.12676
1990,No migration background,2nd Quintile,Very important,0.61556,805,1224,0.58830,0.64282
1990,No migration background,2nd Quintile,Important,0.27621,319,1224,0.25115,0.30127
1990,No migration background,2nd Quintile,Less important,0.05370,57,1224,0.04106,0.06633
1990,No migration background,2nd Quintile,Unimportant,0.05453,43,1224,0.04181,0.06726
1990,No migration background,3rd Quintile,Very important,0.64842,873,1276,0.62221,0.67463
1990,No migration background,3rd Quintile,Important,0.26244,315,1276,0.23829,0.28659
1990,No migration background,3rd Quintile,Less important,0.05198,53,1276,0.03980,0.06417
1990,No migration background,3rd Quintile,Unimportant,0.03716,35,1276,0.02678,0.04754
1990,No migration background,4th Quintile,Very important,0.64692,1009,1485,0.62261,0.67124
1990,No migration background,4th Quintile,Important,0.27011,382,1485,0.24752,0.29270
1990,No migration background,4th Quintile,Less important,0.04675,56,1485,0.03601,0.05749
1990,No migration background,4th Quintile,Unimportant,0.03621,38,1485,0.02671,0.04572
1990,No migration background,5th Quintile,Very important,0.68488,1107,1563,0.66184,0.70792
1990,No migration background,5th Quintile,Important,0.24338,362,1563,0.22210,0.26466
1990,No migration background,5th Quintile,Less important,0.04409,55,1563,0.03391,0.05427
1990,No migration background,5th Quintile,Unimportant,0.02765,39,1563,0.01952,0.03578
1990,Direct migration background,1st Quintile,Very important,0.63986,52,52,0.50811,0.77161
1990,Direct migration background,2nd Quintile,Very important,0.74249,68,68,0.63778,0.84719
1990,Direct migration background,3rd Quintile,Very important,0.63526,74,74,0.52483,0.74568
1990,Direct migration background,4th Quintile,Very important,0.72728,54,54,0.60738,0.84718
1990,Direct migration background,5th Quintile,Very important,0.65296,61,61,0.53251,0.77341
1992,No migration background,1st Quintile,Very important,0.57943,1387,2120,0.55841,0.60045
1992,No migration background,1st Quintile,Important,0.24995,474,2120,0.23151,0.26838
1992,No migration background,1st Quintile,Less important,0.05412,100,2120,0.04448,0.06375
1992,No migration background,1st Quintile,Unimportant,0.11650,159,2120,0.10284,0.13016
1992,No migration background,2nd Quintile,Very important,0.68293,1578,2137,0.66319,0.70266
1992,No migration background,2nd Quintile,Important,0.21467,413,2137,0.19725,0.23208
1992,No migration background,2nd Quintile,Less important,0.04612,77,2137,0.03723,0.05502
1992,No migration background,2nd Quintile,Unimportant,0.05629,69,2137,0.04651,0.06606
1992,No migration background,3rd Quintile,Very important,0.66727,1413,1950,0.64635,0.68819
1992,No migration background,3rd Quintile,Important,0.24460,419,1950,0.22552,0.26369
1992,No migration background,3rd Quintile,Less important,0.04350,67,1950,0.03444,0.05255
1992,No migration background,3rd Quintile,Unimportant,0.04463,51,1950,0.03546,0.05380
1992,No migration background,4th Quintile,Very important,0.67947,1416,1956,0.65878,0.70015
1992,No migration background,4th Quintile,Important,0.24232,421,1956,0.22333,0.26131
1992,No migration background,4th Quintile,Less important,0.04025,60,1956,0.03154,0.04896
1992,No migration background,4th Quintile,Unimportant,0.03796,59,1956,0.02949,0.04643
1992,No migration background,5th Quintile,Very important,0.69760,1491,2067,0.67780,0.71741
1992,No migration background,5th Quintile,Important,0.24321,489,2067,0.22471,0.26171
1992,No migration background,5th Quintile,Less important,0.03388,53,2067,0.02608,0.04169
1992,No migration background,5th Quintile,Unimportant,0.02531,34,2067,0.01853,0.03208
1992,Direct migration background,1st Quintile,Very important,0.57667,59,59,0.44952,0.70383
1992,Direct migration background,2nd Quintile,Very important,0.68369,87,87,0.58541,0.78198
1992,Direct migration background,3rd Quintile,Very important,0.65938,84,84,0.55742,0.76134
1992,Direct migration background,4th Quintile,Very important,0.73649,87,87,0.64339,0.82960
1992,Direct migration background,5th Quintile,Very important,0.79354,96,96,0.71215,0.87494
1995,No migration background,1st Quintile,Very important,0.57359,967,1515,0.54868,0.59850
1995,No migration background,1st Quintile,Important,0.27629,385,1515,0.25376,0.29881
1995,No migration background,1st Quintile,Less important,0.06268,73,1515,0.05047,0.07489
1995,No migration background,1st Quintile,Unimportant,0.08745,90,1515,0.07322,0.10167
1995,No migration background,2nd Quintile,Very important,0.67389,1437,2000,0.65334,0.69444
1995,No migration background,2nd Quintile,Important,0.21803,420,2000,0.19993,0.23613
1995,No migration background,2nd Quintile,Less important,0.04490,65,2000,0.03583,0.05398
1995,No migration background,2nd Quintile,Unimportant,0.06318,78,2000,0.05251,0.07384
1995,No migration background,3rd Quintile,Very important,0.68262,1506,2058,0.66250,0.70273
1995,No migration background,3rd Quintile,Important,0.23478,439,2058,0.21647,0.25310
1995,No migration background,3rd Quintile,Less important,0.03810,59,2058,0.02982,0.04637
1995,No migration background,3rd Quintile,Unimportant,0.04450,54,2058,0.03559,0.05342
1995,No migration background,4th Quintile,Very important,0.68136,1570,2178,0.66178,0.70093
1995,No migration background,4th Quintile,Important,0.24963,483,2178,0.23145,0.26781
1995,No migration background,4th Quintile,Less important,0.04400,79,2178,0.03539,0.05262
1995,No migration background,4th Quintile,Unimportant,0.02501,46,2178,0.01845,0.03157
1995,No migration background,5th Quintile,Very important,0.71578,1546,2106,0.69651,0.73505
1995,No migration background,5th Quintile,Important,0.20991,445,2106,0.19251,0.22731
1995,No migration background,5th Quintile,Less important,0.04956,80,2106,0.04029,0.05883
1995,No migration background,5th Quintile,Unimportant,0.02475,35,2106,0.01811,0.03139
1995,Direct migration background,1st Quintile,Very important,0.69765,234,307,0.64619,0.74911
1995,Direct migration background,1st Quintile,Important,0.22643,73,307,0.17954,0.27333
1995,Direct migration background,2nd Quintile,Very important,0.64971,174,233,0.58832,0.71110
1995,Direct migration background,2nd Quintile,Important,0.22013,59,233,0.16682,0.27345
1995,Direct migration background,3rd Quintile,Very important,0.74197,167,214,0.68321,0.80073
1995,Direct migration background,3rd Quintile,Important,0.19437,47,214,0.14122,0.24751
1995,Direct migration background,4th Quintile,Very important,0.69430,112,145,0.61905,0.76955
1995,Direct migration background,4th Quintile,Important,0.20300,33,145,0.13730,0.26870
1995,Direct migration background,5th Quintile,Very important,0.68019,111,144,0.60375,0.75664
1995,Direct migration background,5th Quintile,Important,0.25494,33,144,0.18350,0.32637
2004,No migration background,1st Quintile,Very important,0.50898,1267,2272,0.48842,0.52954
2004,No migration background,1st Quintile,Important,0.32888,708,2272,0.30956,0.34821
2004,No migration background,1st Quintile,Less important,0.08722,174,2272,0.07561,0.09882
2004,No migration background,1st Quintile,Unimportant,0.07492,123,2272,0.06409,0.08575
2004,No migration background,2nd Quintile,Very important,0.62393,1923,2946,0.60644,0.64143
2004,No migration background,2nd Quintile,Important,0.27895,793,2946,0.26276,0.29515
2004,No migration background,2nd Quintile,Less important,0.05153,133,2946,0.04355,0.05952
2004,No migration background,2nd Quintile,Unimportant,0.04558,97,2946,0.03805,0.05312
2004,No migration background,3rd Quintile,Very important,0.63529,2257,3342,0.61897,0.65161
2004,No migration background,3rd Quintile,Important,0.27693,867,3342,0.26176,0.29210
2004,No migration background,3rd Quintile,Less important,0.05322,138,3342,0.04561,0.06083
2004,No migration background,3rd Quintile,Unimportant,0.03456,80,3342,0.02837,0.04075
2004,No migration background,4th Quintile,Very important,0.66461,2622,3821,0.64964,0.67959
2004,No migration background,4th Quintile,Important,0.26785,996,3821,0.25381,0.28190
