"plh0109","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","(noch) kein Abschluss","Westdeutschland","85","0.491514280037076","0.415463880944892","0.56756467912926"
"Sehr wichtig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr wichtig","1990","Hauptschule","Westdeutschland","2702","0.627038371945008","0.612137410636127","0.641939333253888"
"Sehr wichtig","1990","Hauptschule","Ostdeutschland","","","",""
"Sehr wichtig","1990","Realschule","Westdeutschland","1052","0.652691820836329","0.628717110684283","0.676666530988375"
"Sehr wichtig","1990","Realschule","Ostdeutschland","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Westdeutschland","373","0.642404899574074","0.602708211049473","0.682101588098676"
"Sehr wichtig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr wichtig","1990","AkademikerIn","Westdeutschland","463","0.67764665424256","0.641799123927842","0.713494184557279"
"Sehr wichtig","1990","AkademikerIn","Ostdeutschland","","","",""
"Wichtig","1990","(noch) kein Abschluss","Westdeutschland","56","0.345847333893551","0.273491122163789","0.418203545623313"
"Wichtig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Wichtig","1990","Hauptschule","Westdeutschland","1023","0.268172210240787","0.254521775407974","0.2818226450736"
"Wichtig","1990","Hauptschule","Ostdeutschland","","","",""
"Wichtig","1990","Realschule","Westdeutschland","359","0.253148368693415","0.231253290116559","0.275043447270272"
"Wichtig","1990","Realschule","Ostdeutschland","","","",""
"Wichtig","1990","(Fach-)Abitur","Westdeutschland","142","0.255806935405795","0.219669856491154","0.291944014320435"
"Wichtig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Wichtig","1990","AkademikerIn","Westdeutschland","151","0.245852188766684","0.212826127868234","0.278878249665134"
"Wichtig","1990","AkademikerIn","Ostdeutschland","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Westdeutschland","15","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weniger wichtig","1990","Hauptschule","Westdeutschland","149","0.0462371911485389","0.0397664941273896","0.0527078881696881"
"Weniger wichtig","1990","Hauptschule","Ostdeutschland","","","",""
"Weniger wichtig","1990","Realschule","Westdeutschland","55","0.0444557378365182","0.0340773214585098","0.0548341542145265"
"Weniger wichtig","1990","Realschule","Ostdeutschland","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Westdeutschland","38","0.084403786429093","0.0613794545614595","0.107428118296726"
"Weniger wichtig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Weniger wichtig","1990","AkademikerIn","Westdeutschland","25","","",""
"Weniger wichtig","1990","AkademikerIn","Ostdeutschland","","","",""
"Ganz unwichtig","1990","(noch) kein Abschluss","Westdeutschland","10","","",""
"Ganz unwichtig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ganz unwichtig","1990","Hauptschule","Westdeutschland","172","0.0585522266656667","0.0513177857212566","0.0657866676100769"
"Ganz unwichtig","1990","Hauptschule","Ostdeutschland","","","",""
"Ganz unwichtig","1990","Realschule","Westdeutschland","49","0.0497040726337375","0.0387602966078546","0.0606478486596203"
"Ganz unwichtig","1990","Realschule","Ostdeutschland","","","",""
"Ganz unwichtig","1990","(Fach-)Abitur","Westdeutschland","7","","",""
"Ganz unwichtig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Ganz unwichtig","1990","AkademikerIn","Westdeutschland","14","","",""
"Ganz unwichtig","1990","AkademikerIn","Ostdeutschland","","","",""
"Sehr wichtig","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr wichtig","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr wichtig","1991","Hauptschule","Westdeutschland","","","",""
"Sehr wichtig","1991","Hauptschule","Ostdeutschland","","","",""
"Sehr wichtig","1991","Realschule","Westdeutschland","","","",""
"Sehr wichtig","1991","Realschule","Ostdeutschland","","","",""
"Sehr wichtig","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr wichtig","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr wichtig","1991","AkademikerIn","Westdeutschland","","","",""
"Sehr wichtig","1991","AkademikerIn","Ostdeutschland","","","",""
"Wichtig","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Wichtig","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Wichtig","1991","Hauptschule","Westdeutschland","","","",""
"Wichtig","1991","Hauptschule","Ostdeutschland","","","",""
"Wichtig","1991","Realschule","Westdeutschland","","","",""
"Wichtig","1991","Realschule","Ostdeutschland","","","",""
"Wichtig","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Wichtig","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Wichtig","1991","AkademikerIn","Westdeutschland","","","",""
"Wichtig","1991","AkademikerIn","Ostdeutschland","","","",""
"Weniger wichtig","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Weniger wichtig","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weniger wichtig","1991","Hauptschule","Westdeutschland","","","",""
"Weniger wichtig","1991","Hauptschule","Ostdeutschland","","","",""
"Weniger wichtig","1991","Realschule","Westdeutschland","","","",""
"Weniger wichtig","1991","Realschule","Ostdeutschland","","","",""
"Weniger wichtig","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Weniger wichtig","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Weniger wichtig","1991","AkademikerIn","Westdeutschland","","","",""
"Weniger wichtig","1991","AkademikerIn","Ostdeutschland","","","",""
"Ganz unwichtig","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Ganz unwichtig","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ganz unwichtig","1991","Hauptschule","Westdeutschland","","","",""
"Ganz unwichtig","1991","Hauptschule","Ostdeutschland","","","",""
"Ganz unwichtig","1991","Realschule","Westdeutschland","","","",""
"Ganz unwichtig","1991","Realschule","Ostdeutschland","","","",""
"Ganz unwichtig","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Ganz unwichtig","1991","(Fach-)Abitur","Ostdeutschland","","","",""
