year,pgisced97,sex,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,male,Very important,0.55568,241,372,0.50512,0.60624
1990,Lower Secondary Level,male,Important,0.33080,131,372,0.28292,0.37868
1990,Lower Secondary Level,female,Very important,0.54672,687,1169,0.51817,0.57527
1990,Lower Secondary Level,female,Important,0.29645,338,1169,0.27026,0.32264
1990,Lower Secondary Level,female,Less important,0.04869,51,1169,0.03635,0.06103
1990,Lower Secondary Level,female,Unimportant,0.10815,93,1169,0.09034,0.12596
1990,Upper Secondary Level,male,Very important,0.64907,1367,2022,0.62826,0.66988
1990,Upper Secondary Level,male,Important,0.28192,547,2022,0.26230,0.30154
1990,Upper Secondary Level,male,Less important,0.04816,77,2022,0.03882,0.05749
1990,Upper Secondary Level,male,Unimportant,0.02085,31,2022,0.01462,0.02708
1990,Upper Secondary Level,female,Very important,0.67359,1331,1828,0.65209,0.69509
1990,Upper Secondary Level,female,Important,0.22915,378,1828,0.20988,0.24842
1990,Upper Secondary Level,female,Less important,0.04093,53,1828,0.03184,0.05001
1990,Upper Secondary Level,female,Unimportant,0.05634,66,1828,0.04576,0.06691
1990,Post-secondary Non-tertiary Level,male,Very important,0.68106,75,75,0.57487,0.78725
1990,Post-secondary Non-tertiary Level,female,Very important,0.72060,73,73,0.61696,0.82425
1990,First Stage of Tertiary Education,male,Very important,0.71073,201,256,0.65507,0.76638
1990,First Stage of Tertiary Education,male,Important,0.20481,55,256,0.15527,0.25434
1990,First Stage of Tertiary Education,female,Very important,0.66888,161,203,0.60398,0.73378
1990,First Stage of Tertiary Education,female,Important,0.20649,42,203,0.15066,0.26231
1990,Second Stage of Tertiary Education,male,Very important,0.69911,315,414,0.65487,0.74334
1990,Second Stage of Tertiary Education,male,Important,0.23392,99,414,0.19309,0.27475
1990,Second Stage of Tertiary Education,female,Very important,0.63482,148,200,0.56792,0.70172
1990,Second Stage of Tertiary Education,female,Important,0.26951,52,200,0.20786,0.33115
1992,No answer / don't know,male,Very important,0.58638,32,32,0.41301,0.75975
1992,No answer / don't know,female,Very important,0.61190,37,37,0.45271,0.77109
1992,Pre-primary Level,female,Very important,0.58013,43,43,0.43086,0.72939
1992,Lower Secondary Level,male,Very important,0.57491,298,501,0.53158,0.61824
1992,Lower Secondary Level,male,Important,0.30695,160,501,0.26652,0.34738
1992,Lower Secondary Level,male,Less important,0.07830,43,501,0.05475,0.10185
1992,Lower Secondary Level,female,Very important,0.55660,848,1393,0.53050,0.58270
1992,Lower Secondary Level,female,Important,0.27379,363,1393,0.25037,0.29722
1992,Lower Secondary Level,female,Less important,0.05269,57,1393,0.04095,0.06442
1992,Lower Secondary Level,female,Unimportant,0.11692,125,1393,0.10004,0.13380
1992,Upper Secondary Level,male,Very important,0.67186,2129,2993,0.65503,0.68868
1992,Upper Secondary Level,male,Important,0.26339,713,2993,0.24761,0.27917
