syear,age_gr,regtyp,plh0109,proportion,n,lower_confidence,upper_confidence
1990,30-45 J.,Urban regions,1.0,0.17185058940491407,13886,0.16557582603736976,0.1781253527724584
1990,46-65 J.,Urban regions,1.0,0.15551768214742223,13886,0.1494899678606843,0.16154539643416016
1990,17-29 J.,Urban regions,1.0,0.1347819911944326,13886,0.12910201912503547,0.14046196326382973
1990,46-65 J.,Urban regions,2.0,0.06561567959096719,13886,0.06149722693806852,0.06973413224386586
1990,66 und älter,Urban regions,1.0,0.0534015054679733,13886,0.04966188829114648,0.05714112264480012
1990,46-65 J.,Rural regions,1.0,0.04928277233347536,13886,0.04568245535951671,0.05288308930743401
1990,30-45 J.,Urban regions,2.0,0.04914074705297543,13886,0.045545353075228924,0.05273614103072193
1990,17-29 J.,Urban regions,2.0,0.04701036784547649,13886,0.043489834975318734,0.05053090071563425
1990,17-29 J.,Rural regions,1.0,0.04530606447947735,13886,0.041846847992472236,0.04876528096648246
1990,30-45 J.,Rural regions,1.0,0.04516403919897742,13886,0.04170999204482391,0.04861808635313093
1990,66 und älter,Urban regions,2.0,0.0284050560999858,13886,0.025641883971433847,0.03116822822853775
1990,46-65 J.,Rural regions,2.0,0.018321261184490838,13886,0.01609061922897887,0.020551903140002804
1990,66 und älter,Rural regions,1.0,0.017611134781991195,13886,0.01542335866509313,0.01979891089888926
1990,17-29 J.,Rural regions,2.0,0.016332907257491834,13886,0.014224651425560364,0.018441163089423306
1990,30-45 J.,Rural regions,2.0,0.015764806135492117,13886,0.013692942092771174,0.01783667017821306
1990,66 und älter,Urban regions,4.0,0.01533873029399233,13886,0.013294613885407616,0.017382846702577046
1990,17-29 J.,Urban regions,3.0,0.01121999715949439,13886,0.009468079454338457,0.012971914864650325
1990,66 und älter,Rural regions,2.0,0.009515693793495242,13886,0.007900920643576281,0.011130466943414203
1990,66 und älter,Urban regions,3.0,0.007527339866496236,13886,0.0060897085337136185,0.008964971199278852
1990,46-65 J.,Urban regions,3.0,0.006533162902996733,13886,0.005193159436572596,0.00787316636942087
1990,46-65 J.,Urban regions,4.0,0.005823036500497088,13886,0.004557501691913598,0.007088571309080579
1990,66 und älter,Rural regions,4.0,0.005681011219997159,13886,0.004430915751001391,0.006931106688992927
1990,30-45 J.,Urban regions,3.0,0.0051129100979974435,13886,0.0039266266610290985,0.0062991935349657885
1990,17-29 J.,Rural regions,3.0,0.003550632012498225,13886,0.002561286607372637,0.004539977417623813
1990,17-29 J.,Urban regions,4.0,0.0034086067319982955,13886,0.0024391810838362516,0.004378032380160339
1990,66 und älter,Rural regions,3.0,0.0025564550489987218,13886,0.001716548953043739,0.0033963611449537045
1990,46-65 J.,Rural regions,3.0,0.002414429768498793,13886,0.001598129651556274,0.0032307298854413117
1990,30-45 J.,Urban regions,4.0,0.002414429768498793,13886,0.001598129651556274,0.0032307298854413117
1990,30-45 J.,Rural regions,3.0,0.0021303792074989347,13886,0.0013634896064205417,0.0028972688085773276
1990,46-65 J.,Rural regions,4.0,0.0018463286464990769,13886,0.0011322916752819138,0.00256036561771624
1990,17-29 J.,Rural regions,4.0,0.0009941769634995029,13886,0.00046999346076465835,0.0015183604662343474
1990,30-45 J.,Rural regions,4.0,0.00042607584149978694,13886,8.281962976582682e-05,0.000769332053233747
1992,30-45 J.,Urban regions,1.0,0.15680445889456573,13316,0.15062838429916792,0.16298053348996355
1992,46-65 J.,Urban regions,1.0,0.12819321876451464,13316,0.12251500385601856,0.13387143367301071
