year,migback,sampreg,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,West,Very important,0.63190,4396,6554,0.62022,0.64358
1990,No migration background,West,Important,0.26791,1657,6554,0.25719,0.27863
1990,No migration background,West,Less important,0.05016,267,6554,0.04487,0.05544
1990,No migration background,West,Unimportant,0.05003,234,6554,0.04475,0.05531
1990,Direct migration background,West,Very important,0.67506,309,399,0.62905,0.72107
1990,Direct migration background,West,Important,0.21151,90,399,0.17139,0.25163
1990,Indirect migration background,West,Very important,0.55626,33,33,0.38412,0.72840
1992,No migration background,West,Very important,0.65447,4504,6460,0.64287,0.66607
1992,No migration background,West,Important,0.25081,1510,6460,0.24024,0.26138
1992,No migration background,West,Less important,0.04286,219,6460,0.03792,0.04780
1992,No migration background,West,Unimportant,0.05186,227,6460,0.04645,0.05726
1992,No migration background,East,Very important,0.69480,2781,3770,0.68009,0.70950
1992,No migration background,East,Important,0.19854,706,3770,0.18581,0.21128
1992,No migration background,East,Less important,0.04373,138,3770,0.03721,0.05026
1992,No migration background,East,Unimportant,0.06293,145,3770,0.05518,0.07068
1992,Direct migration background,West,Very important,0.70583,315,403,0.66129,0.75038
1992,Direct migration background,West,Important,0.21524,88,403,0.17507,0.25542
1992,Direct migration background,East,Very important,0.63977,98,129,0.55660,0.72294
1992,Direct migration background,East,Important,0.21517,31,129,0.14398,0.28636
1992,Indirect migration background,West,Very important,0.65754,43,43,0.51403,0.80106
1995,No migration background,West,Very important,0.66608,4514,6373,0.65450,0.67766
1995,No migration background,West,Important,0.24214,1442,6373,0.23162,0.25266
1995,No migration background,West,Less important,0.04797,230,6373,0.04272,0.05321
1995,No migration background,West,Unimportant,0.04381,187,6373,0.03879,0.04884
1995,No migration background,East,Very important,0.68935,2512,3485,0.67398,0.70471
1995,No migration background,East,Important,0.21323,731,3485,0.19963,0.22683
1995,No migration background,East,Less important,0.04460,126,3485,0.03775,0.05146
1995,No migration background,East,Unimportant,0.05282,116,3485,0.04539,0.06025
1995,Direct migration background,West,Very important,0.70237,708,952,0.67331,0.73143
1995,Direct migration background,West,Important,0.21668,211,952,0.19050,0.24287
1995,Direct migration background,West,Less important,0.03411,33,952,0.02258,0.04565
1995,Direct migration background,East,Very important,0.61612,90,124,0.53017,0.70206
1995,Direct migration background,East,Important,0.24935,34,124,0.17289,0.32581
1995,Indirect migration background,West,Very important,0.65402,80,80,0.54913,0.75892
2004,No migration background,West,Very important,0.63285,8760,12987,0.62456,0.64114
2004,No migration background,West,Important,0.27521,3391,12987,0.26753,0.28290
2004,No migration background,West,Less important,0.05428,542,12987,0.05038,0.05818
2004,No migration background,West,Unimportant,0.03766,294,12987,0.03438,0.04093
2004,No migration background,East,Very important,0.60432,3260,5045,0.59082,0.61781
2004,No migration background,East,Important,0.29814,1411,5045,0.28551,0.31076
2004,No migration background,East,Less important,0.05618,238,5045,0.04982,0.06253
2004,No migration background,East,Unimportant,0.04137,136,5045,0.03587,0.04686
2004,Direct migration background,West,Very important,0.64720,1615,2412,0.62812,0.66627
2004,Direct migration background,West,Important,0.28188,659,2412,0.26392,0.29984
2004,Direct migration background,West,Less important,0.04410,90,2412,0.03591,0.05230
2004,Direct migration background,West,Unimportant,0.02682,48,2412,0.02037,0.03327
2004,Direct migration background,East,Very important,0.62501,64,64,0.50546,0.74455
