year,bula_h,migback,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,No migration background,Very important,0.68223,175,228,0.62166,0.74280
1990,Schleswig-Holstein,No migration background,Important,0.21727,53,228,0.16362,0.27091
1990,Hamburg,No migration background,Very important,0.59486,75,75,0.48300,0.70671
1990,Lower Saxony,No migration background,Very important,0.64304,538,773,0.60924,0.67684
1990,Lower Saxony,No migration background,Important,0.26621,197,773,0.23504,0.29739
1990,Lower Saxony,No migration background,Unimportant,0.06319,38,773,0.04602,0.08035
1990,Bremen,No migration background,Very important,0.65132,59,59,0.52867,0.77396
1990,North Rhine-Westphalia,No migration background,Very important,0.67179,1257,1793,0.65005,0.69353
1990,North Rhine-Westphalia,No migration background,Important,0.24871,427,1793,0.22869,0.26872
1990,North Rhine-Westphalia,No migration background,Less important,0.03979,61,1793,0.03074,0.04884
1990,North Rhine-Westphalia,No migration background,Unimportant,0.03972,48,1793,0.03068,0.04876
1990,North Rhine-Westphalia,Direct migration background,Very important,0.65622,69,69,0.54333,0.76911
1990,Hesse,No migration background,Very important,0.60228,384,573,0.56217,0.64238
1990,Hesse,No migration background,Important,0.27614,155,573,0.23950,0.31278
1990,Hesse,No migration background,Less important,0.06765,34,573,0.04707,0.08823
1990,Hesse,Direct migration background,Very important,0.69879,41,41,0.55661,0.84097
1990,"Rhineland-Palatinate, Saarland",No migration background,Very important,0.60126,347,493,0.55799,0.64453
1990,"Rhineland-Palatinate, Saarland",No migration background,Important,0.30115,146,493,0.26061,0.34169
1990,Baden-Wuerttemberg,No migration background,Very important,0.64792,692,1010,0.61845,0.67739
1990,Baden-Wuerttemberg,No migration background,Important,0.26060,247,1010,0.23352,0.28769
1990,Baden-Wuerttemberg,No migration background,Less important,0.04348,38,1010,0.03090,0.05607
1990,Baden-Wuerttemberg,No migration background,Unimportant,0.04799,33,1010,0.03480,0.06118
1990,Baden-Wuerttemberg,Direct migration background,Very important,0.68348,85,85,0.58401,0.78295
1990,Bavaria,No migration background,Very important,0.58957,742,1171,0.56138,0.61776
1990,Bavaria,No migration background,Important,0.29777,326,1171,0.27157,0.32398
1990,Bavaria,No migration background,Less important,0.06194,62,1171,0.04813,0.07575
1990,Bavaria,No migration background,Unimportant,0.05072,41,1171,0.03815,0.06329
1990,Bavaria,Direct migration background,Very important,0.63484,48,48,0.49719,0.77249
1990,Berlin,No migration background,Very important,0.51767,127,192,0.44680,0.58854
1990,Berlin,No migration background,Important,0.34672,65,192,0.27923,0.41422
1992,Schleswig-Holstein,No migration background,Very important,0.70113,167,219,0.64037,0.76190
1992,Schleswig-Holstein,No migration background,Important,0.23131,52,219,0.17533,0.28729
1992,Hamburg,No migration background,Very important,0.66309,76,76,0.55611,0.77006
1992,Lower Saxony,No migration background,Very important,0.69160,576,765,0.65886,0.72435
1992,Lower Saxony,No migration background,Important,0.21512,157,765,0.18598,0.24426
1992,Lower Saxony,No migration background,Unimportant,0.05952,32,765,0.04274,0.07629
1992,Bremen,No migration background,Very important,0.61176,55,55,0.48177,0.74175
1992,North Rhine-Westphalia,No migration background,Very important,0.66869,1260,1761,0.64670,0.69068
1992,North Rhine-Westphalia,No migration background,Important,0.25261,400,1761,0.23231,0.27291
1992,North Rhine-Westphalia,No migration background,Less important,0.03884,54,1761,0.02981,0.04786
1992,North Rhine-Westphalia,No migration background,Unimportant,0.03986,47,1761,0.03072,0.04900
1992,North Rhine-Westphalia,Direct migration background,Very important,0.73380,71,71,0.63027,0.83734
1992,Hesse,No migration background,Very important,0.64129,390,544,0.60094,0.68163
1992,Hesse,No migration background,Important,0.27079,154,544,0.23341,0.30816
1992,Hesse,Direct migration background,Very important,0.66780,40,40,0.51997,0.81562
1992,"Rhineland-Palatinate, Saarland",No migration background,Very important,0.59195,329,486,0.54820,0.63569
1992,"Rhineland-Palatinate, Saarland",No migration background,Important,0.32134,157,486,0.27978,0.36291
1992,Baden-Wuerttemberg,No migration background,Very important,0.65070,675,948,0.62033,0.68106
1992,Baden-Wuerttemberg,No migration background,Important,0.25734,236,948,0.22949,0.28518
1992,Baden-Wuerttemberg,No migration background,Less important,0.05051,37,948,0.03656,0.06446
1992,Baden-Wuerttemberg,Direct migration background,Very important,0.71070,84,84,0.61315,0.80825
1992,Bavaria,No migration background,Very important,0.64826,844,1208,0.62133,0.67520
1992,Bavaria,No migration background,Important,0.23475,264,1208,0.21084,0.25866
1992,Bavaria,No migration background,Less important,0.05478,47,1208,0.04195,0.06762
1992,Bavaria,No migration background,Unimportant,0.06220,53,1208,0.04858,0.07583
1992,Bavaria,Direct migration background,Very important,0.75686,61,61,0.64831,0.86540
1992,Berlin,No migration background,Very important,0.63685,331,438,0.59176,0.68194
1992,Berlin,No migration background,Important,0.27305,107,438,0.23128,0.31482
1992,Brandenburg,No migration background,Very important,0.66918,455,580,0.63085,0.70750
1992,Brandenburg,No migration background,Important,0.21680,125,580,0.18324,0.25037
1992,Mecklenburg-Western Pomerania,No migration background,Very important,0.70040,297,373,0.65385,0.74695
1992,Mecklenburg-Western Pomerania,No migration background,Important,0.21570,76,373,0.17390,0.25749
1992,Saxony,No migration background,Very important,0.70147,818,1103,0.67445,0.72849
1992,Saxony,No migration background,Important,0.17555,193,1103,0.15309,0.19802
1992,Saxony,No migration background,Less important,0.04210,39,1103,0.03024,0.05395
1992,Saxony,No migration background,Unimportant,0.08088,53,1103,0.06479,0.09698
1992,Saxony,Direct migration background,Very important,0.71827,31,31,0.55729,0.87924
1992,Saxony-Anhalt,No migration background,Very important,0.68875,526,675,0.65380,0.72371
1992,Saxony-Anhalt,No migration background,Important,0.21010,149,675,0.17935,0.24086
1992,Thuringa,No migration background,Very important,0.70628,486,597,0.66972,0.74285
1992,Thuringa,No migration background,Important,0.17664,111,597,0.14603,0.20726
1995,Schleswig-Holstein,No migration background,Very important,0.69183,178,228,0.63176,0.75190
1995,Schleswig-Holstein,No migration background,Important,0.23132,50,228,0.17646,0.28617
1995,Hamburg,No migration background,Very important,0.64343,63,63,0.52420,0.76266
1995,Lower Saxony,No migration background,Very important,0.68283,575,736,0.64918,0.71647
1995,Lower Saxony,No migration background,Important,0.23787,161,736,0.20709,0.26866
1995,Lower Saxony,Direct migration background,Very important,0.68450,84,84,0.58452,0.78448
1995,Bremen,No migration background,Very important,0.54692,47,47,0.40306,0.69078
