year,quintil_oecd,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Very important,0.54864,659,1088,0.51906,0.57822
1990,1st Quintile,Important,0.28675,292,1088,0.25987,0.31364
1990,1st Quintile,Less important,0.05849,52,1088,0.04454,0.07244
1990,1st Quintile,Unimportant,0.10612,85,1088,0.08781,0.12443
1990,2nd Quintile,Very important,0.62081,882,1331,0.59474,0.64689
1990,2nd Quintile,Important,0.27367,344,1331,0.24971,0.29763
1990,2nd Quintile,Less important,0.05091,58,1331,0.03910,0.06273
1990,2nd Quintile,Unimportant,0.05460,47,1331,0.04239,0.06682
1990,3rd Quintile,Very important,0.64785,952,1387,0.62271,0.67300
1990,3rd Quintile,Important,0.25936,337,1387,0.23629,0.28244
1990,3rd Quintile,Less important,0.05131,57,1387,0.03970,0.06293
1990,3rd Quintile,Unimportant,0.04147,41,1387,0.03097,0.05197
1990,4th Quintile,Very important,0.65101,1073,1570,0.62743,0.67460
1990,4th Quintile,Important,0.26749,398,1570,0.24559,0.28939
1990,4th Quintile,Less important,0.04681,60,1570,0.03635,0.05726
1990,4th Quintile,Unimportant,0.03470,39,1570,0.02564,0.04375
1990,5th Quintile,Very important,0.68297,1172,1662,0.66059,0.70535
1990,5th Quintile,Important,0.24273,388,1662,0.22211,0.26334
1990,5th Quintile,Less important,0.04682,61,1662,0.03666,0.05698
1990,5th Quintile,Unimportant,0.02749,41,1662,0.01962,0.03535
1992,1st Quintile,Very important,0.57951,1455,2233,0.55903,0.59999
1992,1st Quintile,Important,0.25293,505,2233,0.23489,0.27096
1992,1st Quintile,Less important,0.05390,107,2233,0.04453,0.06327
1992,1st Quintile,Unimportant,0.11367,166,2233,0.10050,0.12684
1992,2nd Quintile,Very important,0.68145,1673,2271,0.66228,0.70061
1992,2nd Quintile,Important,0.21507,441,2271,0.19817,0.23198
1992,2nd Quintile,Less important,0.04614,82,2271,0.03751,0.05477
1992,2nd Quintile,Unimportant,0.05734,75,2271,0.04778,0.06691
1992,3rd Quintile,Very important,0.66662,1508,2092,0.64641,0.68682
1992,3rd Quintile,Important,0.24484,455,2092,0.22641,0.26327
1992,3rd Quintile,Less important,0.04021,69,2092,0.03179,0.04863
1992,3rd Quintile,Unimportant,0.04833,60,2092,0.03913,0.05752
1992,4th Quintile,Very important,0.68381,1516,2092,0.66388,0.70375
1992,4th Quintile,Important,0.24023,450,2092,0.22192,0.25854
1992,4th Quintile,Less important,0.04037,66,2092,0.03194,0.04881
1992,4th Quintile,Unimportant,0.03558,60,2092,0.02764,0.04352
1992,5th Quintile,Very important,0.70306,1594,2191,0.68393,0.72220
1992,5th Quintile,Important,0.23763,506,2191,0.21980,0.25546
1992,5th Quintile,Less important,0.03441,56,2191,0.02678,0.04204
1992,5th Quintile,Unimportant,0.02490,35,2191,0.01837,0.03142
1995,1st Quintile,Very important,0.59360,1213,1862,0.57129,0.61592
1995,1st Quintile,Important,0.26735,463,1862,0.24724,0.28746
1995,1st Quintile,Less important,0.06025,90,1862,0.04944,0.07106
1995,1st Quintile,Unimportant,0.07880,96,1862,0.06656,0.09104
1995,2nd Quintile,Very important,0.66946,1625,2277,0.65013,0.68879
1995,2nd Quintile,Important,0.21813,484,2277,0.20116,0.23510
1995,2nd Quintile,Less important,0.04736,80,2277,0.03863,0.05608
1995,2nd Quintile,Unimportant,0.06505,88,2277,0.05492,0.07518
1995,3rd Quintile,Very important,0.69087,1702,2323,0.67207,0.70967
1995,3rd Quintile,Important,0.22923,492,2323,0.21214,0.24633
1995,3rd Quintile,Less important,0.03641,65,2323,0.02880,0.04403
1995,3rd Quintile,Unimportant,0.04348,64,2323,0.03518,0.05177
1995,4th Quintile,Very important,0.68159,1698,2365,0.66281,0.70037
1995,4th Quintile,Important,0.24759,527,2365,0.23019,0.26499
1995,4th Quintile,Less important,0.04253,85,2365,0.03439,0.05066
1995,4th Quintile,Unimportant,0.02829,55,2365,0.02160,0.03497
1995,5th Quintile,Very important,0.71299,1675,2279,0.69441,0.73156
1995,5th Quintile,Important,0.21298,480,2279,0.19617,0.22979
1995,5th Quintile,Less important,0.05029,88,2279,0.04131,0.05926
1995,5th Quintile,Unimportant,0.02374,36,2279,0.01749,0.03000
2004,1st Quintile,Very important,0.53176,1837,3201,0.51447,0.54905
2004,1st Quintile,Important,0.32686,991,3201,0.31061,0.34312
2004,1st Quintile,Less important,0.07659,220,3201,0.06737,0.08580
2004,1st Quintile,Unimportant,0.06479,153,3201,0.05626,0.07331
2004,2nd Quintile,Very important,0.63071,2462,3721,0.61520,0.64622
2004,2nd Quintile,Important,0.27945,986,3721,0.26503,0.29387
2004,2nd Quintile,Less important,0.05107,166,3721,0.04400,0.05815
2004,2nd Quintile,Unimportant,0.03876,107,3721,0.03256,0.04496
2004,3rd Quintile,Very important,0.63644,2667,3967,0.62147,0.65141
2004,3rd Quintile,Important,0.27468,1035,3967,0.26079,0.28857
2004,3rd Quintile,Less important,0.05592,171,3967,0.04877,0.06307
2004,3rd Quintile,Unimportant,0.03295,94,3967,0.02740,0.03851
2004,4th Quintile,Very important,0.66402,2947,4298,0.64990,0.67814
2004,4th Quintile,Important,0.27045,1128,4298,0.25717,0.28373
2004,4th Quintile,Less important,0.03978,152,4298,0.03394,0.04562
2004,4th Quintile,Unimportant,0.02575,71,4298,0.02102,0.03049
2004,5th Quintile,Very important,0.66746,4287,6142,0.65568,0.67924
2004,5th Quintile,Important,0.26050,1561,6142,0.24952,0.27148
2004,5th Quintile,Less important,0.04976,222,6142,0.04432,0.05520
2004,5th Quintile,Unimportant,0.02228,72,6142,0.01859,0.02597
2008,1st Quintile,Very important,0.52091,1610,2919,0.50278,0.53904
2008,1st Quintile,Important,0.33009,964,2919,0.31303,0.34715
2008,1st Quintile,Less important,0.08787,207,2919,0.07759,0.09814
2008,1st Quintile,Unimportant,0.06113,138,2919,0.05244,0.06982
2008,2nd Quintile,Very important,0.60492,2104,3335,0.58832,0.62151
2008,2nd Quintile,Important,0.29425,968,3335,0.27878,0.30972
2008,2nd Quintile,Less important,0.05782,160,3335,0.04990,0.06575
2008,2nd Quintile,Unimportant,0.04302,103,3335,0.03613,0.04990
2008,3rd Quintile,Very important,0.62756,2478,3779,0.61214,0.64297
2008,3rd Quintile,Important,0.28578,1058,3779,0.27137,0.30018
2008,3rd Quintile,Less important,0.05850,166,3779,0.05102,0.06599
2008,3rd Quintile,Unimportant,0.02816,77,3779,0.02289,0.03344
2008,4th Quintile,Very important,0.63664,2541,3840,0.62142,0.65185
2008,4th Quintile,Important,0.28578,1062,3840,0.27149,0.30007
2008,4th Quintile,Less important,0.05172,165,3840,0.04472,0.05873
2008,4th Quintile,Unimportant,0.02586,72,3840,0.02084,0.03088
2008,5th Quintile,Very important,0.66250,3657,5228,0.64968,0.67532
2008,5th Quintile,Important,0.26449,1324,5228,0.25253,0.27644
2008,5th Quintile,Less important,0.05296,180,5228,0.04689,0.05903
2008,5th Quintile,Unimportant,0.02005,67,5228,0.01625,0.02385
2012,1st Quintile,Very important,0.48860,2984,5244,0.47507,0.50213
2012,1st Quintile,Important,0.35626,1665,5244,0.34330,0.36923
2012,1st Quintile,Less important,0.09794,384,5244,0.08989,0.10598
2012,1st Quintile,Unimportant,0.05720,211,5244,0.05091,0.06349
2012,2nd Quintile,Very important,0.58156,3106,4882,0.56772,0.59540
2012,2nd Quintile,Important,0.31960,1417,4882,0.30652,0.33268
2012,2nd Quintile,Less important,0.05567,215,4882,0.04924,0.06210
2012,2nd Quintile,Unimportant,0.04317,144,4882,0.03747,0.04887
2012,3rd Quintile,Very important,0.62614,3141,4787,0.61243,0.63984
2012,3rd Quintile,Important,0.29829,1357,4787,0.28533,0.31125
2012,3rd Quintile,Less important,0.04536,176,4787,0.03947,0.05126
2012,3rd Quintile,Unimportant,0.03021,113,4787,0.02536,0.03506
2012,4th Quintile,Very important,0.62772,3141,4763,0.61399,0.64145
2012,4th Quintile,Important,0.29081,1340,4763,0.27791,0.30371
2012,4th Quintile,Less important,0.05718,202,4763,0.05058,0.06377
2012,4th Quintile,Unimportant,0.02430,80,4763,0.01992,0.02867
2012,5th Quintile,Very important,0.67449,3652,5224,0.66178,0.68720
2012,5th Quintile,Important,0.26804,1369,5224,0.25603,0.28005
2012,5th Quintile,Less important,0.03955,145,5224,0.03426,0.04483
2012,5th Quintile,Unimportant,0.01792,58,5224,0.01432,0.02152
2016,1st Quintile,Very important,0.50579,2882,4993,0.49192,0.51966
2016,1st Quintile,Important,0.32986,1519,4993,0.31682,0.34290
2016,1st Quintile,Less important,0.10396,370,4993,0.09550,0.11243
2016,1st Quintile,Unimportant,0.06039,222,4993,0.05379,0.06700
2016,2nd Quintile,Very important,0.57768,3133,5021,0.56402,0.59135
2016,2nd Quintile,Important,0.30251,1451,5021,0.28980,0.31522
2016,2nd Quintile,Less important,0.08003,277,5021,0.07252,0.08753
2016,2nd Quintile,Unimportant,0.03978,160,5021,0.03438,0.04519
2016,3rd Quintile,Very important,0.58947,2931,4568,0.57520,0.60373
2016,3rd Quintile,Important,0.30944,1317,4568,0.29603,0.32285
2016,3rd Quintile,Less important,0.06627,210,4568,0.05905,0.07348
2016,3rd Quintile,Unimportant,0.03482,110,4568,0.02951,0.04014
2016,4th Quintile,Very important,0.64828,3069,4607,0.63449,0.66207
2016,4th Quintile,Important,0.27389,1278,4607,0.26101,0.28677
2016,4th Quintile,Less important,0.05130,181,4607,0.04493,0.05767
2016,4th Quintile,Unimportant,0.02653,79,4607,0.02189,0.03117
2016,5th Quintile,Very important,0.67145,3399,4833,0.65820,0.68469
2016,5th Quintile,Important,0.26137,1224,4833,0.24898,0.27376
2016,5th Quintile,Less important,0.04889,156,4833,0.04281,0.05497
2016,5th Quintile,Unimportant,0.01830,54,4833,0.01452,0.02207
2021,1st Quintile,Very important,0.52647,1689,3168,0.50908,0.54386
2021,1st Quintile,Important,0.29537,976,3168,0.27948,0.31126
2021,1st Quintile,Less important,0.10128,314,3168,0.09077,0.11178
2021,1st Quintile,Unimportant,0.07688,189,3168,0.06760,0.08616
2021,2nd Quintile,Very important,0.55133,1937,3285,0.53432,0.56834
2021,2nd Quintile,Important,0.32074,994,3285,0.30477,0.33670
2021,2nd Quintile,Less important,0.08343,232,3285,0.07397,0.09289
2021,2nd Quintile,Unimportant,0.04450,122,3285,0.03745,0.05156
2021,3rd Quintile,Very important,0.59446,1857,3054,0.57704,0.61187
2021,3rd Quintile,Important,0.31136,934,3054,0.29493,0.32778
