year,age_gr,sex,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,male,Very important,0.58045,563,915,0.54845,0.61244
1990,17-29 y.,male,Important,0.31895,280,915,0.28873,0.34916
1990,17-29 y.,male,Less important,0.08216,72,915,0.06436,0.09997
1990,17-29 y.,female,Very important,0.75068,705,903,0.72244,0.77891
1990,17-29 y.,female,Important,0.20052,166,903,0.17439,0.22665
1990,17-29 y.,female,Less important,0.03371,32,903,0.02193,0.04548
1990,30-45 y.,male,Very important,0.69280,733,1001,0.66421,0.72140
1990,30-45 y.,male,Important,0.24371,232,1001,0.21710,0.27032
1990,30-45 y.,male,Less important,0.04791,36,1001,0.03468,0.06115
1990,30-45 y.,female,Very important,0.73643,795,1020,0.70938,0.76348
1990,30-45 y.,female,Important,0.23961,225,1020,0.21340,0.26582
1990,46-65 y.,male,Very important,0.65365,709,1006,0.62423,0.68307
1990,46-65 y.,male,Important,0.28683,297,1006,0.25887,0.31479
1990,46-65 y.,female,Very important,0.63830,733,1104,0.60994,0.66666
1990,46-65 y.,female,Important,0.27318,294,1104,0.24688,0.29948
1990,46-65 y.,female,Less important,0.04107,37,1104,0.02936,0.05278
1990,46-65 y.,female,Unimportant,0.04745,40,1104,0.03490,0.06000
1990,66 and older,male,Very important,0.63055,261,358,0.58048,0.68062
1990,66 and older,male,Important,0.25396,97,358,0.20880,0.29911
1990,66 and older,female,Very important,0.35940,239,586,0.32052,0.39828
1990,66 and older,female,Important,0.28943,170,586,0.25268,0.32618
1990,66 and older,female,Less important,0.10560,53,586,0.08070,0.13051
1990,66 and older,female,Unimportant,0.24557,124,586,0.21069,0.28045
1992,17-29 y.,male,Very important,0.57184,782,1322,0.54515,0.59852
1992,17-29 y.,male,Important,0.31662,394,1322,0.29154,0.34171
1992,17-29 y.,male,Less important,0.08264,109,1322,0.06779,0.09749
1992,17-29 y.,male,Unimportant,0.02890,37,1322,0.01986,0.03793
1992,17-29 y.,female,Very important,0.77955,1082,1347,0.75740,0.80169
1992,17-29 y.,female,Important,0.17670,224,1347,0.15632,0.19707
1992,17-29 y.,female,Less important,0.02949,41,1347,0.02045,0.03853
1992,30-45 y.,male,Very important,0.73368,1356,1736,0.71288,0.75448
1992,30-45 y.,male,Important,0.21578,340,1736,0.19642,0.23513
1992,30-45 y.,male,Less important,0.03562,40,1736,0.02690,0.04434
1992,30-45 y.,female,Very important,0.77276,1477,1829,0.75355,0.79197
1992,30-45 y.,female,Important,0.18539,308,1829,0.16758,0.20321
1992,30-45 y.,female,Less important,0.03124,44,1829,0.02327,0.03922
1992,46-65 y.,male,Very important,0.70214,1180,1546,0.67934,0.72494
1992,46-65 y.,male,Important,0.24898,366,1546,0.22742,0.27054
1992,46-65 y.,female,Very important,0.66792,1151,1645,0.64515,0.69069
1992,46-65 y.,female,Important,0.24504,378,1645,0.22425,0.26583
1992,46-65 y.,female,Less important,0.03865,52,1645,0.02933,0.04797
1992,46-65 y.,female,Unimportant,0.04840,64,1645,0.03802,0.05877
1992,66 and older,male,Very important,0.64386,354,484,0.60115,0.68656
1992,66 and older,male,Important,0.26778,130,484,0.22829,0.30728
1992,66 and older,female,Very important,0.39339,364,835,0.36024,0.42655
1992,66 and older,female,Important,0.27075,218,835,0.24059,0.30091
1992,66 and older,female,Less important,0.07632,58,835,0.05830,0.09434
1992,66 and older,female,Unimportant,0.25954,195,835,0.22978,0.28929
1995,17-29 y.,male,Very important,0.57829,748,1261,0.55102,0.60555
1995,17-29 y.,male,Important,0.31390,378,1261,0.28827,0.33952
1995,17-29 y.,male,Less important,0.08049,101,1261,0.06547,0.09552
1995,17-29 y.,male,Unimportant,0.02732,34,1261,0.01832,0.03633
1995,17-29 y.,female,Very important,0.77751,1043,1320,0.75507,0.79996
1995,17-29 y.,female,Important,0.17715,233,1320,0.15655,0.19775
1995,17-29 y.,female,Less important,0.03908,44,1320,0.02863,0.04954
1995,30-45 y.,male,Very important,0.71204,1404,1863,0.69147,0.73260
1995,30-45 y.,male,Important,0.23825,403,1863,0.21890,0.25760
