year,age_gr,migback,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Very important,0.66049,1188,1712,0.63805,0.68293
1990,17-29 y.,No migration background,Important,0.26364,425,1712,0.24276,0.28452
1990,17-29 y.,No migration background,Less important,0.05918,99,1712,0.04800,0.07036
1990,17-29 y.,Direct migration background,Very important,0.75889,64,64,0.65326,0.86452
1990,30-45 y.,No migration background,Very important,0.71154,1425,1902,0.69117,0.73190
1990,30-45 y.,No migration background,Important,0.24410,431,1902,0.22479,0.26341
1990,30-45 y.,No migration background,Less important,0.03246,46,1902,0.02449,0.04042
1990,30-45 y.,Direct migration background,Very important,0.74887,91,91,0.65927,0.83846
1990,46-65 y.,No migration background,Very important,0.64338,1316,1971,0.62223,0.66453
1990,46-65 y.,No migration background,Important,0.28494,551,1971,0.26501,0.30487
1990,46-65 y.,No migration background,Less important,0.03958,57,1971,0.03097,0.04819
1990,46-65 y.,No migration background,Unimportant,0.03210,47,1971,0.02431,0.03988
1990,46-65 y.,Direct migration background,Very important,0.67300,121,160,0.60008,0.74592
1990,46-65 y.,Direct migration background,Important,0.22305,39,160,0.15835,0.28776
1990,66 and older,No migration background,Very important,0.45823,467,922,0.42605,0.49041
1990,66 and older,No migration background,Important,0.27880,250,922,0.24984,0.30776
1990,66 and older,No migration background,Less important,0.08300,65,922,0.06518,0.10082
1990,66 and older,No migration background,Unimportant,0.17997,140,922,0.15516,0.20478
1990,66 and older,Direct migration background,Very important,0.49433,33,33,0.32110,0.66756
1992,17-29 y.,No migration background,Very important,0.67400,1777,2551,0.65580,0.69219
1992,17-29 y.,No migration background,Important,0.24559,581,2551,0.22889,0.26230
1992,17-29 y.,No migration background,Less important,0.05756,142,2551,0.04852,0.06660
1992,17-29 y.,No migration background,Unimportant,0.02285,51,2551,0.01705,0.02865
1992,17-29 y.,Direct migration background,Very important,0.64940,55,55,0.52213,0.77667
1992,17-29 y.,Indirect migration background,Very important,0.63607,32,32,0.46670,0.80544
1992,30-45 y.,No migration background,Very important,0.75378,2704,3433,0.73936,0.76819
1992,30-45 y.,No migration background,Important,0.20032,615,3433,0.18693,0.21371
1992,30-45 y.,No migration background,Less important,0.03358,79,3433,0.02755,0.03961
1992,30-45 y.,No migration background,Unimportant,0.01233,35,3433,0.00864,0.01602
1992,30-45 y.,Direct migration background,Very important,0.74772,118,118,0.66902,0.82642
1992,46-65 y.,No migration background,Very important,0.67792,2142,2987,0.66116,0.69468
1992,46-65 y.,No migration background,Important,0.25375,699,2987,0.23814,0.26936
1992,46-65 y.,No migration background,Less important,0.03209,68,2987,0.02577,0.03841
1992,46-65 y.,No migration background,Unimportant,0.03624,78,2987,0.02954,0.04294
1992,46-65 y.,Direct migration background,Very important,0.75610,184,229,0.70035,0.81184
1992,46-65 y.,Direct migration background,Important,0.17434,45,229,0.12509,0.22359
1992,66 and older,No migration background,Very important,0.48212,662,1259,0.45451,0.50973
1992,66 and older,No migration background,Important,0.26914,321,1259,0.24463,0.29365
1992,66 and older,No migration background,Less important,0.05927,68,1259,0.04622,0.07232
1992,66 and older,No migration background,Unimportant,0.18947,208,1259,0.16782,0.21113
1992,66 and older,Direct migration background,Very important,0.54119,56,56,0.40950,0.67289
1995,17-29 y.,No migration background,Very important,0.67795,1580,2267,0.65871,0.69719
1995,17-29 y.,No migration background,Important,0.24421,523,2267,0.22652,0.26190
1995,17-29 y.,No migration background,Less important,0.05941,124,2267,0.04968,0.06914
1995,17-29 y.,No migration background,Unimportant,0.01843,40,2267,0.01289,0.02396
1995,17-29 y.,Direct migration background,Very important,0.66684,150,213,0.60339,0.73029
1995,17-29 y.,Direct migration background,Important,0.26984,63,213,0.21009,0.32959
1995,17-29 y.,Indirect migration background,Very important,0.62935,61,61,0.50714,0.75156
1995,30-45 y.,No migration background,Very important,0.73693,2653,3452,0.72224,0.75162
1995,30-45 y.,No migration background,Important,0.21306,677,3452,0.19940,0.22672
1995,30-45 y.,No migration background,Less important,0.03855,87,3452,0.03213,0.04498
1995,30-45 y.,No migration background,Unimportant,0.01146,35,3452,0.00791,0.01501
1995,30-45 y.,Direct migration background,Very important,0.75458,322,392,0.71192,0.79723
1995,30-45 y.,Direct migration background,Important,0.21161,70,392,0.17112,0.25209
1995,46-65 y.,No migration background,Very important,0.68992,2086,2890,0.67306,0.70679
1995,46-65 y.,No migration background,Important,0.23933,668,2890,0.22377,0.25489
1995,46-65 y.,No migration background,Less important,0.04039,80,2890,0.03321,0.04756
1995,46-65 y.,No migration background,Unimportant,0.03036,56,2890,0.02410,0.03662
