year,pgisced97,quintil_oecd,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,1st Quintile,Very important,0.47795,215,385,0.42799,0.52791
1990,Lower Secondary Level,1st Quintile,Important,0.31553,124,385,0.26905,0.36201
1990,Lower Secondary Level,1st Quintile,Unimportant,0.14637,46,385,0.11101,0.18172
1990,Lower Secondary Level,2nd Quintile,Very important,0.54966,224,335,0.49630,0.60302
1990,Lower Secondary Level,2nd Quintile,Important,0.29051,111,335,0.24182,0.33920
1990,Lower Secondary Level,3rd Quintile,Very important,0.59526,195,287,0.53837,0.65215
1990,Lower Secondary Level,3rd Quintile,Important,0.30111,92,287,0.24794,0.35428
1990,Lower Secondary Level,4th Quintile,Very important,0.58541,182,275,0.52708,0.64375
1990,Lower Secondary Level,4th Quintile,Important,0.31606,93,275,0.26101,0.37111
1990,Lower Secondary Level,5th Quintile,Very important,0.60453,112,160,0.52853,0.68053
1990,Lower Secondary Level,5th Quintile,Important,0.29507,48,160,0.22418,0.36596
1990,Upper Secondary Level,1st Quintile,Very important,0.61947,354,478,0.57590,0.66304
1990,Upper Secondary Level,1st Quintile,Important,0.24577,124,478,0.20713,0.28441
1990,Upper Secondary Level,2nd Quintile,Very important,0.65113,522,702,0.61585,0.68641
1990,Upper Secondary Level,2nd Quintile,Important,0.27065,180,702,0.23775,0.30354
1990,Upper Secondary Level,3rd Quintile,Very important,0.66904,567,752,0.63539,0.70270
1990,Upper Secondary Level,3rd Quintile,Important,0.24750,185,752,0.21664,0.27837
1990,Upper Secondary Level,4th Quintile,Very important,0.66866,653,881,0.63756,0.69976
1990,Upper Secondary Level,4th Quintile,Important,0.26254,228,881,0.23347,0.29161
1990,Upper Secondary Level,5th Quintile,Very important,0.67958,602,810,0.64743,0.71174
1990,Upper Secondary Level,5th Quintile,Important,0.25643,208,810,0.22634,0.28652
1990,Post-secondary Non-tertiary Level,4th Quintile,Very important,0.73011,34,34,0.57866,0.88157
1990,Post-secondary Non-tertiary Level,5th Quintile,Very important,0.75122,54,54,0.63483,0.86761
1990,First Stage of Tertiary Education,2nd Quintile,Very important,0.70900,58,58,0.59107,0.82692
1990,First Stage of Tertiary Education,3rd Quintile,Very important,0.64064,67,67,0.52489,0.75640
1990,First Stage of Tertiary Education,4th Quintile,Very important,0.64134,74,74,0.53132,0.75137
1990,First Stage of Tertiary Education,5th Quintile,Very important,0.79818,134,134,0.72997,0.86639
1990,Second Stage of Tertiary Education,2nd Quintile,Very important,0.66580,34,34,0.50486,0.82675
1990,Second Stage of Tertiary Education,3rd Quintile,Very important,0.75141,68,68,0.64792,0.85490
1990,Second Stage of Tertiary Education,4th Quintile,Very important,0.67729,103,135,0.59813,0.75645
1990,Second Stage of Tertiary Education,4th Quintile,Important,0.25402,32,135,0.18031,0.32772
1990,Second Stage of Tertiary Education,5th Quintile,Very important,0.68165,242,322,0.63069,0.73261
1990,Second Stage of Tertiary Education,5th Quintile,Important,0.23659,80,322,0.19010,0.28309
1992,Lower Secondary Level,1st Quintile,Very important,0.47418,273,518,0.43114,0.51722
1992,Lower Secondary Level,1st Quintile,Important,0.28708,141,518,0.24808,0.32607
1992,Lower Secondary Level,1st Quintile,Less important,0.06878,36,518,0.04697,0.09060
1992,Lower Secondary Level,1st Quintile,Unimportant,0.16996,68,518,0.13758,0.20234
