year,bula_h,regtyp,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Urban regions,Very important,0.61866,77,108,0.52663,0.71069
1990,Schleswig-Holstein,Urban regions,Important,0.29549,31,108,0.20904,0.38194
1990,Schleswig-Holstein,Rural regions,Very important,0.72663,102,102,0.63971,0.81355
1990,Hamburg,Urban regions,Very important,0.61388,82,82,0.50785,0.71991
1990,Lower Saxony,Urban regions,Very important,0.61768,255,353,0.56692,0.66845
1990,Lower Saxony,Urban regions,Important,0.28163,98,353,0.23464,0.32862
1990,Lower Saxony,Rural regions,Very important,0.66260,311,416,0.61711,0.70809
1990,Lower Saxony,Rural regions,Important,0.24645,105,416,0.20499,0.28791
1990,Bremen,Urban regions,Very important,0.66948,63,63,0.55239,0.78657
1990,North Rhine-Westphalia,Urban regions,Very important,0.67128,1293,1839,0.64980,0.69275
1990,North Rhine-Westphalia,Urban regions,Important,0.24255,426,1839,0.22295,0.26215
1990,North Rhine-Westphalia,Urban regions,Less important,0.04083,64,1839,0.03178,0.04988
1990,North Rhine-Westphalia,Urban regions,Unimportant,0.04534,56,1839,0.03583,0.05486
1990,North Rhine-Westphalia,Rural regions,Very important,0.63303,43,43,0.48726,0.77880
1990,Hesse,Urban regions,Very important,0.62825,361,505,0.58605,0.67044
1990,Hesse,Urban regions,Important,0.28027,144,505,0.24106,0.31949
1990,Hesse,Rural regions,Very important,0.53187,66,66,0.41056,0.65318
1990,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.62079,294,418,0.57422,0.66736
1990,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.30176,124,418,0.25770,0.34582
1990,"Rhineland-Palatinate, Saarland",Rural regions,Very important,0.54868,70,70,0.43127,0.66610
1990,Baden-Wuerttemberg,Urban regions,Very important,0.64208,669,979,0.61203,0.67212
1990,Baden-Wuerttemberg,Urban regions,Important,0.25705,235,979,0.22966,0.28444
1990,Baden-Wuerttemberg,Urban regions,Less important,0.04905,41,979,0.03551,0.06258
1990,Baden-Wuerttemberg,Urban regions,Unimportant,0.05183,34,979,0.03794,0.06572
1990,Baden-Wuerttemberg,Rural regions,Very important,0.70373,114,151,0.63066,0.77680
1990,Baden-Wuerttemberg,Rural regions,Important,0.25286,37,151,0.18330,0.32242
1990,Bavaria,Urban regions,Very important,0.59941,406,613,0.56059,0.63824
1990,Bavaria,Urban regions,Important,0.28218,172,613,0.24652,0.31784
1990,Bavaria,Urban regions,Less important,0.06791,35,613,0.04798,0.08784
1990,Bavaria,Rural regions,Very important,0.58550,394,575,0.54520,0.62580
1990,Bavaria,Rural regions,Important,0.31275,181,575,0.27482,0.35068
1990,Berlin,Urban regions,Very important,0.52307,138,209,0.45519,0.59095
1990,Berlin,Urban regions,Important,0.34345,71,209,0.27892,0.40799
1992,Schleswig-Holstein,Urban regions,Very important,0.71960,83,83,0.62237,0.81682
1992,Schleswig-Holstein,Rural regions,Very important,0.69331,89,89,0.59697,0.78966
1992,Hamburg,Urban regions,Very important,0.68346,83,83,0.58279,0.78414
1992,Lower Saxony,Urban regions,Very important,0.65022,256,347,0.59996,0.70047
1992,Lower Saxony,Urban regions,Important,0.25748,91,347,0.21141,0.30356
1992,Lower Saxony,Rural regions,Very important,0.70866,343,420,0.66515,0.75217
1992,Lower Saxony,Rural regions,Important,0.19154,77,420,0.15386,0.22922
1992,Bremen,Urban regions,Very important,0.63739,61,61,0.51574,0.75903
1992,North Rhine-Westphalia,Urban regions,Very important,0.67733,1307,1811,0.65579,0.69886
1992,North Rhine-Westphalia,Urban regions,Important,0.24115,394,1811,0.22144,0.26086
1992,North Rhine-Westphalia,Urban regions,Less important,0.03848,57,1811,0.02962,0.04734
1992,North Rhine-Westphalia,Urban regions,Unimportant,0.04304,53,1811,0.03369,0.05239
1992,North Rhine-Westphalia,Rural regions,Very important,0.51078,35,35,0.34276,0.67881
1992,Hesse,Urban regions,Very important,0.61992,348,503,0.57746,0.66238
1992,Hesse,Urban regions,Important,0.29647,155,503,0.25652,0.33643
1992,Hesse,Rural regions,Very important,0.74716,81,81,0.65191,0.84240
1992,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.63295,285,404,0.58589,0.68001
1992,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.28773,119,404,0.24353,0.33193
1992,"Rhineland-Palatinate, Saarland",Rural regions,Very important,0.43999,59,99,0.34171,0.53827
1992,"Rhineland-Palatinate, Saarland",Rural regions,Important,0.44835,40,99,0.34989,0.54682
1992,Baden-Wuerttemberg,Urban regions,Very important,0.66749,672,924,0.63710,0.69789
1992,Baden-Wuerttemberg,Urban regions,Important,0.24631,219,924,0.21852,0.27411
1992,Baden-Wuerttemberg,Urban regions,Less important,0.04703,33,924,0.03337,0.06068
1992,Baden-Wuerttemberg,Rural regions,Very important,0.58925,97,135,0.50596,0.67255
1992,Baden-Wuerttemberg,Rural regions,Important,0.29217,38,135,0.21517,0.36917
1992,Bavaria,Urban regions,Very important,0.66196,452,586,0.62363,0.70030
1992,Bavaria,Urban regions,Important,0.21602,134,586,0.18267,0.24937
1992,Bavaria,Rural regions,Very important,0.65153,461,611,0.61372,0.68934
1992,Bavaria,Rural regions,Important,0.25056,150,611,0.21617,0.28495
1992,Berlin,Urban regions,Very important,0.62145,335,451,0.57664,0.66626
1992,Berlin,Urban regions,Important,0.28306,116,451,0.24144,0.32468
1992,Brandenburg,Urban regions,Very important,0.74641,46,46,0.61930,0.87353
1992,Brandenburg,Rural regions,Very important,0.64491,407,524,0.60389,0.68592
1992,Brandenburg,Rural regions,Important,0.22848,117,524,0.19250,0.26447
1992,Mecklenburg-Western Pomerania,Urban regions,Very important,0.82047,42,42,0.70299,0.93795
1992,Mecklenburg-Western Pomerania,Rural regions,Very important,0.67535,259,334,0.62505,0.72564
1992,Mecklenburg-Western Pomerania,Rural regions,Important,0.24474,75,334,0.19856,0.29092
1992,Saxony,Urban regions,Very important,0.70658,430,538,0.66807,0.74509
1992,Saxony,Urban regions,Important,0.19499,108,538,0.16148,0.22850
1992,Saxony,Rural regions,Very important,0.69589,398,489,0.65508,0.73671
1992,Saxony,Rural regions,Important,0.15857,91,489,0.12616,0.19098
1992,Saxony-Anhalt,Urban regions,Very important,0.60845,114,151,0.53034,0.68656
1992,Saxony-Anhalt,Urban regions,Important,0.20903,37,151,0.14396,0.27411
1992,Saxony-Anhalt,Rural regions,Very important,0.70285,422,541,0.66430,0.74139
1992,Saxony-Anhalt,Rural regions,Important,0.21261,119,541,0.17810,0.24712
1992,Thuringa,Urban regions,Very important,0.71487,132,164,0.64556,0.78418
1992,Thuringa,Urban regions,Important,0.17010,32,164,0.11242,0.22778
1992,Thuringa,Rural regions,Very important,0.70051,356,432,0.65726,0.74375
1992,Thuringa,Rural regions,Important,0.17380,76,432,0.13803,0.20958
1995,Schleswig-Holstein,Urban regions,Very important,0.70370,89,89,0.60829,0.79910
1995,Schleswig-Holstein,Rural regions,Very important,0.70397,104,104,0.61581,0.79213
1995,Hamburg,Urban regions,Very important,0.64500,68,68,0.53042,0.75958
1995,Lower Saxony,Urban regions,Very important,0.68531,301,391,0.63922,0.73140
1995,Lower Saxony,Urban regions,Important,0.23608,90,391,0.19393,0.27822
1995,Lower Saxony,Rural regions,Very important,0.68302,362,458,0.64036,0.72568
1995,Lower Saxony,Rural regions,Important,0.23554,96,458,0.19663,0.27444
1995,Bremen,Urban regions,Very important,0.60600,57,57,0.47802,0.73398
1995,North Rhine-Westphalia,Urban regions,Very important,0.68942,1416,1950,0.66887,0.70996
1995,North Rhine-Westphalia,Urban regions,Important,0.22763,427,1950,0.20902,0.24625
1995,North Rhine-Westphalia,Urban regions,Less important,0.05498,75,1950,0.04486,0.06510
1995,North Rhine-Westphalia,Urban regions,Unimportant,0.02798,32,1950,0.02065,0.03530
1995,North Rhine-Westphalia,Rural regions,Very important,0.61299,44,44,0.46741,0.75858
1995,Hesse,Urban regions,Very important,0.70058,397,522,0.66125,0.73991
1995,Hesse,Urban regions,Important,0.22829,125,522,0.19225,0.26434
1995,Hesse,Rural regions,Very important,0.73190,94,94,0.64187,0.82193
1995,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.61627,321,447,0.57114,0.66140
1995,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.27640,126,447,0.23489,0.31790
1995,"Rhineland-Palatinate, Saarland",Rural regions,Very important,0.66650,92,129,0.58483,0.74818
1995,"Rhineland-Palatinate, Saarland",Rural regions,Important,0.29615,37,129,0.21706,0.37525
1995,Baden-Wuerttemberg,Urban regions,Very important,0.67849,742,999,0.64951,0.70747
1995,Baden-Wuerttemberg,Urban regions,Important,0.22118,216,999,0.19543,0.24693
1995,Baden-Wuerttemberg,Urban regions,Less important,0.05773,41,999,0.04326,0.07220
1995,Baden-Wuerttemberg,Rural regions,Very important,0.65505,95,137,0.57515,0.73494
1995,Baden-Wuerttemberg,Rural regions,Important,0.24962,42,137,0.17688,0.32236
1995,Bavaria,Urban regions,Very important,0.64185,467,655,0.60510,0.67860
1995,Bavaria,Urban regions,Important,0.24672,156,655,0.21368,0.27977
1995,Bavaria,Urban regions,Less important,0.05555,32,655,0.03800,0.07311
1995,Bavaria,Rural regions,Very important,0.62702,483,651,0.58984,0.66420
1995,Bavaria,Rural regions,Important,0.27313,168,651,0.23887,0.30738
1995,Berlin,Urban regions,Very important,0.67063,348,454,0.62735,0.71391
1995,Berlin,Urban regions,Important,0.22656,106,454,0.18801,0.26511
1995,Brandenburg,Rural regions,Very important,0.66155,382,518,0.62076,0.70234
1995,Brandenburg,Rural regions,Important,0.24114,136,518,0.20427,0.27802
1995,Mecklenburg-Western Pomerania,Urban regions,Very important,0.83943,46,46,0.73216,0.94670
1995,Mecklenburg-Western Pomerania,Rural regions,Very important,0.67585,249,328,0.62512,0.72658
1995,Mecklenburg-Western Pomerania,Rural regions,Important,0.22663,79,328,0.18126,0.27201
1995,Saxony,Urban regions,Very important,0.73166,431,534,0.69405,0.76928
1995,Saxony,Urban regions,Important,0.19127,103,534,0.15788,0.22466
1995,Saxony,Rural regions,Very important,0.67426,364,478,0.63220,0.71632
1995,Saxony,Rural regions,Important,0.20853,114,478,0.17207,0.24498
1995,Saxony-Anhalt,Urban regions,Very important,0.74140,95,95,0.65288,0.82991
1995,Saxony-Anhalt,Rural regions,Very important,0.71194,403,512,0.67267,0.75120
1995,Saxony-Anhalt,Rural regions,Important,0.20649,109,512,0.17139,0.24158
1995,Thuringa,Urban regions,Very important,0.60344,119,174,0.53055,0.67634
1995,Thuringa,Urban regions,Important,0.29746,55,174,0.22933,0.36558
1995,Thuringa,Rural regions,Very important,0.64579,331,419,0.59994,0.69164
1995,Thuringa,Rural regions,Important,0.19434,88,419,0.15641,0.23227
2004,Schleswig-Holstein,Urban regions,Very important,0.64874,190,243,0.58859,0.70888
2004,Schleswig-Holstein,Urban regions,Important,0.21312,53,243,0.16152,0.26471
2004,Schleswig-Holstein,Rural regions,Very important,0.67037,264,351,0.62112,0.71961
2004,Schleswig-Holstein,Rural regions,Important,0.24487,87,351,0.19982,0.28992
2004,Hamburg,Urban regions,Very important,0.55777,191,273,0.49875,0.61680
2004,Hamburg,Urban regions,Important,0.35881,82,273,0.30180,0.41581
2004,Lower Saxony,Urban regions,Very important,0.67962,655,878,0.64874,0.71050
2004,Lower Saxony,Urban regions,Important,0.23882,177,878,0.21061,0.26704
2004,Lower Saxony,Urban regions,Less important,0.06128,46,878,0.04541,0.07716
2004,Lower Saxony,Rural regions,Very important,0.65833,644,945,0.62807,0.68858
2004,Lower Saxony,Rural regions,Important,0.24362,258,945,0.21623,0.27100
2004,Lower Saxony,Rural regions,Less important,0.06254,43,945,0.04710,0.07799
2004,Bremen,Urban regions,Very important,0.67777,119,159,0.60490,0.75064
2004,Bremen,Urban regions,Important,0.28396,40,159,0.21365,0.35427
2004,North Rhine-Westphalia,Urban regions,Very important,0.65969,3083,4392,0.64568,0.67370
2004,North Rhine-Westphalia,Urban regions,Important,0.26619,1088,4392,0.25312,0.27926
2004,North Rhine-Westphalia,Urban regions,Less important,0.04198,140,4392,0.03605,0.04791
2004,North Rhine-Westphalia,Urban regions,Unimportant,0.03214,81,4392,0.02692,0.03736
2004,North Rhine-Westphalia,Rural regions,Very important,0.76826,81,81,0.67580,0.86072
2004,Hesse,Urban regions,Very important,0.63804,778,1143,0.61016,0.66591
2004,Hesse,Urban regions,Important,0.27092,319,1143,0.24515,0.29670
2004,Hesse,Urban regions,Less important,0.04355,46,1143,0.03171,0.05538
2004,Hesse,Rural regions,Very important,0.65796,161,238,0.59756,0.71835
2004,Hesse,Rural regions,Important,0.27716,77,238,0.22018,0.33415
2004,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.64106,661,954,0.61061,0.67152
2004,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.26496,241,954,0.23694,0.29298
2004,"Rhineland-Palatinate, Saarland",Urban regions,Less important,0.06767,52,954,0.05173,0.08362
2004,"Rhineland-Palatinate, Saarland",Rural regions,Very important,0.62844,200,287,0.57244,0.68444
2004,"Rhineland-Palatinate, Saarland",Rural regions,Important,0.32346,87,287,0.26924,0.37767
2004,Baden-Wuerttemberg,Urban regions,Very important,0.61554,1518,2324,0.59576,0.63532
2004,Baden-Wuerttemberg,Urban regions,Important,0.29601,650,2324,0.27744,0.31457
2004,Baden-Wuerttemberg,Urban regions,Less important,0.06221,116,2324,0.05239,0.07204
2004,Baden-Wuerttemberg,Urban regions,Unimportant,0.02624,40,2324,0.01974,0.03274
2004,Baden-Wuerttemberg,Rural regions,Very important,0.65224,156,215,0.58843,0.71605
2004,Baden-Wuerttemberg,Rural regions,Important,0.30600,59,215,0.24426,0.36774
2004,Bavaria,Urban regions,Very important,0.61685,969,1495,0.59220,0.64150
2004,Bavaria,Urban regions,Important,0.28395,441,1495,0.26108,0.30681
2004,Bavaria,Urban regions,Less important,0.07011,85,1495,0.05716,0.08305
2004,Bavaria,Rural regions,Very important,0.58514,939,1498,0.56018,0.61010
2004,Bavaria,Rural regions,Important,0.32586,462,1498,0.30212,0.34960
2004,Bavaria,Rural regions,Less important,0.05060,60,1498,0.03950,0.06170
2004,Bavaria,Rural regions,Unimportant,0.03840,37,1498,0.02867,0.04813
2004,Berlin,Urban regions,Very important,0.52592,481,800,0.49130,0.56054
2004,Berlin,Urban regions,Important,0.30039,217,800,0.26861,0.33218
2004,Berlin,Urban regions,Less important,0.10113,61,800,0.08022,0.12203
2004,Berlin,Urban regions,Unimportant,0.07256,41,800,0.05457,0.09055
2004,Brandenburg,Urban regions,Very important,0.64474,52,52,0.51339,0.77610
2004,Brandenburg,Rural regions,Very important,0.56083,513,770,0.52575,0.59591
2004,Brandenburg,Rural regions,Important,0.35280,257,770,0.31903,0.38657
2004,Mecklenburg-Western Pomerania,Urban regions,Very important,0.66342,49,49,0.52974,0.79710
2004,Mecklenburg-Western Pomerania,Rural regions,Very important,0.63169,285,400,0.58436,0.67902
2004,Mecklenburg-Western Pomerania,Rural regions,Important,0.26707,115,400,0.22366,0.31048
2004,Saxony,Urban regions,Very important,0.60524,508,752,0.57028,0.64020
2004,Saxony,Urban regions,Important,0.30084,204,752,0.26804,0.33364
2004,Saxony,Urban regions,Less important,0.05205,40,752,0.03616,0.06794
2004,Saxony,Rural regions,Very important,0.62720,493,761,0.59283,0.66158
2004,Saxony,Rural regions,Important,0.27660,229,761,0.24479,0.30840
2004,Saxony,Rural regions,Less important,0.05608,39,761,0.03972,0.07244
2004,Saxony-Anhalt,Urban regions,Very important,0.62252,115,165,0.54833,0.69671
2004,Saxony-Anhalt,Urban regions,Important,0.26076,50,165,0.19356,0.32795
