year,plh0109,age_gr,pgisced97,proportion,n,lower_confidence,upper_confidence
1990,Very important,30-45 y.,middle vocational,0.1947130883301096,18165,0.18895456324404936,0.20047161341616987
1990,Very important,46-65 y.,middle vocational,0.17687513432194282,18165,0.17132626340053383,0.1824240052433518
1990,Very important,18-29 y.,middle vocational,0.1543090479260692,18165,0.14905565471889123,0.15956244113324716
1990,Very important,46-65 y.,general elementary,0.07586503331184183,18165,0.07201444668477282,0.07971561993891084
1990,Very important,66 and older,middle vocational,0.05394369224156458,18165,0.05065845151870408,0.057228932964425085
1990,Very important,18-29 y.,general elementary,0.05179454115624328,18165,0.04857175424702602,0.055017328065460544
1990,Very important,30-45 y.,higher education,0.048570814528261334,18165,0.04544463223946204,0.05169699681706063
1990,Very important,66 and older,general elementary,0.03395658714807651,18165,0.031322690623530706,0.03659048367262232
1990,Very important,30-45 y.,general elementary,0.03374167203954438,18165,0.031115831825121763,0.036367512253967005
1990,Very important,30-45 y.,higher vocational,0.03352675693101225,18165,0.030909001551852586,0.03614451231017192
1990,Very important,46-65 y.,higher education,0.030947775628626693,18165,0.028429364200580415,0.033466187056672966
1990,Very important,46-65 y.,higher vocational,0.021706425961745112,18165,0.019587249452098703,0.02382560247139152
1990,Very important,18-29 y.,higher vocational,0.015044057597249087,18165,0.013273829350333775,0.016814285844164396
1990,Very important,18-29 y.,vocational + Abi,0.014184397163120567,18165,0.012464740861249775,0.01590405346499136
1990,Very important,30-45 y.,vocational + Abi,0.01160541586073501,18165,0.010047894891309583,0.013162936830160437
1990,Very important,18-29 y.,higher education,0.01139050075220288,18165,0.009847300916619202,0.012933700587786557
1990,Very important,66 and older,higher education,0.008596604341285192,18165,0.007254064939020331,0.009939143743550052
1990,Very important,18-29 y.,in school,0.008381689232753063,18165,0.007055894112140471,0.009707484353365655
1990,Very important,66 and older,higher vocational,0.007522028798624543,18165,0.006265517771842916,0.00877853982540617
1990,Very important,18-29 y.,inadequately,0.0038684719535783366,18165,0.0029657241519299876,0.004771219755226686
1990,Very important,46-65 y.,vocational + Abi,0.0030088115194498175,18165,0.0022123193291993283,0.0038053037097003067
1990,Very important,66 and older,vocational + Abi,0.0030088115194498175,18165,0.0022123193291993283,0.0038053037097003067
1990,Very important,30-45 y.,inadequately,0.002149151085321298,18165,0.0014757021672201706,0.0028226000034224253
1990,Very important,46-65 y.,inadequately,0.0008596604341285192,18165,0.00043345882361151965,0.0012858620446455186
1990,Very important,66 and older,inadequately,0.0004298302170642596,18165,0.00012839535038144836,0.0007312650837470708
1990,Important,46-65 y.,middle vocational,0.17819460726846426,18165,0.1726295435398443,0.1837596709970842
1990,Important,30-45 y.,middle vocational,0.15240328253223914,18165,0.14717655135525923,0.15763001370921906
1990,Important,18-29 y.,middle vocational,0.13188745603751464,18165,0.12696674194817842,0.13680817012685087
1990,Important,46-65 y.,general elementary,0.10492379835873387,18165,0.10046718069316318,0.10938041602430457
1990,Important,66 and older,middle vocational,0.07854630715123095,18165,0.07463395432713084,0.08245865997533107
1990,Important,66 and older,general elementary,0.05920281359906213,18165,0.055770732443581425,0.06263489475454284
1990,Important,18-29 y.,general elementary,0.05744431418522861,18165,0.05406043067977171,0.0608281976906855
1990,Important,30-45 y.,higher education,0.043962485345838215,18165,0.040981107941575216,0.04694386275010121
1990,Important,30-45 y.,general elementary,0.04220398593200469,18165,0.03928015929908301,0.045127812564926366
1990,Important,46-65 y.,higher education,0.03341148886283705,18165,0.030798081567600596,0.0360248961580735
1990,Important,46-65 y.,higher vocational,0.0246189917936694,18165,0.0223654757745424,0.0268725078127964
1990,Important,30-45 y.,higher vocational,0.01875732708089097,18165,0.016784395342098034,0.02073025881968391
1990,Important,18-29 y.,in school,0.015826494724501757,18165,0.014011536749125253,0.01764145269987826
1990,Important,18-29 y.,vocational + Abi,0.0123094958968347,18165,0.010705995973884224,0.013912995819785176
1990,Important,66 and older,higher vocational,0.00996483001172333,18165,0.00852039293081837,0.01140926709262829
1990,Important,18-29 y.,higher education,0.005861664712778429,18165,0.004751538730404289,0.0069717906951525695
1990,Important,30-45 y.,vocational + Abi,0.005275498241500586,18165,0.004222029826149248,0.006328966656851924
1990,Important,66 and older,higher education,0.005275498241500586,18165,0.004222029826149248,0.006328966656851924
1990,Important,18-29 y.,inadequately,0.005275498241500586,18165,0.004222029826149248,0.006328966656851924
1990,Important,18-29 y.,higher vocational,0.004103165298944901,18165,0.003173546167493213,0.005032784430396588
1990,Important,30-45 y.,inadequately,0.0029308323563892145,18165,0.0021446984964128015,0.0037169662163656276
1990,Important,66 and older,vocational + Abi,0.0029308323563892145,18165,0.0021446984964128015,0.0037169662163656276
1990,Important,46-65 y.,vocational + Abi,0.0029308323563892145,18165,0.0021446984964128015,0.0037169662163656276
1990,Important,46-65 y.,inadequately,0.0011723329425556857,18165,0.0006746999837357868,0.0016699659013755847
1990,Important,66 and older,inadequately,0.0005861664712778429,18165,0.00023418359563026658,0.0009381493469254192
1990,Less important,18-29 y.,middle vocational,0.15018315018315018,18165,0.1449878380615714,0.15537846230472896
1990,Less important,46-65 y.,middle vocational,0.12087912087912088,18165,0.11613846628064509,0.12561977547759667
1990,Less important,66 and older,middle vocational,0.12087912087912088,18165,0.11613846628064509,0.12561977547759667
1990,Less important,18-29 y.,general elementary,0.0989010989010989,18165,0.09455974531501532,0.10324245248718247
1990,Less important,66 and older,general elementary,0.09157509157509157,18165,0.08738067493187918,0.09576950821830396
1990,Less important,30-45 y.,middle vocational,0.08424908424908426,18165,0.08020975136107543,0.08828841713709308
1990,Less important,46-65 y.,general elementary,0.05860805860805861,18165,0.055192181198060575,0.06202393601805664
1990,Less important,30-45 y.,higher education,0.040293040293040296,18165,0.03743332556907427,0.04315275501700632
1990,Less important,18-29 y.,vocational + Abi,0.029304029304029304,18165,0.02685133369442404,0.03175672491363457
1990,Less important,46-65 y.,higher education,0.029304029304029304,18165,0.02685133369442404,0.03175672491363457
