year,migback,regtyp,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Urban regions,Very important,0.63312,3351,4981,0.61973,0.64650
1990,No migration background,Urban regions,Important,0.26848,1260,4981,0.25617,0.28079
1990,No migration background,Urban regions,Less important,0.04828,195,4981,0.04232,0.05423
1990,No migration background,Urban regions,Unimportant,0.05013,175,4981,0.04407,0.05619
1990,No migration background,Rural regions,Very important,0.62807,1045,1573,0.60417,0.65196
1990,No migration background,Rural regions,Important,0.26610,397,1573,0.24426,0.28795
1990,No migration background,Rural regions,Less important,0.05610,72,1573,0.04472,0.06748
1990,No migration background,Rural regions,Unimportant,0.04973,59,1573,0.03898,0.06048
1990,Direct migration background,Urban regions,Very important,0.68487,258,329,0.63460,0.73515
1990,Direct migration background,Urban regions,Important,0.20143,71,329,0.15802,0.24483
1990,Direct migration background,Rural regions,Very important,0.62828,51,51,0.49433,0.76223
1992,No migration background,No answer / don't know,Very important,0.82515,93,93,0.74754,0.90277
1992,No migration background,Urban regions,Very important,0.66073,4320,6120,0.64886,0.67259
1992,No migration background,Urban regions,Important,0.24561,1383,6120,0.23482,0.25639
1992,No migration background,Urban regions,Less important,0.04210,203,6120,0.03706,0.04713
1992,No migration background,Urban regions,Unimportant,0.05157,214,6120,0.04603,0.05711
1992,No migration background,Rural regions,Very important,0.66532,2872,3996,0.65069,0.67995
1992,No migration background,Rural regions,Important,0.22961,819,3996,0.21656,0.24265
1992,No migration background,Rural regions,Less important,0.04566,152,3996,0.03918,0.05213
1992,No migration background,Rural regions,Unimportant,0.05942,153,3996,0.05209,0.06675
1992,Direct migration background,Urban regions,Very important,0.70068,288,371,0.65402,0.74735
1992,Direct migration background,Urban regions,Important,0.20881,83,371,0.16740,0.25023
1992,Direct migration background,Rural regions,Very important,0.68424,125,160,0.61199,0.75649
1992,Direct migration background,Rural regions,Important,0.23003,35,160,0.16461,0.29544
1992,Indirect migration background,Urban regions,Very important,0.65699,38,38,0.50402,0.80995
1995,No migration background,Urban regions,Very important,0.67398,4230,5909,0.66203,0.68593
1995,No migration background,Urban regions,Important,0.23525,1299,5909,0.22443,0.24606
1995,No migration background,Urban regions,Less important,0.04988,219,5909,0.04433,0.05544
1995,No migration background,Urban regions,Unimportant,0.04089,161,5909,0.03584,0.04594
1995,No migration background,Rural regions,Very important,0.66569,2796,3949,0.65097,0.68040
1995,No migration background,Rural regions,Important,0.23695,874,3949,0.22369,0.25022
1995,No migration background,Rural regions,Less important,0.04207,137,3949,0.03581,0.04833
1995,No migration background,Rural regions,Unimportant,0.05529,142,3949,0.04816,0.06242
1995,Direct migration background,Urban regions,Very important,0.69896,605,820,0.66755,0.73038
1995,Direct migration background,Urban regions,Important,0.21481,183,820,0.18668,0.24294
1995,Direct migration background,Urban regions,Less important,0.03919,32,820,0.02590,0.05248
1995,Direct migration background,Rural regions,Very important,0.67724,193,255,0.61974,0.73473
1995,Direct migration background,Rural regions,Important,0.23664,62,255,0.18437,0.28891
1995,Indirect migration background,Urban regions,Very important,0.63610,75,75,0.52648,0.74572
2004,No migration background,Urban regions,Very important,0.63054,7741,11426,0.62169,0.63939
2004,No migration background,Urban regions,Important,0.27376,2919,11426,0.26559,0.28194
2004,No migration background,Urban regions,Less important,0.05678,503,11426,0.05254,0.06103
2004,No migration background,Urban regions,Unimportant,0.03891,263,11426,0.03537,0.04246
2004,No migration background,Rural regions,Very important,0.61916,4279,6606,0.60745,0.63088
2004,No migration background,Rural regions,Important,0.29249,1883,6606,0.28152,0.30346
2004,No migration background,Rural regions,Less important,0.05072,277,6606,0.04543,0.05602
2004,No migration background,Rural regions,Unimportant,0.03762,167,6606,0.03303,0.04221
2004,Direct migration background,Urban regions,Very important,0.64033,1383,2077,0.61968,0.66097
2004,Direct migration background,Urban regions,Important,0.28613,566,2077,0.26669,0.30557
2004,Direct migration background,Urban regions,Less important,0.04620,84,2077,0.03717,0.05523
