year,migback,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Very important,0.63190,4396,6554,0.62022,0.64358
1990,No migration background,Important,0.26791,1657,6554,0.25719,0.27863
1990,No migration background,Less important,0.05016,267,6554,0.04487,0.05544
1990,No migration background,Unimportant,0.05003,234,6554,0.04475,0.05531
1990,Direct migration background,Very important,0.67506,309,399,0.62905,0.72107
1990,Direct migration background,Important,0.21151,90,399,0.17139,0.25163
1990,Indirect migration background,Very important,0.55626,33,33,0.38412,0.72840
1992,No migration background,Very important,0.66330,7285,10230,0.65414,0.67246
1992,No migration background,Important,0.23937,2216,10230,0.23110,0.24764
1992,No migration background,Less important,0.04305,357,10230,0.03912,0.04699
1992,No migration background,Unimportant,0.05428,372,10230,0.04989,0.05867
1992,Direct migration background,Very important,0.69563,413,532,0.65649,0.73476
1992,Direct migration background,Important,0.21523,119,532,0.18028,0.25019
1992,Indirect migration background,Very important,0.64112,48,48,0.50399,0.77826
1995,No migration background,Very important,0.67116,7026,9858,0.66189,0.68044
1995,No migration background,Important,0.23583,2173,9858,0.22744,0.24421
1995,No migration background,Less important,0.04723,356,9858,0.04304,0.05142
1995,No migration background,Unimportant,0.04578,303,9858,0.04165,0.04990
1995,Direct migration background,Very important,0.69391,798,1117,0.66687,0.72095
1995,Direct migration background,Important,0.21989,245,1117,0.19559,0.24419
1995,Direct migration background,Less important,0.03731,40,1117,0.02619,0.04843
1995,Direct migration background,Unimportant,0.04889,34,1117,0.03624,0.06154
1995,Indirect migration background,Very important,0.65410,89,89,0.55471,0.75348
2004,No migration background,Very important,0.62662,12020,18032,0.61956,0.63368
2004,No migration background,Important,0.28022,4802,18032,0.27366,0.28678
2004,No migration background,Less important,0.05469,780,18032,0.05138,0.05801
2004,No migration background,Unimportant,0.03847,430,18032,0.03566,0.04127
2004,Direct migration background,Very important,0.64646,1679,2511,0.62776,0.66516
2004,Direct migration background,Important,0.28112,684,2511,0.26353,0.29870
2004,Direct migration background,Less important,0.04522,96,2511,0.03709,0.05335
2004,Direct migration background,Unimportant,0.02721,52,2511,0.02084,0.03357
2004,Indirect migration background,Very important,0.59751,502,773,0.56292,0.63211
2004,Indirect migration background,Important,0.31089,216,773,0.27824,0.34354
2004,Indirect migration background,Less important,0.07616,55,773,0.05745,0.09488
2008,No migration background,Very important,0.60181,10601,16459,0.59433,0.60929
2008,No migration background,Important,0.29529,4670,16459,0.28832,0.30226
2008,No migration background,Less important,0.06565,778,16459,0.06187,0.06943
2008,No migration background,Unimportant,0.03725,410,16459,0.03436,0.04014
2008,Direct migration background,Very important,0.66223,1280,1883,0.64086,0.68359
2008,Direct migration background,Important,0.27024,497,1883,0.25018,0.29031
2008,Direct migration background,Less important,0.03699,64,1883,0.02846,0.04552
2008,Direct migration background,Unimportant,0.03054,42,1883,0.02277,0.03832
2008,Indirect migration background,Very important,0.66819,510,756,0.63460,0.70177
2008,Indirect migration background,Important,0.27395,210,756,0.24214,0.30577
2008,Indirect migration background,Less important,0.05072,36,756,0.03507,0.06638
2012,No migration background,Very important,0.59331,14559,22958,0.58696,0.59967
2012,No migration background,Important,0.30963,6712,22958,0.30365,0.31562
2012,No migration background,Less important,0.06142,1083,22958,0.05832,0.06453
2012,No migration background,Unimportant,0.03563,604,22958,0.03323,0.03803
2012,Direct migration background,Very important,0.66614,2210,3166,0.64971,0.68257
2012,Direct migration background,Important,0.25887,787,3166,0.24361,0.27413
2012,Direct migration background,Less important,0.03938,93,3166,0.03260,0.04615
2012,Direct migration background,Unimportant,0.03562,76,3166,0.02916,0.04208
2012,Indirect migration background,Very important,0.67579,829,1179,0.64906,0.70252
2012,Indirect migration background,Important,0.27608,298,1179,0.25055,0.30161
2012,Indirect migration background,Less important,0.03755,52,1179,0.02670,0.04841
2016,No migration background,Very important,0.59003,10956,17545,0.58275,0.59730
2016,No migration background,Important,0.29753,5122,17545,0.29076,0.30429
2016,No migration background,Less important,0.07349,956,17545,0.06963,0.07736
2016,No migration background,Unimportant,0.03895,511,17545,0.03609,0.04182
2016,Direct migration background,Very important,0.65639,3475,5009,0.64324,0.66955
2016,Direct migration background,Important,0.27053,1273,5009,0.25823,0.28283
2016,Direct migration background,Less important,0.05166,168,5009,0.04553,0.05779
2016,Direct migration background,Unimportant,0.02141,93,5009,0.01740,0.02542
2016,Indirect migration background,Very important,0.62247,983,1451,0.59752,0.64743
2016,Indirect migration background,Important,0.31027,397,1451,0.28646,0.33408
2016,Indirect migration background,Less important,0.05023,71,1451,0.03898,0.06147
2021,No migration background,Very important,0.57515,7802,12945,0.56663,0.58367
2021,No migration background,Important,0.30401,3869,12945,0.29609,0.31194
2021,No migration background,Less important,0.07678,847,12945,0.07220,0.08137
2021,No migration background,Unimportant,0.04405,427,12945,0.04052,0.04759
2021,Direct migration background,Very important,0.62693,2022,3079,0.60984,0.64401
2021,Direct migration background,Important,0.28647,831,3079,0.27049,0.30244
2021,Direct migration background,Less important,0.05749,159,3079,0.04927,0.06572
2021,Direct migration background,Unimportant,0.02911,67,3079,0.02317,0.03505
2021,Indirect migration background,Very important,0.64596,572,909,0.61486,0.67707
2021,Indirect migration background,Important,0.26582,258,909,0.23708,0.29455
2021,Indirect migration background,Less important,0.07145,79,909,0.05470,0.08820
