year,regtyp,sex,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,male,Very important,0.64316,1727,2580,0.62467,0.66165
1990,Urban regions,male,Important,0.27948,686,2580,0.26217,0.29680
1990,Urban regions,male,Less important,0.05192,113,2580,0.04336,0.06048
1990,Urban regions,male,Unimportant,0.02544,54,2580,0.01936,0.03151
1990,Urban regions,female,Very important,0.62982,1911,2806,0.61195,0.64769
1990,Urban regions,female,Important,0.25072,656,2806,0.23468,0.26676
1990,Urban regions,female,Less important,0.04650,102,2806,0.03871,0.05429
1990,Urban regions,female,Unimportant,0.07295,137,2806,0.06333,0.08258
1990,Rural regions,male,Very important,0.64483,539,798,0.61161,0.67806
1990,Rural regions,male,Important,0.27311,220,798,0.24218,0.30405
1990,Rural regions,male,Less important,0.06040,39,798,0.04386,0.07694
1990,Rural regions,female,Very important,0.61222,561,843,0.57931,0.64513
1990,Rural regions,female,Important,0.25934,199,843,0.22974,0.28895
1990,Rural regions,female,Less important,0.05070,35,843,0.03588,0.06551
1990,Rural regions,female,Unimportant,0.07774,48,843,0.05965,0.09583
1992,No answer / don't know,male,Very important,0.84983,43,43,0.74179,0.95787
1992,No answer / don't know,female,Very important,0.79043,50,50,0.67648,0.90439
1992,Urban regions,male,Very important,0.66912,2179,3115,0.65260,0.68565
1992,Urban regions,male,Important,0.26046,759,3115,0.24504,0.27587
1992,Urban regions,male,Less important,0.04067,105,3115,0.03373,0.04761
1992,Urban regions,male,Unimportant,0.02975,72,3115,0.02378,0.03572
1992,Urban regions,female,Very important,0.65821,2467,3466,0.64242,0.67401
1992,Urban regions,female,Important,0.22825,725,3466,0.21427,0.24222
1992,Urban regions,female,Less important,0.04296,116,3466,0.03620,0.04971
1992,Urban regions,female,Unimportant,0.07058,158,3466,0.06205,0.07911
1992,Rural regions,male,Very important,0.67848,1450,2025,0.65813,0.69883
1992,Rural regions,male,Important,0.25314,463,2025,0.23420,0.27208
1992,Rural regions,male,Less important,0.04456,79,2025,0.03557,0.05355
1992,Rural regions,male,Unimportant,0.02382,33,2025,0.01718,0.03047
1992,Rural regions,female,Very important,0.65412,1557,2159,0.63405,0.67419
1992,Rural regions,female,Important,0.20825,396,2159,0.19112,0.22538
1992,Rural regions,female,Less important,0.04439,78,2159,0.03570,0.05308
1992,Rural regions,female,Unimportant,0.09324,128,2159,0.08097,0.10550
1995,Urban regions,male,Very important,0.68027,2285,3236,0.66420,0.69634
1995,Urban regions,male,Important,0.25131,780,3236,0.23636,0.26626
1995,Urban regions,male,Less important,0.04272,115,3236,0.03576,0.04969
1995,Urban regions,male,Unimportant,0.02570,56,3236,0.02025,0.03115
1995,Urban regions,female,Very important,0.67300,2625,3627,0.65773,0.68827
1995,Urban regions,female,Important,0.21564,725,3627,0.20225,0.22903
1995,Urban regions,female,Less important,0.05609,146,3627,0.04860,0.06358
1995,Urban regions,female,Unimportant,0.05527,131,3627,0.04783,0.06271
1995,Rural regions,male,Very important,0.67457,1437,2061,0.65433,0.69480
1995,Rural regions,male,Important,0.26035,511,2061,0.24140,0.27930
1995,Rural regions,male,Less important,0.04439,80,2061,0.03550,0.05329
