"hlc0061_h","year","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2005","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","2","16","","",""
"Ja","2005","3","7","","",""
"Ja","2005","4","1","","",""
"Ja","2005","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","2","5478","0.997748149359328","0.996494765725098","0.999001532993557"
"Nein","2005","3","5532","0.998771340923266","0.997848809557064","0.999693872289469"
"Nein","2005","4","5454","0.999671522273015","0.99919064712034","1.00015239742569"
"Nein","2005","5 Einkommensstärkstes Quintil","","","",""
"Ja","2006","1 Einkommensschwächstes Quintil","","","",""
"Ja","2006","2","4","","",""
"Ja","2006","3","4","","",""
"Ja","2006","4","3","","",""
"Ja","2006","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","2","5925","0.999219156191251","0.998508155820627","0.999930156561875"
"Nein","2006","3","5910","0.999216534743562","0.998503440208882","0.999929629278242"
"Nein","2006","4","6055","0.999822646701418","0.999487322749009","1.00015797065383"
"Nein","2006","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","2","10","","",""
"Ja","2007","3","9","","",""
"Ja","2007","4","5","","",""
"Ja","2007","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","2","5403","0.998235035538056","0.997116851047326","0.999353220028787"
"Nein","2007","3","5596","0.997732460869103","0.996487244764679","0.998977676973526"
"Nein","2007","4","5731","0.999557986685864","0.999014028906589","1.00010194446514"
"Nein","2007","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","2","15","","",""
"Ja","2008","3","22","","",""
"Ja","2008","4","8","","",""
"Ja","2008","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","2","4661","0.996557517832803","0.99487872203199","0.998236313633616"
"Nein","2008","3","5377","0.995135373453943","0.993279461957374","0.996991284950511"
"Nein","2008","4","5540","0.997667592624437","0.996398261291819","0.998936923957055"
"Nein","2008","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","2","19","","",""
"Ja","2009","3","13","","",""
"Ja","2009","4","3","","",""
"Ja","2009","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","2","4289","0.993818384789268","0.99147785193936","0.996158917639176"
"Nein","2009","3","4861","0.995727632311686","0.993896541348939","0.997558723274434"
"Nein","2009","4","5350","0.99983397739532","0.999488836019057","1.00017911877158"
