year,rentown,sampreg,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Owner,West,No,0.99952,4277,4277,0.99886,1.00018
2005,Owner,East,No,0.99772,1102,1102,0.99490,1.00054
2005,Tenant,West,No,0.99573,4214,4214,0.99376,0.99770
2005,Tenant,East,No,0.99777,1581,1581,0.99544,1.00009
2006,Owner,West,No,0.99972,4792,4792,0.99924,1.00019
2006,Tenant,West,No,0.99232,4518,4518,0.98978,0.99487
2006,Tenant,East,No,0.99644,1715,1715,0.99362,0.99926
2007,Owner,West,No,0.99895,4475,4475,0.99801,0.99990
2007,Owner,East,No,0.99851,1138,1138,0.99627,1.00075
2007,Tenant,West,Yes,0.01095,31,4213,0.00781,0.01409
2007,Tenant,West,No,0.98905,4182,4213,0.98591,0.99219
2007,Tenant,East,No,0.99693,1616,1616,0.99423,0.99963
2008,Owner,West,No,0.99539,4265,4265,0.99336,0.99743
2008,Owner,East,No,0.99878,1102,1102,0.99672,1.00084
2008,Tenant,West,Yes,0.01441,40,3896,0.01067,0.01816
2008,Tenant,West,No,0.98559,3856,3896,0.98184,0.98933
2008,Tenant,East,No,0.99164,1533,1533,0.98708,0.99620
2009,Owner,West,No,0.99668,3970,3970,0.99489,0.99847
2009,Owner,East,No,0.99354,1083,1083,0.98877,0.99831
2009,Tenant,West,Yes,0.01541,40,3643,0.01141,0.01941
2009,Tenant,West,No,0.98459,3603,3643,0.98059,0.98859
2009,Tenant,East,No,0.98694,1454,1454,0.98111,0.99278
2010,Owner,West,No,0.99333,5068,5068,0.99109,0.99557
2010,Owner,East,No,0.99509,1232,1232,0.99119,0.99900
2010,Tenant,West,Yes,0.02271,64,5546,0.01879,0.02663
2010,Tenant,West,No,0.97716,5482,5546,0.97323,0.98109
2010,Tenant,East,No,0.98199,1894,1894,0.97600,0.98798
2011,Owner,West,Yes,0.00843,31,6180,0.00615,0.01071
2011,Owner,West,No,0.96448,6149,6180,0.95987,0.96910
2011,Owner,East,No,0.96405,1367,1367,0.95417,0.97392
2011,Tenant,West,Yes,0.02626,106,6474,0.02237,0.03016
2011,Tenant,West,No,0.95563,6368,6474,0.95061,0.96064
2011,Tenant,East,Yes,0.02474,51,2269,0.01835,0.03114
2011,Tenant,East,No,0.93603,2218,2269,0.92595,0.94610
2012,Owner,West,No,0.96845,6071,6071,0.96405,0.97285
2012,Owner,East,No,0.95848,1327,1327,0.94775,0.96922
2012,Tenant,West,Yes,0.02752,123,6259,0.02346,0.03157
2012,Tenant,West,No,0.94950,6136,6259,0.94408,0.95493
2012,Tenant,East,Yes,0.03077,58,2267,0.02366,0.03788
2012,Tenant,East,No,0.92862,2209,2267,0.91801,0.93922
2013,Owner,West,No,0.97016,6224,6224,0.96593,0.97439
2013,Owner,East,No,0.95559,1280,1280,0.94429,0.96688
2013,Tenant,West,Yes,0.02586,150,7722,0.02232,0.02940
2013,Tenant,West,No,0.94965,7572,7722,0.94478,0.95453
2013,Tenant,East,Yes,0.03649,58,2261,0.02876,0.04422
2013,Tenant,East,No,0.93384,2203,2261,0.92359,0.94409
2014,Owner,West,No,0.97957,5724,5724,0.97590,0.98323
2014,Owner,East,No,0.97424,1209,1209,0.96530,0.98317
2014,Tenant,West,Yes,0.02872,153,6578,0.02468,0.03276
2014,Tenant,West,No,0.95789,6425,6578,0.95303,0.96274
2014,Tenant,East,Yes,0.02976,45,2127,0.02254,0.03699
2014,Tenant,East,No,0.96069,2082,2127,0.95242,0.96895
2015,Owner,West,No,0.96674,5374,5374,0.96195,0.97154
2015,Owner,East,No,0.94883,1143,1143,0.93605,0.96161
2015,Tenant,West,Yes,0.02748,146,6799,0.02359,0.03137
2015,Tenant,West,No,0.94289,6653,6799,0.93737,0.94840
2015,Tenant,East,Yes,0.03473,51,2030,0.02676,0.04269
2015,Tenant,East,No,0.92054,1979,2030,0.90877,0.93231
2016,Owner,West,No,0.98155,5047,5047,0.97783,0.98526
2016,Owner,East,No,0.95812,1118,1118,0.94637,0.96987
2016,Tenant,West,Yes,0.03077,150,6021,0.02641,0.03514
2016,Tenant,West,No,0.95353,5871,6021,0.94821,0.95884
2016,Tenant,East,Yes,0.03363,43,1886,0.02549,0.04176
2016,Tenant,East,No,0.94243,1843,1886,0.93191,0.95294
2017,Owner,West,No,0.98302,5662,5662,0.97966,0.98639
2017,Owner,East,No,0.97268,1281,1281,0.96375,0.98161
2017,Tenant,West,Yes,0.03290,163,7942,0.02897,0.03682
2017,Tenant,West,No,0.95083,7779,7942,0.94607,0.95559
2017,Tenant,East,Yes,0.03036,46,2381,0.02347,0.03725
2017,Tenant,East,No,0.94611,2335,2381,0.93703,0.95518
2018,Owner,West,No,0.98794,5438,5438,0.98504,0.99084
2018,Owner,East,No,0.96915,1228,1228,0.95948,0.97883
2018,Tenant,West,Yes,0.03566,203,8524,0.03172,0.03960
2018,Tenant,West,No,0.95200,8321,8524,0.94746,0.95654
2018,Tenant,East,Yes,0.02419,45,2500,0.01816,0.03021
2018,Tenant,East,No,0.95751,2455,2500,0.94960,0.96542
2019,Owner,West,No,0.98647,6252,6252,0.98361,0.98934
2019,Owner,East,No,0.96421,1520,1520,0.95487,0.97355
2019,Tenant,West,Yes,0.03828,199,8095,0.03410,0.04246
2019,Tenant,West,No,0.95386,7896,8095,0.94929,0.95843
2019,Tenant,East,Yes,0.03282,49,2335,0.02559,0.04005
2019,Tenant,East,No,0.94509,2286,2335,0.93584,0.95433
2020,Owner,West,No,0.97455,5498,5498,0.97038,0.97871
2020,Owner,East,No,0.97818,1336,1336,0.97035,0.98602
2020,Tenant,West,Yes,0.03771,190,9750,0.03393,0.04150
2020,Tenant,West,No,0.94137,9560,9750,0.93671,0.94604
2020,Tenant,East,Yes,0.02883,47,2446,0.02220,0.03546
2020,Tenant,East,No,0.94399,2399,2446,0.93488,0.95311
2021,Owner,West,Yes,0.00544,32,4114,0.00319,0.00768
2021,Owner,West,No,0.98325,4082,4114,0.97933,0.98717
2021,Owner,East,No,0.97857,935,935,0.96928,0.98785
2021,Tenant,West,Yes,0.03453,127,5770,0.02982,0.03925
2021,Tenant,West,No,0.95832,5643,5770,0.95316,0.96348
2021,Tenant,East,No,0.97472,1594,1594,0.96701,0.98243
2022,Owner,West,Yes,0.00725,47,6234,0.00514,0.00935
2022,Owner,West,No,0.97831,6187,6234,0.97469,0.98192
2022,Owner,East,No,0.98049,1515,1515,0.97352,0.98745
2022,Tenant,West,Yes,0.03391,190,9617,0.03029,0.03752
2022,Tenant,West,No,0.95034,9427,9617,0.94600,0.95468
2022,Tenant,East,Yes,0.02652,46,2790,0.02055,0.03248
2022,Tenant,East,No,0.94209,2744,2790,0.93343,0.95076
