"hlc0061_h","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Ja","2005","1","Staedtischer Raum","","","",""
"Ja","2005","1","Laendlicher Raum","","","",""
"Ja","2005","2","Staedtischer Raum","","","",""
"Ja","2005","2","Laendlicher Raum","","","",""
"Ja","2005","3","Staedtischer Raum","","","",""
"Ja","2005","3","Laendlicher Raum","","","",""
"Ja","2005","4","Staedtischer Raum","","","",""
"Ja","2005","4","Laendlicher Raum","","","",""
"Ja","2005","5","Staedtischer Raum","","","",""
"Ja","2005","5","Laendlicher Raum","","","",""
"Nein","2005","1","Staedtischer Raum","3181","0.995104554946635","0.992682504431101","0.997526605462169"
"Nein","2005","1","Laendlicher Raum","2182","0.99408148568841","0.990874105765905","0.997288865610916"
"Nein","2005","2","Staedtischer Raum","3414","0.997533080597209","0.995871739008729","0.999194422185688"
"Nein","2005","2","Laendlicher Raum","2064","0.998125355616978","0.996261467509813","0.999989243724142"
"Nein","2005","3","Staedtischer Raum","3595","0.998450156657288","0.997164797170367","0.999735516144209"
"Nein","2005","3","Laendlicher Raum","1937","0.999454994892209","0.998416708335568","1.00049328144885"
"Nein","2005","4","Staedtischer Raum","3783","0.999542623047483","0.998861367072136","1.00022387902283"
"Nein","2005","4","Laendlicher Raum","1671","1","1","1"
"Nein","2005","5","Staedtischer Raum","3753","0.999678815082034","0.999105687992242","1.00025194217183"
"Nein","2005","5","Laendlicher Raum","1076","1","1","1"
"Ja","2006","1","Staedtischer Raum","","","",""
"Ja","2006","1","Laendlicher Raum","","","",""
"Ja","2006","2","Staedtischer Raum","","","",""
"Ja","2006","2","Laendlicher Raum","","","",""
"Ja","2006","3","Staedtischer Raum","","","",""
"Ja","2006","3","Laendlicher Raum","","","",""
"Ja","2006","4","Staedtischer Raum","","","",""
"Ja","2006","4","Laendlicher Raum","","","",""
"Ja","2006","5","Staedtischer Raum","","","",""
"Ja","2006","5","Laendlicher Raum","","","",""
"Nein","2006","1","Staedtischer Raum","3265","0.986219559264801","0.982236025509365","0.990203093020238"
"Nein","2006","1","Laendlicher Raum","2411","0.99167578234053","0.988061847505212","0.995289717175848"
"Nein","2006","2","Staedtischer Raum","3640","0.998794715924051","0.997668188589017","0.999921243259085"
"Nein","2006","2","Laendlicher Raum","2285","1","1","1"
"Nein","2006","3","Staedtischer Raum","3727","0.998815918197315","0.997712426556953","0.999919409837677"
"Nein","2006","3","Laendlicher Raum","2183","1","1","1"
"Nein","2006","4","Staedtischer Raum","4227","0.99975582410412","0.99928498093556","1.00022666727268"
"Nein","2006","4","Laendlicher Raum","1828","1","1","1"
"Nein","2006","5","Staedtischer Raum","3920","1","1","1"
"Nein","2006","5","Laendlicher Raum","1128","0.997464619656714","0.994531218698116","1.00039802061531"
"Ja","2007","1","Staedtischer Raum","32","0.0186318724213251","0.0136778553167635","0.0235858895258867"
"Ja","2007","1","Laendlicher Raum","","","",""
"Ja","2007","2","Staedtischer Raum","","","",""
"Ja","2007","2","Laendlicher Raum","","","",""
"Ja","2007","3","Staedtischer Raum","","","",""
"Ja","2007","3","Laendlicher Raum","","","",""
"Ja","2007","4","Staedtischer Raum","","","",""
"Ja","2007","4","Laendlicher Raum","","","",""
"Ja","2007","5","Staedtischer Raum","","","",""
"Ja","2007","5","Laendlicher Raum","","","",""
"Nein","2007","1","Staedtischer Raum","2830","0.981368127578675","0.976414110474113","0.986322144683236"
"Nein","2007","1","Laendlicher Raum","2014","0.985060744525143","0.979788827090279","0.990332661960007"
"Nein","2007","2","Staedtischer Raum","3220","0.997566239042096","0.995866465130504","0.999266012953688"
"Nein","2007","2","Laendlicher Raum","2183","0.99935244995036","0.998285808684244","1.00041909121648"
"Nein","2007","3","Staedtischer Raum","3496","0.99664853979212","0.994735199880016","0.998561879704223"
"Nein","2007","3","Laendlicher Raum","2100","1","1","1"
"Nein","2007","4","Staedtischer Raum","3989","0.999622237367518","0.999019427604889","1.00022504713015"
"Nein","2007","4","Laendlicher Raum","1742","0.999399312534396","0.998249389803848","1.00054923526494"
"Nein","2007","5","Staedtischer Raum","3864","0.999021153945069","0.99803554293884","1.0000067649513"
"Nein","2007","5","Laendlicher Raum","1098","1","1","1"
"Ja","2008","1","Staedtischer Raum","37","0.0232936556536277","0.017391664009825","0.0291956472974304"
"Ja","2008","1","Laendlicher Raum","43","0.0307104165655283","0.0226840583415468","0.0387367747895099"
"Ja","2008","2","Staedtischer Raum","","","",""
"Ja","2008","2","Laendlicher Raum","","","",""
"Ja","2008","3","Staedtischer Raum","","","",""
"Ja","2008","3","Laendlicher Raum","","","",""
"Ja","2008","4","Staedtischer Raum","","","",""
"Ja","2008","4","Laendlicher Raum","","","",""
"Ja","2008","5","Staedtischer Raum","","","",""
"Ja","2008","5","Laendlicher Raum","","","",""
"Nein","2008","1","Staedtischer Raum","2472","0.976706344346372","0.97080435270257","0.982608335990175"
"Nein","2008","1","Laendlicher Raum","1732","0.969289583434472","0.96126322521049","0.977315941658453"
"Nein","2008","2","Staedtischer Raum","2792","0.99463497402227","0.991932604947158","0.997337343097382"
"Nein","2008","2","Laendlicher Raum","1869","1","1","1"
"Nein","2008","3","Staedtischer Raum","3425","0.993768785508022","0.991139517961896","0.996398053054148"
"Nein","2008","3","Laendlicher Raum","1952","0.998018508720161","0.99604877677766","0.999988240662661"
"Nein","2008","4","Staedtischer Raum","3687","0.999155629933276","0.998218587942757","1.0000926719238"
"Nein","2008","4","Laendlicher Raum","1853","0.994575917385752","0.991235319080168","0.997916515691335"
"Nein","2008","5","Staedtischer Raum","3861","0.996467875494673","0.994597766929837","0.998337984059508"
"Nein","2008","5","Laendlicher Raum","1104","1","1","1"
"Ja","2009","1","Staedtischer Raum","50","0.0306137142853127","0.0234717812261716","0.0377556473444539"
"Ja","2009","1","Laendlicher Raum","45","0.0371005919620447","0.0276698468455049","0.0465313370785845"
"Ja","2009","2","Staedtischer Raum","","","",""
"Ja","2009","2","Laendlicher Raum","","","",""
"Ja","2009","3","Staedtischer Raum","","","",""
"Ja","2009","3","Laendlicher Raum","","","",""
"Ja","2009","4","Staedtischer Raum","","","",""
"Ja","2009","4","Laendlicher Raum","","","",""
"Ja","2009","5","Staedtischer Raum","","","",""
"Ja","2009","5","Laendlicher Raum","","","",""
"Nein","2009","1","Staedtischer Raum","2185","0.969386285714687","0.962244352655546","0.976528218773828"
"Nein","2009","1","Laendlicher Raum","1498","0.962899408037955","0.953468662921416","0.972330153154495"
"Nein","2009","2","Staedtischer Raum","2555","0.992820990074306","0.989556361399154","0.996085618749459"
"Nein","2009","2","Laendlicher Raum","1734","0.995593440568541","0.992480368826842","0.998706512310239"
"Nein","2009","3","Staedtischer Raum","2926","0.993464630476067","0.990551502411115","0.99637775854102"
"Nein","2009","3","Laendlicher Raum","1935","1","1","1"
"Nein","2009","4","Staedtischer Raum","3595","0.999761172445621","0.999256269551265","1.00026607533998"
"Nein","2009","4","Laendlicher Raum","1755","1","1","1"
"Nein","2009","5","Staedtischer Raum","3694","0.996162884275051","0.994170228580909","0.998155539969193"
"Nein","2009","5","Laendlicher Raum","1210","1","1","1"
"Ja","2010","1","Staedtischer Raum","80","0.0379218368452036","0.0325561828019814","0.0432874908884258"
"Ja","2010","1","Laendlicher Raum","57","0.0329067175876602","0.0267782899864335","0.0390351451888869"
"Ja","2010","2","Staedtischer Raum","","","",""
"Ja","2010","2","Laendlicher Raum","38","0.0165008832128143","0.012161033638071","0.0208407327875576"
"Ja","2010","3","Staedtischer Raum","","","",""
"Ja","2010","3","Laendlicher Raum","","","",""
"Ja","2010","4","Staedtischer Raum","","","",""
"Ja","2010","4","Laendlicher Raum","","","",""
"Ja","2010","5","Staedtischer Raum","","","",""
"Ja","2010","5","Laendlicher Raum","","","",""
"Nein","2010","1","Staedtischer Raum","4788","0.962078163154796","0.956712509111574","0.967443817198019"
"Nein","2010","1","Laendlicher Raum","3198","0.96709328241234","0.960964854811113","0.973221710013566"
"Nein","2010","2","Staedtischer Raum","5018","0.989448994620443","0.986629286337442","0.992268702903445"
"Nein","2010","2","Laendlicher Raum","3272","0.983499116787186","0.979159267212443","0.987838966361929"
"Nein","2010","3","Staedtischer Raum","4471","0.985670555957528","0.982195897522374","0.989145214392682"
"Nein","2010","3","Laendlicher Raum","2711","0.992971931971295","0.989836538955031","0.996107324987558"
"Nein","2010","4","Staedtischer Raum","4922","0.997227708182049","0.995760143573588","0.998695272790509"
"Nein","2010","4","Laendlicher Raum","2361","0.992823455052648","0.989425108717713","0.996221801387582"
"Nein","2010","5","Staedtischer Raum","4965","0.995247163961452","0.993335827735644","0.99715850018726"
"Nein","2010","5","Laendlicher Raum","1476","1","1","1"
"Ja","2011","1","Staedtischer Raum","119","0.04562608356516","0.0397857354149168","0.0514664317154032"
"Ja","2011","1","Laendlicher Raum","83","0.0454885905581082","0.0385951452374141","0.0523820358788022"
"Ja","2011","2","Staedtischer Raum","68","0.0219949403963451","0.0181135107331344","0.0258763700595557"
"Ja","2011","2","Laendlicher Raum","35","0.0123702151872962","0.00877602454805961","0.0159644058265327"
"Ja","2011","3","Staedtischer Raum","","","",""
"Ja","2011","3","Laendlicher Raum","","","",""
"Ja","2011","4","Staedtischer Raum","","","",""
"Ja","2011","4","Laendlicher Raum","","","",""
"Ja","2011","5","Staedtischer Raum","","","",""
"Ja","2011","5","Laendlicher Raum","","","",""
