"hlc0061_h","year","quintil","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2005","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2005","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2005","2","Westdeutschland","10","","",""
"Ja","2005","2","Ostdeutschland","6","","",""
"Ja","2005","3","Westdeutschland","1","","",""
"Ja","2005","3","Ostdeutschland","6","","",""
"Ja","2005","4","Westdeutschland","1","","",""
"Ja","2005","4","Ostdeutschland","","","",""
"Ja","2005","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2005","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2005","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2005","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2005","2","Westdeutschland","4049","0.997732610567919","0.996269393669645","0.999195827466192"
"Nein","2005","2","Ostdeutschland","1429","0.997812656060081","0.995395497260012","1.00022981486015"
"Nein","2005","3","Westdeutschland","4173","0.99942897023962","0.998704238624267","1.00015370185497"
"Nein","2005","3","Ostdeutschland","1359","0.99568487562682","0.992207597895281","0.999162153358359"
"Nein","2005","4","Westdeutschland","4491","0.999619507538188","0.999049187531022","1.00018982754536"
"Nein","2005","4","Ostdeutschland","963","1","1","1"
"Nein","2005","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2005","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2006","2","Westdeutschland","4","","",""
"Ja","2006","2","Ostdeutschland","","","",""
"Ja","2006","3","Westdeutschland","4","","",""
"Ja","2006","3","Ostdeutschland","","","",""
"Ja","2006","4","Westdeutschland","3","","",""
"Ja","2006","4","Ostdeutschland","","","",""
"Ja","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2006","2","Westdeutschland","4420","0.999041879242924","0.998130199083823","0.999953559402025"
"Nein","2006","2","Ostdeutschland","1505","1","1","1"
"Nein","2006","3","Westdeutschland","4363","0.999028030643468","0.998103818610758","0.999952242676178"
"Nein","2006","3","Ostdeutschland","1547","1","1","1"
"Nein","2006","4","Westdeutschland","4980","0.999795918042557","0.999399310807369","1.00019252527775"
"Nein","2006","4","Ostdeutschland","1075","1","1","1"
"Nein","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2007","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2007","2","Westdeutschland","5","","",""
"Ja","2007","2","Ostdeutschland","5","","",""
"Ja","2007","3","Westdeutschland","9","","",""
"Ja","2007","3","Ostdeutschland","","","",""
"Ja","2007","4","Westdeutschland","3","","",""
"Ja","2007","4","Ostdeutschland","2","","",""
"Ja","2007","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2007","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2007","2","Westdeutschland","3869","0.998241342775255","0.996921942229696","0.999560743320813"
"Nein","2007","2","Ostdeutschland","1534","0.998213407733492","0.996103549837854","1.00032326562913"
"Nein","2007","3","Westdeutschland","4163","0.997223018562427","0.995626188953534","0.998819848171319"
"Nein","2007","3","Ostdeutschland","1433","1","1","1"
"Nein","2007","4","Westdeutschland","4701","0.999688361533371","0.999183964780696","1.00019275828605"
"Nein","2007","4","Ostdeutschland","1030","0.998738031371996","0.996572032053485","1.00090403069051"
"Nein","2007","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2008","2","Westdeutschland","11","","",""
"Ja","2008","2","Ostdeutschland","4","","",""
"Ja","2008","3","Westdeutschland","14","","",""
"Ja","2008","3","Ostdeutschland","8","","",""
"Ja","2008","4","Westdeutschland","7","","",""
"Ja","2008","4","Ostdeutschland","1","","",""
"Ja","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2008","2","Westdeutschland","3314","0.99628522016418","0.994217410076081","0.99835303025228"
"Nein","2008","2","Ostdeutschland","1347","0.997593382238983","0.994980614800755","1.00020614967721"
"Nein","2008","3","Westdeutschland","4002","0.995052271510903","0.992882184655643","0.997222358366162"
"Nein","2008","3","Ostdeutschland","1375","0.99550747204918","0.991982914088002","0.999032030010359"
"Nein","2008","4","Westdeutschland","4469","0.997409112597602","0.995919875014879","0.998898350180326"
"Nein","2008","4","Ostdeutschland","1071","0.999187816324437","0.997482513971366","1.00089311867751"
"Nein","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2009","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2009","2","Westdeutschland","18","","",""
"Ja","2009","2","Ostdeutschland","1","","",""
"Ja","2009","3","Westdeutschland","13","","",""
"Ja","2009","3","Ostdeutschland","","","",""
"Ja","2009","4","Westdeutschland","3","","",""
"Ja","2009","4","Ostdeutschland","","","",""
"Ja","2009","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2009","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2009","2","Westdeutschland","2964","0.992306403227342","0.989170361166835","0.995442445287849"
"Nein","2009","2","Ostdeutschland","1325","0.999319182673755","0.997915258213028","1.00072310713448"
"Nein","2009","3","Westdeutschland","3505","0.994675839284547","0.992271108094735","0.997080570474359"
