year,hhtyp,regtyp,hlc0061_h,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
2005,Single-person household,Urban regions,No,1.00000,2033,11175,0,0.97378,0,1.02654
2005,Single-person household,Rural regions,No,1.00000,865,11175,0,0.96751,0,1.03528
2005,Couple without children,Urban regions,No,1.00000,2480,11175,0,0.97278,0,1.03091
2005,Couple without children,Rural regions,No,1.00000,1201,11175,0,0.95989,0,1.04411
2005,Single parent,Urban regions,No,1.00000,451,11175,0,0.93753,0,1.06769
2005,Single parent,Rural regions,No,1.00000,243,11175,0,0.90680,0,1.09012
2005,Couple with children,Urban regions,No,1.00000,2431,11175,0,0.95781,0,1.03072
2005,Couple with children,Rural regions,No,1.00000,1266,11175,0,0.94735,0,1.04576
2005,Multi-generational household,Urban regions,No,1.00000,62,11175,0,0.74894,0,1.26927
2005,Multi-generational household,Rural regions,No,1.00000,43,11175,0,0.76526,0,1.31581
2005,Other Combinations,Urban regions,No,1.00000,69,11175,0,0.78666,0,1.22615
2005,Other Combinations,Rural regions,No,1.00000,31,11175,0,0.74322,0,1.31370
2006,Single-person household,Urban regions,No,1.00000,2246,12236,0,0.97920,0,1.02463
2006,Single-person household,Rural regions,No,1.00000,1028,12236,0,0.96966,0,1.03174
2006,Couple without children,Urban regions,No,1.00000,2777,12236,0,0.97311,0,1.02803
2006,Couple without children,Rural regions,No,1.00000,1374,12236,0,0.95633,0,1.05358
2006,Single parent,Urban regions,No,1.00000,492,12236,0,0.93882,0,1.06974
2006,Single parent,Rural regions,No,1.00000,278,12236,0,0.91773,0,1.07767
2006,Couple with children,Urban regions,No,1.00000,2485,12236,0,0.96633,0,1.04020
2006,Couple with children,Rural regions,No,1.00000,1346,12236,0,0.95284,0,1.04197
2006,Multi-generational household,Urban regions,No,1.00000,60,12236,0,0.77594,0,1.29126
2006,Multi-generational household,Rural regions,No,1.00000,45,12236,0,0.76144,0,1.29226
2006,Other Combinations,Urban regions,No,1.00000,66,12236,0,0.75261,0,1.21402
2006,Other Combinations,Rural regions,No,1.00000,39,12236,0,0.77294,0,1.31062
2007,Single-person household,Urban regions,No,1.00000,2110,11411,0,0.97533,0,1.02519
2007,Single-person household,Rural regions,No,1.00000,981,11411,0,0.96364,0,1.03107
2007,Couple without children,Urban regions,No,1.00000,2561,11411,0,0.96998,0,1.03538
2007,Couple without children,Rural regions,No,1.00000,1303,11411,0,0.95498,0,1.04279
2007,Single parent,Urban regions,No,1.00000,453,11411,0,0.94013,0,1.06232
2007,Single parent,Rural regions,No,1.00000,254,11411,0,0.92579,0,1.10381
2007,Couple with children,Urban regions,No,1.00000,2325,11411,0,0.96990,0,1.03454
2007,Couple with children,Rural regions,No,1.00000,1244,11411,0,0.95212,0,1.05452
2007,Multi-generational household,Urban regions,No,1.00000,53,11411,0,0.74490,0,1.27755
2007,Multi-generational household,Rural regions,No,1.00000,36,11411,0,0.75588,0,1.30316
2007,Other Combinations,Urban regions,No,1.00000,57,11411,0,0.79481,0,1.19610
2007,Other Combinations,Rural regions,No,1.00000,34,11411,0,0.70307,0,1.28430
2008,Single-person household,Urban regions,No,1.00000,2032,10729,0,0.97273,0,1.02553
2008,Single-person household,Rural regions,No,1.00000,923,10729,0,0.95733,0,1.03633
2008,Couple without children,Urban regions,No,1.00000,2459,10729,0,0.96949,0,1.03451
2008,Couple without children,Rural regions,No,1.00000,1262,10729,0,0.95510,0,1.04861
2008,Single parent,Urban regions,No,1.00000,429,10729,0,0.91801,0,1.07142
2008,Single parent,Rural regions,No,1.00000,246,10729,0,0.92215,0,1.09651
2008,Couple with children,Urban regions,No,1.00000,2123,10729,0,0.96564,0,1.03760
2008,Couple with children,Rural regions,No,1.00000,1128,10729,0,0.95349,0,1.05258
2008,Multi-generational household,Urban regions,No,1.00000,42,10729,0,0.68230,0,1.34974
2008,Multi-generational household,Rural regions,No,1.00000,37,10729,0,0.72814,0,1.31274
2008,Other Combinations,Urban regions,No,1.00000,48,10729,0,0.77734,0,1.31352
2009,Single-person household,Urban regions,No,1.00000,1941,10084,0,0.97140,0,1.03152
2009,Single-person household,Rural regions,No,1.00000,871,10084,0,0.95293,0,1.04334
2009,Couple without children,Urban regions,No,1.00000,2303,10084,0,0.96424,0,1.03382
2009,Couple without children,Rural regions,No,1.00000,1238,10084,0,0.94937,0,1.06145
2009,Single parent,Urban regions,No,1.00000,393,10084,0,0.92167,0,1.08431
2009,Single parent,Rural regions,No,1.00000,235,10084,0,0.87596,0,1.10097
2009,Couple with children,Urban regions,No,1.00000,1926,10084,0,0.96320,0,1.04766
2009,Couple with children,Rural regions,No,1.00000,1067,10084,0,0.93776,0,1.05283
2009,Multi-generational household,Urban regions,No,1.00000,33,10084,0,0.74981,0,1.30529
2009,Multi-generational household,Rural regions,No,1.00000,32,10084,0,0.74552,0,1.29672
2009,Other Combinations,Urban regions,No,1.00000,45,10084,0,0.68312,0,1.37280
2010,Single-person household,Urban regions,No,1.00000,1827,13650,0,0.96970,0,1.03195
2010,Single-person household,Rural regions,No,1.00000,828,13650,0,0.95932,0,1.04309
2010,Couple without children,Urban regions,No,1.00000,2202,13650,0,0.95859,0,1.03867
2010,Couple without children,Rural regions,No,1.00000,1147,13650,0,0.94983,0,1.05888
2010,Single parent,Urban regions,No,1.00000,1191,13650,0,0.93876,0,1.07721
2010,Single parent,Rural regions,No,1.00000,640,13650,0,0.89651,0,1.08767
2010,Couple with children,Urban regions,No,1.00000,3680,13650,0,0.95670,0,1.05158
2010,Couple with children,Rural regions,No,1.00000,1996,13650,0,0.92769,0,1.05880
2010,Multi-generational household,Urban regions,No,1.00000,52,13650,0,0.66357,0,1.39191
2010,Multi-generational household,Rural regions,No,1.00000,47,13650,0,0.66858,0,1.46073
2010,Other Combinations,Urban regions,No,1.00000,40,13650,0,0.71012,0,1.32619
2011,Single-person household,Urban regions,Yes,0.02293,41,16174,0,0.01891,0,0.02652
2011,Single-person household,Urban regions,No,0.97707,2337,16174,0,0.95484,0,1.00055
2011,Single-person household,Rural regions,No,1.00000,1082,16174,0,0.96322,0,1.03339
2011,Couple without children,Urban regions,Yes,0.01540,31,16174,0,0.01174,0,0.01946
2011,Couple without children,Urban regions,No,0.98460,2718,16174,0,0.95274,0,1.01771
2011,Couple without children,Rural regions,No,1.00000,1561,16174,0,0.95270,0,1.04452
2011,Single parent,Urban regions,No,1.00000,1461,16174,0,0.95027,0,1.05539
2011,Single parent,Rural regions,No,1.00000,780,16174,0,0.92048,0,1.07383
2011,Couple with children,Urban regions,No,1.00000,3789,16174,0,0.95422,0,1.04574
2011,Couple with children,Rural regions,No,1.00000,2168,16174,0,0.94010,0,1.04536
2011,Multi-generational household,Urban regions,No,1.00000,60,16174,0,0.68815,0,1.33458
2011,Multi-generational household,Rural regions,No,1.00000,53,16174,0,0.78244,0,1.26099
2011,Other Combinations,Urban regions,No,1.00000,56,16174,0,0.84753,0,1.16068
2011,Other Combinations,Rural regions,No,1.00000,37,16174,0,0.75362,0,1.34117
2012,Single-person household,Urban regions,Yes,0.02720,54,15865,0,0.02324,0,0.03123
2012,Single-person household,Urban regions,No,0.97280,2383,15865,0,0.94665,0,0.99780
2012,Single-person household,Rural regions,Yes,0.02782,36,15865,0,0.02128,0,0.03480
2012,Single-person household,Rural regions,No,0.97218,1169,15865,0,0.93678,0,1.00973
2012,Couple without children,Urban regions,Yes,0.01441,32,15865,0,0.01050,0,0.01842
2012,Couple without children,Urban regions,No,0.98559,2712,15865,0,0.95479,0,1.01287
2012,Couple without children,Rural regions,No,1.00000,1629,15865,0,0.96237,0,1.03933
2012,Single parent,Urban regions,No,1.00000,1361,15865,0,0.95412,0,1.06123
2012,Single parent,Rural regions,No,1.00000,752,15865,0,0.91668,0,1.09219
2012,Couple with children,Urban regions,No,1.00000,3525,15865,0,0.95630,0,1.04778
2012,Couple with children,Rural regions,No,1.00000,2012,15865,0,0.95048,0,1.05073
2012,Multi-generational household,Urban regions,No,1.00000,56,15865,0,0.76688,0,1.27995
2012,Multi-generational household,Rural regions,No,1.00000,54,15865,0,0.76883,0,1.27218
2012,Other Combinations,Urban regions,No,1.00000,50,15865,0,0.82523,0,1.17792
2012,Other Combinations,Rural regions,No,1.00000,40,15865,0,0.69320,0,1.37191
2013,Single-person household,Urban regions,Yes,0.02612,61,17412,0,0.02235,0,0.03010
2013,Single-person household,Urban regions,No,0.97388,2535,17412,0,0.94485,0,0.99946
2013,Single-person household,Rural regions,Yes,0.03108,39,17412,0,0.02448,0,0.03680
2013,Single-person household,Rural regions,No,0.96892,1155,17412,0,0.91890,0,1.00690
2013,Couple without children,Urban regions,Yes,0.01246,33,17412,0,0.00846,0,0.01624
2013,Couple without children,Urban regions,No,0.98754,2896,17412,0,0.95655,0,1.01999
2013,Couple without children,Rural regions,No,1.00000,1627,17412,0,0.95563,0,1.04963
2013,Single parent,Urban regions,No,1.00000,1440,17412,0,0.94151,0,1.05885
2013,Single parent,Rural regions,No,1.00000,742,17412,0,0.90196,0,1.10929
2013,Couple with children,Urban regions,No,1.00000,4273,17412,0,0.96103,0,1.03848
2013,Couple with children,Rural regions,No,1.00000,2132,17412,0,0.94454,0,1.05578
2013,Multi-generational household,Urban regions,No,1.00000,71,17412,0,0.75779,0,1.26994
2013,Multi-generational household,Rural regions,No,1.00000,64,17412,0,0.75777,0,1.31807
2013,Other Combinations,Urban regions,No,1.00000,251,17412,0,0.88436,0,1.13798
2013,Other Combinations,Rural regions,No,1.00000,93,17412,0,0.75985,0,1.29428
2014,Single-person household,Urban regions,Yes,0.02657,59,15499,0,0.02262,0,0.03083
2014,Single-person household,Urban regions,No,0.97343,2345,15499,0,0.95004,0,0.99801
2014,Single-person household,Rural regions,No,1.00000,1099,15499,0,0.95286,0,1.04594
2014,Couple without children,Urban regions,No,1.00000,2693,15499,0,0.97020,0,1.03442
2014,Couple without children,Rural regions,No,1.00000,1569,15499,0,0.94574,0,1.04421
2014,Single parent,Urban regions,No,1.00000,1149,15499,0,0.93964,0,1.07834
2014,Single parent,Rural regions,No,1.00000,622,15499,0,0.89385,0,1.10553
2014,Couple with children,Urban regions,No,1.00000,3716,15499,0,0.96034,0,1.04161
2014,Couple with children,Rural regions,No,1.00000,1890,15499,0,0.93868,0,1.06992
2014,Multi-generational household,Urban regions,No,1.00000,62,15499,0,0.64523,0,1.34521
2014,Multi-generational household,Rural regions,No,1.00000,48,15499,0,0.68432,0,1.41962
2014,Other Combinations,Urban regions,No,1.00000,178,15499,0,0.85279,0,1.13410
2014,Other Combinations,Rural regions,No,1.00000,69,15499,0,0.78809,0,1.27190
2015,Single-person household,Urban regions,Yes,0.02672,57,15237,0,0.02276,0,0.03089
2015,Single-person household,Urban regions,No,0.97328,2356,15237,0,0.94146,0,1.00048
2015,Single-person household,Rural regions,No,1.00000,1107,15237,0,0.95870,0,1.04171
2015,Couple without children,Urban regions,Yes,0.01238,31,15237,0,0.00782,0,0.01843
2015,Couple without children,Urban regions,No,0.98762,2701,15237,0,0.95479,0,1.02167
2015,Couple without children,Rural regions,No,1.00000,1537,15237,0,0.94454,0,1.06480
2015,Single parent,Urban regions,No,1.00000,1073,15237,0,0.94487,0,1.06552
2015,Single parent,Rural regions,No,1.00000,566,15237,0,0.91212,0,1.11269
2015,Couple with children,Urban regions,No,1.00000,3620,15237,0,0.96038,0,1.04311
2015,Couple with children,Rural regions,No,1.00000,1833,15237,0,0.93456,0,1.06364
2015,Multi-generational household,Urban regions,No,1.00000,76,15237,0,0.70729,0,1.33208
2015,Multi-generational household,Rural regions,No,1.00000,50,15237,0,0.66226,0,1.46408
2015,Other Combinations,Urban regions,No,1.00000,171,15237,0,0.84965,0,1.17174
2015,Other Combinations,Rural regions,No,1.00000,59,15237,0,0.78266,0,1.28904
2016,Single-person household,Urban regions,Yes,0.03151,66,13946,0,0.02721,0,0.03720
2016,Single-person household,Urban regions,No,0.96849,2228,13946,0,0.93546,0,0.99683
2016,Single-person household,Rural regions,No,1.00000,1021,13946,0,0.95284,0,1.04705
2016,Couple without children,Urban regions,No,1.00000,2511,13946,0,0.96415,0,1.03966
2016,Couple without children,Rural regions,No,1.00000,1474,13946,0,0.94665,0,1.05262
2016,Single parent,Urban regions,No,1.00000,971,13946,0,0.93952,0,1.07900
2016,Single parent,Rural regions,No,1.00000,515,13946,0,0.88691,0,1.08879
2016,Couple with children,Urban regions,No,1.00000,3223,13946,0,0.95467,0,1.04477
2016,Couple with children,Rural regions,No,1.00000,1654,13946,0,0.93675,0,1.06826
2016,Multi-generational household,Urban regions,No,1.00000,61,13946,0,0.73534,0,1.32344
2016,Multi-generational household,Rural regions,No,1.00000,41,13946,0,0.58057,0,1.50467
2016,Other Combinations,Urban regions,No,1.00000,127,13946,0,0.83243,0,1.18006
2016,Other Combinations,Rural regions,No,1.00000,54,13946,0,0.72443,0,1.41217
2017,Single-person household,Urban regions,Yes,0.03519,77,17165,0,0.02957,0,0.04044
2017,Single-person household,Urban regions,No,0.96481,2683,17165,0,0.93796,0,0.99552
2017,Single-person household,Rural regions,No,1.00000,1301,17165,0,0.94896,0,1.04918
2017,Couple without children,Urban regions,Yes,0.00644,31,17165,0,0.00477,0,0.00868
2017,Couple without children,Urban regions,No,0.99356,2874,17165,0,0.95765,0,1.02370
2017,Couple without children,Rural regions,No,1.00000,1703,17165,0,0.93858,0,1.04863
2017,Single parent,Urban regions,No,1.00000,1108,17165,0,0.92578,0,1.06531
2017,Single parent,Rural regions,No,1.00000,565,17165,0,0.90010,0,1.10383
2017,Couple with children,Urban regions,No,1.00000,4202,17165,0,0.95328,0,1.03702
2017,Couple with children,Rural regions,No,1.00000,2121,17165,0,0.94023,0,1.06025
2017,Multi-generational household,Urban regions,No,1.00000,89,17165,0,0.75730,0,1.25657
2017,Multi-generational household,Rural regions,No,1.00000,43,17165,0,0.61048,0,1.56454
2017,Other Combinations,Urban regions,No,1.00000,267,17165,0,0.86024,0,1.15023
2017,Other Combinations,Rural regions,No,1.00000,101,17165,0,0.73616,0,1.34407
2018,Single-person household,Urban regions,Yes,0.03416,91,17570,0,0.02771,0,0.03941
2018,Single-person household,Urban regions,No,0.96584,2968,17570,0,0.93453,0,0.99368
2018,Single-person household,Rural regions,No,1.00000,1336,17570,0,0.95075,0,1.04644
2018,Couple without children,Urban regions,Yes,0.00860,37,17570,0,0.00626,0,0.01098
2018,Couple without children,Urban regions,No,0.99140,2864,17570,0,0.94896,0,1.02939
