,Unnamed: 0,year,hhtyp,sampreg,hlc0061_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,2005,Single-person household,West,No,1.0,2185,11130,0.97399,1.02352
1,1,2005,Single-person household,East,No,1.0,713,11130,0.96549,1.04006
2,2,2005,Couple without children,West,No,1.0,2770,11130,0.97393,1.02682
3,3,2005,Couple without children,East,No,1.0,911,11130,0.95187,1.03526
4,4,2005,Single parent,West,No,1.0,508,11130,0.93922,1.0521
5,5,2005,Single parent,East,No,1.0,186,11130,0.89182,1.10689
6,6,2005,Couple with children,West,No,1.0,2868,11130,0.96865,1.03242
7,7,2005,Couple with children,East,No,1.0,829,11130,0.93044,1.06877
8,8,2005,Multi-generational household,West,No,1.0,81,11130,0.81074,1.21558
9,9,2005,Other Combinations,West,No,1.0,79,11130,0.80413,1.23507
10,10,2006,Single-person household,West,No,1.0,2460,12193,0.97693,1.02216
11,11,2006,Single-person household,East,No,1.0,814,12193,0.9612,1.03593
12,12,2006,Couple without children,West,No,1.0,3125,12193,0.97596,1.02576
13,13,2006,Couple without children,East,No,1.0,1026,12193,0.95068,1.05619
14,14,2006,Single parent,West,No,1.0,580,12193,0.94544,1.04957
15,15,2006,Single parent,East,No,1.0,190,12193,0.904,1.11739
16,16,2006,Couple with children,West,No,1.0,2979,12193,0.96565,1.0276
17,17,2006,Couple with children,East,No,1.0,852,12193,0.9318,1.05836
18,18,2006,Multi-generational household,West,No,1.0,83,12193,0.81303,1.15523
19,19,2006,Other Combinations,West,No,1.0,84,12193,0.75157,1.19679
20,20,2007,Single-person household,West,No,1.0,2331,11372,0.97871,1.02083
21,21,2007,Single-person household,East,No,1.0,760,11372,0.95639,1.04134
22,22,2007,Couple without children,West,No,1.0,2875,11372,0.97284,1.03162
23,23,2007,Couple without children,East,No,1.0,989,11372,0.95881,1.04085
24,24,2007,Single parent,West,No,1.0,523,11372,0.9358,1.05985
25,25,2007,Single parent,East,No,1.0,184,11372,0.8986,1.12144
26,26,2007,Couple with children,West,No,1.0,2787,11372,0.96832,1.02567
27,27,2007,Couple with children,East,No,1.0,782,11372,0.9441,1.06873
28,28,2007,Multi-generational household,West,No,1.0,70,11372,0.81492,1.21481
29,29,2007,Other Combinations,West,No,1.0,71,11372,0.79824,1.22895
30,30,2008,Single-person household,West,No,1.0,2215,10723,0.97402,1.02776
31,31,2008,Single-person household,East,No,1.0,740,10723,0.95781,1.05245
32,32,2008,Couple without children,West,No,1.0,2746,10723,0.97035,1.02845
33,33,2008,Couple without children,East,No,1.0,975,10723,0.9471,1.05088
34,34,2008,Single parent,West,No,1.0,503,10723,0.93374,1.05479
35,35,2008,Single parent,East,No,1.0,172,10723,0.88274,1.12543
36,36,2008,Couple with children,West,No,1.0,2536,10723,0.96341,1.03428
37,37,2008,Couple with children,East,No,1.0,715,10723,0.93194,1.07226
38,38,2008,Multi-generational household,West,No,1.0,61,10723,0.79939,1.22846
39,39,2008,Other Combinations,West,No,1.0,60,10723,0.83819,1.22837
40,40,2009,Single-person household,West,No,1.0,2097,10080,0.97035,1.03088
41,41,2009,Single-person household,East,No,1.0,715,10080,0.95227,1.05622
42,42,2009,Couple without children,West,No,1.0,2591,10080,0.9645,1.03507
43,43,2009,Couple without children,East,No,1.0,950,10080,0.9397,1.06445
44,44,2009,Single parent,West,No,1.0,459,10080,0.93434,1.07197
45,45,2009,Single parent,East,No,1.0,169,10080,0.8328,1.15365
46,46,2009,Couple with children,West,No,1.0,2320,10080,0.96617,1.04701
47,47,2009,Couple with children,East,No,1.0,673,10080,0.90589,1.08354
48,48,2009,Multi-generational household,West,No,1.0,49,10080,0.78568,1.25491
49,49,2009,Other Combinations,West,No,1.0,57,10080,0.77126,1.25052
50,50,2010,Single-person household,West,Yes,0.02134,32,13674,0.01793,0.02475
51,51,2010,Single-person household,West,No,0.97866,1985,13674,0.94643,1.00584
52,52,2010,Single-person household,East,No,1.0,670,13674,0.95965,1.04777
53,53,2010,Couple without children,West,No,1.0,2458,13674,0.96513,1.03729
54,54,2010,Couple without children,East,No,1.0,891,13674,0.93761,1.05063
55,55,2010,Single parent,West,No,1.0,1423,13674,0.94152,1.07747
56,56,2010,Single parent,East,No,1.0,408,13674,0.88934,1.11212
57,57,2010,Couple with children,West,No,1.0,4553,13674,0.95841,1.04064
58,58,2010,Couple with children,East,No,1.0,1123,13674,0.90805,1.0932
59,59,2010,Multi-generational household,West,No,1.0,77,13674,0.69984,1.30931
60,60,2010,Other Combinations,West,No,1.0,54,13674,0.77514,1.26776
61,61,2011,Single-person household,West,Yes,0.02519,49,16141,0.02182,0.0287
62,62,2011,Single-person household,West,No,0.97481,2570,16141,0.95074,0.99844
63,63,2011,Single-person household,East,No,1.0,849,16141,0.94758,1.03881
64,64,2011,Couple without children,West,Yes,0.01471,33,16141,0.01143,0.01851
65,65,2011,Couple without children,West,No,0.98529,3227,16141,0.95368,1.01742
66,66,2011,Couple without children,East,No,1.0,1052,16141,0.95011,1.07052
67,67,2011,Single parent,West,No,1.0,1738,16141,0.95453,1.05473
68,68,2011,Single parent,East,No,1.0,503,16141,0.92118,1.08531
69,69,2011,Couple with children,West,No,1.0,4819,16141,0.9663,1.03279
70,70,2011,Couple with children,East,No,1.0,1138,16141,0.92667,1.06103
71,71,2011,Multi-generational household,West,No,1.0,87,16141,0.76105,1.29514
72,72,2011,Other Combinations,West,No,1.0,76,16141,0.84068,1.17051
73,73,2012,Single-person household,West,Yes,0.02595,59,15820,0.0224,0.0301
74,74,2012,Single-person household,West,No,0.97405,2664,15820,0.95068,0.99879
75,75,2012,Single-person household,East,Yes,0.03335,31,15820,0.02465,0.04176
76,76,2012,Single-person household,East,No,0.96665,888,15820,0.92724,1.00893
77,77,2012,Couple without children,West,Yes,0.01471,33,15820,0.01067,0.01848
78,78,2012,Couple without children,West,No,0.98529,3263,15820,0.95373,1.01531
79,79,2012,Couple without children,East,No,1.0,1078,15820,0.94703,1.05114
80,80,2012,Single parent,West,No,1.0,1629,15820,0.94578,1.05535
81,81,2012,Single parent,East,No,1.0,484,15820,0.91751,1.10388
82,82,2012,Couple with children,West,No,1.0,4497,15820,0.96032,1.03895
83,83,2012,Couple with children,East,No,1.0,1040,15820,0.94089,1.07349
84,84,2012,Multi-generational household,West,No,1.0,85,15820,0.78042,1.24043
85,85,2012,Other Combinations,West,No,1.0,69,15820,0.8003,1.19031
86,86,2013,Single-person household,West,Yes,0.02449,68,17414,0.0213,0.02736
87,87,2013,Single-person household,West,No,0.97551,2838,17414,0.95084,1.00351
88,88,2013,Single-person household,East,Yes,0.04096,32,17414,0.03111,0.05271
89,89,2013,Single-person household,East,No,0.95904,852,17414,0.91293,1.00432
90,90,2013,Couple without children,West,Yes,0.01066,34,17414,0.00754,0.01463
91,91,2013,Couple without children,West,No,0.98934,3452,17414,0.96037,1.02234
92,92,2013,Couple without children,East,No,1.0,1071,17414,0.94485,1.05977
93,93,2013,Single parent,West,No,1.0,1727,17414,0.95601,1.05935
94,94,2013,Single parent,East,No,1.0,455,17414,0.92081,1.09902
95,95,2013,Couple with children,West,Yes,0.00943,31,17414,0.00595,0.01458
96,96,2013,Couple with children,West,No,0.99057,5362,17414,0.95826,1.02421
97,97,2013,Couple with children,East,No,1.0,1043,17414,0.91128,1.08308
98,98,2013,Multi-generational household,West,No,1.0,105,17414,0.78818,1.20815
