"year","bildungsniveau","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1985","(Fach-)Abitur","Ostdeutschland","","","","",""
"1985","(Fach-)Abitur","Westdeutschland","12.45","7.5","351","10.42","14.48"
"1985","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1985","(noch) kein Abschluss","Westdeutschland","7.65","4.5","429","6.85","8.45"
"1985","AkademikerIn","Ostdeutschland","","","","",""
"1985","AkademikerIn","Westdeutschland","15","7.5","490","13.44","16.56"
"1985","Hauptschule","Ostdeutschland","","","","",""
"1985","Hauptschule","Westdeutschland","11.56","6.5","3020","10.93","12.19"
"1985","Realschule","Ostdeutschland","","","","",""
"1985","Realschule","Westdeutschland","11.7","7.5","962","10.89","12.51"
"1986","(Fach-)Abitur","Ostdeutschland","","","","",""
"1986","(Fach-)Abitur","Westdeutschland","","","","",""
"1986","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1986","(noch) kein Abschluss","Westdeutschland","","","","",""
"1986","AkademikerIn","Ostdeutschland","","","","",""
"1986","AkademikerIn","Westdeutschland","","","","",""
"1986","Hauptschule","Ostdeutschland","","","","",""
"1986","Hauptschule","Westdeutschland","","","","",""
"1986","Realschule","Ostdeutschland","","","","",""
"1986","Realschule","Westdeutschland","","","","",""
"1987","(Fach-)Abitur","Ostdeutschland","","","","",""
"1987","(Fach-)Abitur","Westdeutschland","","","","",""
"1987","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1987","(noch) kein Abschluss","Westdeutschland","","","","",""
"1987","AkademikerIn","Ostdeutschland","","","","",""
"1987","AkademikerIn","Westdeutschland","","","","",""
"1987","Hauptschule","Ostdeutschland","","","","",""
"1987","Hauptschule","Westdeutschland","","","","",""
"1987","Realschule","Ostdeutschland","","","","",""
"1987","Realschule","Westdeutschland","","","","",""
"1988","(Fach-)Abitur","Ostdeutschland","","","","",""
"1988","(Fach-)Abitur","Westdeutschland","","","","",""
"1988","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1988","(noch) kein Abschluss","Westdeutschland","","","","",""
"1988","AkademikerIn","Ostdeutschland","","","","",""
"1988","AkademikerIn","Westdeutschland","","","","",""
"1988","Hauptschule","Ostdeutschland","","","","",""
"1988","Hauptschule","Westdeutschland","","","","",""
"1988","Realschule","Ostdeutschland","","","","",""
"1988","Realschule","Westdeutschland","","","","",""
"1989","(Fach-)Abitur","Ostdeutschland","","","","",""
"1989","(Fach-)Abitur","Westdeutschland","","","","",""
"1989","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1989","(noch) kein Abschluss","Westdeutschland","","","","",""
"1989","AkademikerIn","Ostdeutschland","","","","",""
"1989","AkademikerIn","Westdeutschland","","","","",""
"1989","Hauptschule","Ostdeutschland","","","","",""
"1989","Hauptschule","Westdeutschland","","","","",""
"1989","Realschule","Ostdeutschland","","","","",""
"1989","Realschule","Westdeutschland","","","","",""
"1990","(Fach-)Abitur","Ostdeutschland","","","","",""
"1990","(Fach-)Abitur","Westdeutschland","17.04","9.5","348","14.51","19.57"
"1990","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1990","(noch) kein Abschluss","Westdeutschland","10.05","5.5","338","8.93","11.17"
"1990","AkademikerIn","Ostdeutschland","","","","",""
"1990","AkademikerIn","Westdeutschland","17.8","9.5","469","15.41","20.19"
"1990","Hauptschule","Ostdeutschland","","","","",""
"1990","Hauptschule","Westdeutschland","12.07","6.5","2567","11.43","12.71"
"1990","Realschule","Ostdeutschland","","","","",""
"1990","Realschule","Westdeutschland","13.59","8.5","936","12.4","14.78"
"1991","(Fach-)Abitur","Ostdeutschland","","","","",""
"1991","(Fach-)Abitur","Westdeutschland","","","","",""
"1991","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1991","(noch) kein Abschluss","Westdeutschland","","","","",""
"1991","AkademikerIn","Ostdeutschland","44.17","11.5","195","27.44","60.9"
"1991","AkademikerIn","Westdeutschland","","","","",""
"1991","Hauptschule","Ostdeutschland","28.82","9.5","184","15.73","41.91"
"1991","Hauptschule","Westdeutschland","","","","",""
"1991","Realschule","Ostdeutschland","47.69","10.5","418","36.63","58.75"
"1991","Realschule","Westdeutschland","","","","",""
"1992","(Fach-)Abitur","Ostdeutschland","","","","",""
"1992","(Fach-)Abitur","Westdeutschland","","","","",""
"1992","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1992","(noch) kein Abschluss","Westdeutschland","","","","",""
"1992","AkademikerIn","Ostdeutschland","31.63","13.5","187","21.08","42.18"
"1992","AkademikerIn","Westdeutschland","","","","",""
"1992","Hauptschule","Ostdeutschland","35.12","9.5","174","20.03","50.21"
"1992","Hauptschule","Westdeutschland","","","","",""
"1992","Realschule","Ostdeutschland","42.94","12.5","374","31.88","54"
"1992","Realschule","Westdeutschland","","","","",""
"1993","(Fach-)Abitur","Ostdeutschland","11.4","7.5","56","7.54","15.26"
"1993","(Fach-)Abitur","Westdeutschland","14.97","7.5","411","13.14","16.8"
"1993","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1993","(noch) kein Abschluss","Westdeutschland","7.4","3.5","295","6.26","8.54"
"1993","AkademikerIn","Ostdeutschland","8.15","4.5","582","7.32","8.98"
"1993","AkademikerIn","Westdeutschland","14.22","8.5","526","12.85","15.59"
"1993","Hauptschule","Ostdeutschland","7.28","3.5","424","6.28","8.28"
"1993","Hauptschule","Westdeutschland","10.95","5.5","2610","10.44","11.46"
"1993","Realschule","Ostdeutschland","9.93","4.5","857","9.14","10.72"
"1993","Realschule","Westdeutschland","12.19","7.5","1050","11.37","13.01"
"1994","(Fach-)Abitur","Ostdeutschland","","","","",""
"1994","(Fach-)Abitur","Westdeutschland","","","","",""
"1994","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1994","(noch) kein Abschluss","Westdeutschland","","","","",""
"1994","AkademikerIn","Ostdeutschland","","","","",""
"1994","AkademikerIn","Westdeutschland","","","","",""
"1994","Hauptschule","Ostdeutschland","","","","",""
"1994","Hauptschule","Westdeutschland","","","","",""
"1994","Realschule","Ostdeutschland","","","","",""
"1994","Realschule","Westdeutschland","","","","",""
"1995","(Fach-)Abitur","Ostdeutschland","33.81","6.5","83","16.26","51.36"
"1995","(Fach-)Abitur","Westdeutschland","16.72","9.5","478","14.25","19.19"
"1995","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1995","(noch) kein Abschluss","Westdeutschland","7.77","3.5","250","6.56","8.98"
"1995","AkademikerIn","Ostdeutschland","11.62","5.5","577","8.44","14.8"
"1995","AkademikerIn","Westdeutschland","18.4","9.5","656","16.39","20.41"
"1995","Hauptschule","Ostdeutschland","9.74","3.5","385","6.57","12.91"
"1995","Hauptschule","Westdeutschland","11.59","5.5","2476","11.01","12.17"
"1995","Realschule","Ostdeutschland","13.85","5.5","895","11.25","16.45"
"1995","Realschule","Westdeutschland","13.43","8.5","1137","12.57","14.29"
"1996","(Fach-)Abitur","Ostdeutschland","","","","",""
"1996","(Fach-)Abitur","Westdeutschland","","","","",""
"1996","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1996","(noch) kein Abschluss","Westdeutschland","","","","",""
"1996","AkademikerIn","Ostdeutschland","","","","",""
"1996","AkademikerIn","Westdeutschland","","","","",""
"1996","Hauptschule","Ostdeutschland","","","","",""
"1996","Hauptschule","Westdeutschland","","","","",""
"1996","Realschule","Ostdeutschland","","","","",""
"1996","Realschule","Westdeutschland","","","","",""
"1997","(Fach-)Abitur","Ostdeutschland","42.24","23.5","45","25.79","58.69"
"1997","(Fach-)Abitur","Westdeutschland","32.96","19.5","231","25.64","40.28"
"1997","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1997","(noch) kein Abschluss","Westdeutschland","22.75","14.5","74","-1.9","47.4"
"1997","AkademikerIn","Ostdeutschland","32.5","14.5","228","22.82","42.18"
"1997","AkademikerIn","Westdeutschland","39.84","24.5","377","33.62","46.06"
"1997","Hauptschule","Ostdeutschland","23.91","14.5","146","15.73","32.09"
"1997","Hauptschule","Westdeutschland","23.93","14.5","1039","21.68","26.18"
"1997","Realschule","Ostdeutschland","37.48","17.5","398","28.97","45.99"
"1997","Realschule","Westdeutschland","29.79","18.5","578","24.92","34.66"
"1998","(Fach-)Abitur","Ostdeutschland","16.14","7.5","119","11.22","21.06"
"1998","(Fach-)Abitur","Westdeutschland","17.41","9.5","634","15.73","19.09"
"1998","(noch) kein Abschluss","Ostdeutschland","15.06","6.5","42","9.4","20.72"
"1998","(noch) kein Abschluss","Westdeutschland","8.49","4.5","250","7.28","9.7"
"1998","AkademikerIn","Ostdeutschland","12.91","7.5","501","11.5","14.32"
"1998","AkademikerIn","Westdeutschland","18.19","11.5","752","16.72","19.66"
"1998","Hauptschule","Ostdeutschland","11.63","4.5","310","9.77","13.49"
"1998","Hauptschule","Westdeutschland","13.63","7.5","2121","12.93","14.33"
"1998","Realschule","Ostdeutschland","13.3","7.5","847","12.09","14.51"
"1998","Realschule","Westdeutschland","16.27","9.5","1210","15.24","17.3"
"1999","(Fach-)Abitur","Ostdeutschland","27.83","18","57","14.64","41.02"
"1999","(Fach-)Abitur","Westdeutschland","30.12","19.5","277","22.37","37.87"
"1999","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1999","(noch) kein Abschluss","Westdeutschland","16.98","14.5","87","14.48","19.48"
"1999","AkademikerIn","Ostdeutschland","33.52","17.5","253","26.44","40.6"
"1999","AkademikerIn","Westdeutschland","38.3","24.5","454","32.03","44.57"
"1999","Hauptschule","Ostdeutschland","25.07","11","145","17.22","32.92"
"1999","Hauptschule","Westdeutschland","23.69","14.5","1177","21.31","26.07"
