"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1985","(Fach-)Abitur","Laendlicher Raum","23.58","8.5","42","9.24","37.92"
"1985","(Fach-)Abitur","Staedtischer Raum","10.81","6.5","309","9.64","11.98"
"1985","(noch) kein Abschluss","Laendlicher Raum","4.95","1.5","40","1.79","8.11"
"1985","(noch) kein Abschluss","Staedtischer Raum","7.97","4.5","389","7.15","8.79"
"1985","AkademikerIn","Laendlicher Raum","14.37","4.5","71","9.38","19.36"
"1985","AkademikerIn","Staedtischer Raum","15.11","8.5","419","13.48","16.74"
"1985","Hauptschule","Laendlicher Raum","12.59","5.5","644","11.01","14.17"
"1985","Hauptschule","Staedtischer Raum","11.23","6.5","2376","10.56","11.9"
"1985","Realschule","Laendlicher Raum","11.41","5.5","223","9.48","13.34"
"1985","Realschule","Staedtischer Raum","11.79","7.5","739","10.91","12.67"
"1986","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1986","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1986","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1986","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1986","AkademikerIn","Laendlicher Raum","","","","",""
"1986","AkademikerIn","Staedtischer Raum","","","","",""
"1986","Hauptschule","Laendlicher Raum","","","","",""
"1986","Hauptschule","Staedtischer Raum","","","","",""
"1986","Realschule","Laendlicher Raum","","","","",""
"1986","Realschule","Staedtischer Raum","","","","",""
"1987","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1987","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1987","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1987","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1987","AkademikerIn","Laendlicher Raum","","","","",""
"1987","AkademikerIn","Staedtischer Raum","","","","",""
"1987","Hauptschule","Laendlicher Raum","","","","",""
"1987","Hauptschule","Staedtischer Raum","","","","",""
"1987","Realschule","Laendlicher Raum","","","","",""
"1987","Realschule","Staedtischer Raum","","","","",""
"1988","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1988","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1988","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1988","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1988","AkademikerIn","Laendlicher Raum","","","","",""
"1988","AkademikerIn","Staedtischer Raum","","","","",""
"1988","Hauptschule","Laendlicher Raum","","","","",""
"1988","Hauptschule","Staedtischer Raum","","","","",""
"1988","Realschule","Laendlicher Raum","","","","",""
"1988","Realschule","Staedtischer Raum","","","","",""
"1989","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1989","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1989","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1989","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1989","AkademikerIn","Laendlicher Raum","","","","",""
"1989","AkademikerIn","Staedtischer Raum","","","","",""
"1989","Hauptschule","Laendlicher Raum","","","","",""
"1989","Hauptschule","Staedtischer Raum","","","","",""
"1989","Realschule","Laendlicher Raum","","","","",""
"1989","Realschule","Staedtischer Raum","","","","",""
"1990","(Fach-)Abitur","Laendlicher Raum","19.62","12.5","40","6.75","32.49"
"1990","(Fach-)Abitur","Staedtischer Raum","16.69","9.5","308","14.36","19.02"
"1990","(noch) kein Abschluss","Laendlicher Raum","10.99","3.5","45","6.45","15.53"
"1990","(noch) kein Abschluss","Staedtischer Raum","9.87","5.5","293","8.76","10.98"
"1990","AkademikerIn","Laendlicher Raum","24.18","12.5","66","13.47","34.89"
"1990","AkademikerIn","Staedtischer Raum","16.72","9.5","403","14.55","18.89"
