year,migback,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,1st Quintile,,,,,,,,,,,,
1984,No migration background,2nd Quintile,,,,,,,,,,,,
1984,No migration background,3rd Quintile,,,,,,,,,,,,
1984,No migration background,4th Quintile,,,,,,,,,,,,
1984,No migration background,5th Quintile,,,,,,,,,,,,
1984,Direct migration background,1st Quintile,,,,,,,,,,,,
1984,Direct migration background,2nd Quintile,,,,,,,,,,,,
1984,Direct migration background,3rd Quintile,,,,,,,,,,,,
1984,Direct migration background,4th Quintile,,,,,,,,,,,,
1984,Direct migration background,5th Quintile,,,,,,,,,,,,
1984,Indirect migration background,1st Quintile,,,,,,,,,,,,
1984,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1984,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1984,Indirect migration background,4th Quintile,,,,,,,,,,,,
1984,Indirect migration background,5th Quintile,,,,,,,,,,,,
1985,No migration background,1st Quintile,359,11.706821744772148,10.231220173447886,13.180271548719722,3.0,7.0,14.0,0.0,30.5,7.0,6.0,8.024999999999999
1985,No migration background,2nd Quintile,569,12.23518541449696,10.483614888510603,13.930496388609733,3.0,6.0,15.0,0.0,33.0,6.0,5.0,6.0
1985,No migration background,3rd Quintile,738,10.970778286322494,9.816673827238098,11.977416973787687,3.0,7.0,14.0,1.0,30.5,7.0,6.0,8.0
1985,No migration background,4th Quintile,942,11.735891052100953,10.760260751025669,12.467277989183154,3.0,8.0,15.0,0.0,33.0,8.0,8.0,9.0
1985,No migration background,5th Quintile,1055,13.83209550739812,12.574832901215299,15.010689209455492,3.0,9.0,17.0,0.0,38.0,9.0,8.0,10.0
1985,Direct migration background,1st Quintile,369,9.229642997822456,7.3647040848495,11.065865961799311,2.0,6.6329846100168535,10.0,0.0,22.0,7.0,6.0,9.0
1985,Direct migration background,2nd Quintile,331,7.746674219517043,6.588266922214233,8.867650500955362,2.0,5.0,10.279793561931434,1.0,22.699483904828586,5.0,3.9749999999999943,6.0
1985,Direct migration background,3rd Quintile,362,9.785125417428233,5.68237927113854,12.22847668144956,2.0,6.0,12.0,0.0,27.0,6.0,4.0,7.0249999999999995
1985,Direct migration background,4th Quintile,331,9.580066200809123,8.277964450050156,10.799362805671343,3.0,7.0,14.0,0.0,30.5,7.0,6.0,9.0
1985,Direct migration background,5th Quintile,208,9.397573327377074,7.27854642924671,11.289576411299628,3.0,5.0,13.237004603492542,1.0,28.592511508731356,5.0,4.0,6.0
1985,Indirect migration background,1st Quintile,,,,,,,,,,,,
1985,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1985,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1985,Indirect migration background,4th Quintile,,,,,,,,,,,,
1985,Indirect migration background,5th Quintile,,,,,,,,,,,,
1986,No migration background,1st Quintile,,,,,,,,,,,,
1986,No migration background,2nd Quintile,,,,,,,,,,,,
1986,No migration background,3rd Quintile,,,,,,,,,,,,
1986,No migration background,4th Quintile,,,,,,,,,,,,
1986,No migration background,5th Quintile,,,,,,,,,,,,
1986,Direct migration background,1st Quintile,,,,,,,,,,,,
1986,Direct migration background,2nd Quintile,,,,,,,,,,,,
1986,Direct migration background,3rd Quintile,,,,,,,,,,,,
1986,Direct migration background,4th Quintile,,,,,,,,,,,,
1986,Direct migration background,5th Quintile,,,,,,,,,,,,
1986,Indirect migration background,1st Quintile,,,,,,,,,,,,
1986,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1986,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1986,Indirect migration background,4th Quintile,,,,,,,,,,,,
1986,Indirect migration background,5th Quintile,,,,,,,,,,,,
1987,No migration background,1st Quintile,,,,,,,,,,,,
1987,No migration background,2nd Quintile,,,,,,,,,,,,
1987,No migration background,3rd Quintile,,,,,,,,,,,,
1987,No migration background,4th Quintile,,,,,,,,,,,,
1987,No migration background,5th Quintile,,,,,,,,,,,,
1987,Direct migration background,1st Quintile,,,,,,,,,,,,
1987,Direct migration background,2nd Quintile,,,,,,,,,,,,
1987,Direct migration background,3rd Quintile,,,,,,,,,,,,
1987,Direct migration background,4th Quintile,,,,,,,,,,,,
1987,Direct migration background,5th Quintile,,,,,,,,,,,,
1987,Indirect migration background,1st Quintile,,,,,,,,,,,,
1987,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1987,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1987,Indirect migration background,4th Quintile,,,,,,,,,,,,
1987,Indirect migration background,5th Quintile,,,,,,,,,,,,
1988,No migration background,1st Quintile,,,,,,,,,,,,
1988,No migration background,2nd Quintile,,,,,,,,,,,,
1988,No migration background,3rd Quintile,,,,,,,,,,,,
1988,No migration background,4th Quintile,,,,,,,,,,,,
1988,No migration background,5th Quintile,,,,,,,,,,,,
1988,Direct migration background,1st Quintile,,,,,,,,,,,,
1988,Direct migration background,2nd Quintile,,,,,,,,,,,,
1988,Direct migration background,3rd Quintile,,,,,,,,,,,,
1988,Direct migration background,4th Quintile,,,,,,,,,,,,
1988,Direct migration background,5th Quintile,,,,,,,,,,,,
1988,Indirect migration background,1st Quintile,,,,,,,,,,,,
1988,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1988,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1988,Indirect migration background,4th Quintile,,,,,,,,,,,,
1988,Indirect migration background,5th Quintile,,,,,,,,,,,,
1989,No migration background,1st Quintile,,,,,,,,,,,,
1989,No migration background,2nd Quintile,,,,,,,,,,,,
1989,No migration background,3rd Quintile,,,,,,,,,,,,
1989,No migration background,4th Quintile,,,,,,,,,,,,
1989,No migration background,5th Quintile,,,,,,,,,,,,
1989,Direct migration background,1st Quintile,,,,,,,,,,,,
1989,Direct migration background,2nd Quintile,,,,,,,,,,,,
1989,Direct migration background,3rd Quintile,,,,,,,,,,,,
1989,Direct migration background,4th Quintile,,,,,,,,,,,,
1989,Direct migration background,5th Quintile,,,,,,,,,,,,
1989,Indirect migration background,1st Quintile,,,,,,,,,,,,
1989,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1989,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1989,Indirect migration background,4th Quintile,,,,,,,,,,,,
1989,Indirect migration background,5th Quintile,,,,,,,,,,,,
1990,No migration background,1st Quintile,267,11.333730752181697,8.516601600742353,13.086927909411976,3.0,7.0,12.0,1.0,25.5,7.0,6.0,8.0
1990,No migration background,2nd Quintile,521,12.279312125905006,10.932656248702283,13.495360378062236,4.0,8.0,16.0,0.0,34.0,8.0,7.0,9.0
1990,No migration background,3rd Quintile,635,13.213180063387945,11.990211765124023,14.439584885860409,3.1809283862497737,8.0,17.0,0.0,37.72860742062534,8.0,7.0,9.0
1990,No migration background,4th Quintile,858,14.174019214843446,12.629044333810363,15.504882919912552,4.0,9.0,17.0,0.0,36.5,9.0,8.0,10.0
1990,No migration background,5th Quintile,939,15.927710580037546,14.238408941187352,17.211838159915835,4.0,10.0,20.0,0.0,44.0,10.0,10.0,11.0
1990,Direct migration background,1st Quintile,321,9.295416285873804,7.895160656759968,10.480290468752948,2.0,5.0,14.0,0.0,32.0,5.0,4.0,5.0
1990,Direct migration background,2nd Quintile,324,10.059170450656026,7.598100363967365,11.921950430841331,3.0,7.0,12.0,0.0,25.5,7.0,6.0,9.0
1990,Direct migration background,3rd Quintile,370,9.959060964780143,7.081503931353568,12.185514417479302,2.0,5.0,11.0,0.0,24.5,5.0,4.0,6.0
1990,Direct migration background,4th Quintile,250,10.584849787941819,8.98741593277073,12.28890317051251,3.0,7.356197995949972,15.231073088243516,1.0,33.57768272060879,8.0,6.0,11.0
1990,Direct migration background,5th Quintile,139,14.504643950715673,10.544735290126326,17.707043718631674,3.0,10.0,20.0,1.0,45.5,10.0,6.974999999999994,15.0
1990,Indirect migration background,1st Quintile,30,12.795675182539016,8.873497853896424,17.469318581292924,3.033417443918938,10.0,20.0,1.0,45.44987383412159,10.0,0.0,17.0
1990,Indirect migration background,2nd Quintile,33,9.817210447148348,6.7715375747106865,13.414441504833484,3.0,10.0,17.046268125023207,1.0,30.0,10.0,3.0,16.025
1990,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1990,Indirect migration background,4th Quintile,36,8.954219085551204,5.621958512965428,11.762599356402925,2.501784480336549,8.0,12.0,1.0,26.247323279495177,8.0,4.0,14.0
1990,Indirect migration background,5th Quintile,,,,,,,,,,,,
1991,No migration background,1st Quintile,,,,,,,,,,,,
1991,No migration background,2nd Quintile,,,,,,,,,,,,
1991,No migration background,3rd Quintile,,,,,,,,,,,,
1991,No migration background,4th Quintile,,,,,,,,,,,,
1991,No migration background,5th Quintile,,,,,,,,,,,,
1991,Direct migration background,1st Quintile,,,,,,,,,,,,
1991,Direct migration background,2nd Quintile,,,,,,,,,,,,
1991,Direct migration background,3rd Quintile,,,,,,,,,,,,
1991,Direct migration background,4th Quintile,,,,,,,,,,,,
1991,Direct migration background,5th Quintile,,,,,,,,,,,,
1991,Indirect migration background,1st Quintile,,,,,,,,,,,,
1991,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1991,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1991,Indirect migration background,4th Quintile,,,,,,,,,,,,
1991,Indirect migration background,5th Quintile,,,,,,,,,,,,
1992,No migration background,1st Quintile,207,25.39386907574594,16.02206432096522,32.79323092923651,6.0,11.0,20.0,1.0,41.0,11.0,10.0,12.0
1992,No migration background,2nd Quintile,278,34.68229513480134,20.714763513769185,46.60979519497249,8.0,14.0,22.0,1.0,43.0,14.0,13.0,16.0
1992,No migration background,3rd Quintile,155,43.123596102413465,28.240824911255253,59.405463744502896,8.0,12.0,25.0,2.0,50.5,12.0,9.0,14.0
1992,No migration background,4th Quintile,95,72.66288087669751,40.09600993106942,102.50398293612722,8.0,19.433339964881625,46.638483283053944,2.0,104.59620820763486,20.0,15.0,28.0
1992,No migration background,5th Quintile,,,,,,,,,,,,
1992,Direct migration background,1st Quintile,,,,,,,,,,,,
1992,Direct migration background,2nd Quintile,,,,,,,,,,,,
1992,Direct migration background,3rd Quintile,,,,,,,,,,,,
1992,Direct migration background,4th Quintile,,,,,,,,,,,,
1992,Direct migration background,5th Quintile,,,,,,,,,,,,
1992,Indirect migration background,1st Quintile,,,,,,,,,,,,
1992,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1992,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1992,Indirect migration background,4th Quintile,,,,,,,,,,,,
1992,Indirect migration background,5th Quintile,,,,,,,,,,,,
