year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,,,,,,,,,,,,
1984,Primary Level,,,,,,,,,,,,
1984,Lower Secondary Level,,,,,,,,,,,,
1984,Upper Secondary Level,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,Pre-primary Level,,,,,,,,,,,,
1985,Primary Level,381,7.39698,6.57550,8.21846,2.00000,4.00000,10.00000,0.00000,22.00000,4.00000,4.00000,5.00000
1985,Lower Secondary Level,1210,9.13868,8.44859,9.82876,2.00000,5.00000,11.00000,0.00000,24.50000,5.00000,5.00000,6.00000
1985,Upper Secondary Level,2719,12.23018,11.61883,12.84154,3.00000,8.00000,15.00000,0.00000,33.00000,8.00000,7.00000,8.00000
1985,Post-secondary Non-tertiary Level,144,12.03567,9.75564,14.31569,3.00000,8.00000,15.00000,1.00000,33.00000,8.00000,6.00000,10.00000
1985,First Stage of Tertiary Education,321,14.04813,11.01851,17.07775,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,10.00000
1985,Second Stage of Tertiary Education,490,15.00080,13.40388,16.59773,4.00000,8.00000,20.00000,1.00000,44.00000,8.00000,7.00000,10.00000
1986,Pre-primary Level,,,,,,,,,,,,
1986,Primary Level,,,,,,,,,,,,
1986,Lower Secondary Level,,,,,,,,,,,,
1986,Upper Secondary Level,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1986,First Stage of Tertiary Education,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,,,,,,,,,,,,
1987,Pre-primary Level,,,,,,,,,,,,
1987,Primary Level,,,,,,,,,,,,
1987,Lower Secondary Level,,,,,,,,,,,,
1987,Upper Secondary Level,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1987,First Stage of Tertiary Education,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,,,,,,,,,,,,
1988,Pre-primary Level,,,,,,,,,,,,
1988,Primary Level,,,,,,,,,,,,
1988,Lower Secondary Level,,,,,,,,,,,,
1988,Upper Secondary Level,,,,,,,,,,,,
1988,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1988,First Stage of Tertiary Education,,,,,,,,,,,,
1988,Second Stage of Tertiary Education,,,,,,,,,,,,
1989,Pre-primary Level,,,,,,,,,,,,
1989,Primary Level,,,,,,,,,,,,
1989,Lower Secondary Level,,,,,,,,,,,,
1989,Upper Secondary Level,,,,,,,,,,,,
1989,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1989,First Stage of Tertiary Education,,,,,,,,,,,,
1989,Second Stage of Tertiary Education,,,,,,,,,,,,
1990,Pre-primary Level,,,,,,,,,,,,
1990,Primary Level,299,10.40518,9.05453,11.75584,2.00000,6.00000,13.49677,0.00000,30.74193,6.00000,5.00000,8.00000
1990,Lower Secondary Level,1061,10.08642,9.09450,11.07833,3.00000,5.22110,12.00000,0.00000,25.50000,5.00000,5.00000,6.00000
1990,Upper Secondary Level,2425,13.74213,12.99785,14.48640,4.00000,8.00000,17.00000,0.00000,36.50000,8.00000,8.00000,10.00000
1990,Post-secondary Non-tertiary Level,153,14.25603,12.11662,16.39545,5.00000,10.00000,20.00000,1.00000,42.50000,10.00000,7.00000,15.00000
1990,First Stage of Tertiary Education,273,13.44942,11.37722,15.52163,4.00000,9.00000,16.06287,1.00000,34.15719,9.00000,7.00000,10.00000
1990,Second Stage of Tertiary Education,469,17.80343,15.46915,20.13771,5.00000,10.00000,22.00000,0.00000,47.50000,10.00000,10.00000,12.00000
1991,Pre-primary Level,,,,,,,,,,,,
1991,Primary Level,,,,,,,,,,,,
1991,Lower Secondary Level,66,60.64644,26.24424,95.04865,7.00000,10.00000,20.00000,2.00000,39.50000,10.00000,10.00000,15.00000
1991,Upper Secondary Level,508,36.63845,28.79424,44.48266,6.00000,10.00000,20.00000,0.00000,41.00000,10.00000,10.00000,11.02500
1991,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1991,First Stage of Tertiary Education,48,63.64988,13.95808,113.34168,6.00000,14.32575,25.00000,1.00000,53.50000,14.00000,8.00000,20.00000
1991,Second Stage of Tertiary Education,200,43.42037,26.89194,59.94881,8.00000,12.00000,20.00000,2.00000,38.00000,12.00000,10.00000,15.00000
1992,Pre-primary Level,,,,,,,,,,,,
1992,Primary Level,,,,,,,,,,,,
1992,Lower Secondary Level,57,61.37696,26.96865,95.78526,9.00000,12.00000,25.00000,3.00000,49.00000,12.00000,10.00000,16.05000
1992,Upper Secondary Level,448,34.84286,26.50256,43.18316,7.00000,12.00000,21.68948,1.00000,43.72369,12.00000,11.00000,15.00000
1992,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1992,First Stage of Tertiary Education,54,68.96826,25.58214,112.35437,5.19814,12.67801,22.87380,1.00000,49.38730,12.00000,7.95000,20.00000
1992,Second Stage of Tertiary Education,187,31.63190,21.16923,42.09456,8.00000,14.00000,22.63673,3.00000,44.59184,14.00000,10.00000,15.00000
1993,Pre-primary Level,,,,,,,,,,,,
1993,Primary Level,276,7.61568,6.47377,8.75758,2.00000,5.00000,10.00000,0.00000,22.00000,5.00000,4.00000,6.00000
1993,Lower Secondary Level,1162,8.83185,8.20508,9.45863,2.00000,5.00000,12.00000,0.00000,27.00000,5.00000,5.00000,6.00000
1993,Upper Secondary Level,3634,11.88613,11.40398,12.36828,2.00000,7.00000,15.00000,0.00000,34.50000,7.00000,6.00000,7.00000
1993,Post-secondary Non-tertiary Level,223,13.33194,11.34061,15.32326,3.52218,7.89561,19.54677,0.00000,43.58367,8.00000,6.00000,10.00000
1993,First Stage of Tertiary Education,452,11.04444,9.80727,12.28160,1.84054,6.00000,15.00000,0.00000,34.73919,6.00000,5.00000,8.00000
1993,Second Stage of Tertiary Education,1108,12.12866,11.26625,12.99107,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,6.00000,8.00000
1994,Pre-primary Level,,,,,,,,,,,,
1994,Primary Level,,,,,,,,,,,,
1994,Lower Secondary Level,,,,,,,,,,,,
1994,Upper Secondary Level,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1994,First Stage of Tertiary Education,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,,,,,,,,,,,,
1995,Pre-primary Level,,,,,,,,,,,,
1995,Primary Level,220,7.77367,6.62452,8.92281,2.00000,5.00000,10.00000,0.00000,22.00000,5.00000,3.00000,8.00000
1995,Lower Secondary Level,1062,10.12297,9.15559,11.09034,2.00000,5.00000,12.00000,0.00000,27.00000,5.00000,4.00000,6.00000
1995,Upper Secondary Level,3723,13.17334,12.43565,13.91103,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,7.00000,8.00000
1995,Post-secondary Non-tertiary Level,275,15.96305,12.11485,19.81125,4.00000,7.00000,18.00000,0.00000,39.00000,7.00000,7.00000,10.00000
1995,First Stage of Tertiary Education,483,14.70797,12.42917,16.98676,2.00000,8.00000,20.00000,0.00000,47.00000,8.00000,7.00000,10.00000
1995,Second Stage of Tertiary Education,1233,16.36377,14.82378,17.90376,3.00000,9.37350,20.00000,0.00000,45.50000,9.00000,8.00000,10.00000
1996,Pre-primary Level,,,,,,,,,,,,
1996,Primary Level,,,,,,,,,,,,
1996,Lower Secondary Level,,,,,,,,,,,,
1996,Upper Secondary Level,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1996,First Stage of Tertiary Education,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,,,,,,,,,,,,
1997,Pre-primary Level,,,,,,,,,,,,
1997,Primary Level,61,22.17699,6.78153,37.57244,7.00000,14.21787,20.00000,1.00000,39.50000,15.00000,8.00000,20.00000
1997,Lower Secondary Level,398,27.90961,22.03592,33.78330,8.00000,15.00000,25.00000,1.00000,50.50000,15.00000,14.00000,16.00000
1997,Upper Secondary Level,1697,28.60509,26.19069,31.01949,10.00000,17.00000,30.00000,1.00000,60.00000,17.00000,16.00000,18.00000
1997,Post-secondary Non-tertiary Level,133,29.44992,21.98005,36.91980,11.00000,17.00000,30.53206,2.00000,59.83014,17.00000,15.00000,20.00000
1997,First Stage of Tertiary Education,252,26.09437,22.35839,29.83035,12.00000,20.00000,30.00000,1.00000,57.00000,20.00000,17.00000,23.00000
1997,Second Stage of Tertiary Education,605,38.20200,33.03405,43.36996,14.49714,22.00000,39.27016,2.00000,76.42969,22.00000,20.00000,25.00000
1998,Pre-primary Level,114,7.60354,6.11295,9.09413,3.00000,5.00000,10.00000,1.00000,20.50000,5.00000,4.00000,7.00000
1998,Primary Level,155,8.49095,6.99022,9.99169,2.00000,5.00000,10.89946,1.00000,24.24866,5.00000,3.00000,6.00000
1998,Lower Secondary Level,938,13.51335,12.41349,14.61322,3.00000,8.00000,15.00000,0.00000,33.00000,8.00000,7.00000,10.00000
1998,Upper Secondary Level,3588,14.85824,14.25265,15.46383,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,9.00000,10.00000
1998,Post-secondary Non-tertiary Level,322,16.34907,14.15730,18.54084,5.00000,10.00000,20.00000,1.00000,42.50000,10.00000,8.00000,12.02500
1998,First Stage of Tertiary Education,482,15.51468,14.00348,17.02588,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,8.00000,12.00000
1998,Second Stage of Tertiary Education,1253,16.80809,15.80795,17.80823,5.00000,10.00000,22.00000,0.00000,47.50000,10.00000,10.00000,12.00000
1999,Pre-primary Level,,,,,,,,,,,,
1999,Primary Level,69,13.82321,11.38126,16.26516,6.00000,10.00000,20.00000,3.00000,41.00000,10.00000,7.00000,16.00000
1999,Lower Secondary Level,460,26.97584,22.15207,31.79960,9.00000,15.00000,25.00000,2.00000,49.00000,15.00000,13.00000,15.00000
1999,Upper Secondary Level,1963,28.51030,25.63769,31.38290,10.00000,16.00000,28.00000,2.00000,55.00000,16.00000,15.00000,18.00000
1999,Post-secondary Non-tertiary Level,169,24.06944,20.76281,27.37606,12.00000,19.00000,30.00000,2.00000,57.00000,19.00000,15.00000,22.07500
1999,First Stage of Tertiary Education,285,25.70006,21.70888,29.69124,10.00000,18.00000,30.00000,2.00000,60.00000,18.00000,16.00000,20.00000
1999,Second Stage of Tertiary Education,707,37.30839,32.72844,41.88833,14.00000,24.00000,36.00000,2.00000,69.00000,24.00000,20.00000,25.00000
2000,Pre-primary Level,,,,,,,,,,,,
2000,Primary Level,46,17.17030,13.10922,21.23139,8.69930,14.25226,20.00000,3.00000,36.95104,14.00000,10.00000,18.00000
2000,Lower Secondary Level,616,26.01359,21.43122,30.59597,8.00000,15.00000,25.00000,1.00000,50.50000,15.00000,14.00000,15.00000
2000,Upper Secondary Level,3437,26.27147,24.64170,27.90123,10.00000,16.00000,27.00000,1.00000,52.50000,16.00000,15.00000,17.00000
2000,Post-secondary Non-tertiary Level,350,25.60892,22.90442,28.31342,12.00000,20.00000,30.00000,2.00000,57.00000,20.00000,20.00000,22.00000
2000,First Stage of Tertiary Education,609,26.12861,23.49023,28.76698,10.22719,17.00000,30.00000,1.00000,59.65922,17.00000,15.97500,20.00000
2000,Second Stage of Tertiary Education,1344,34.50420,31.50823,37.50017,13.00000,20.00000,35.00000,2.00000,68.00000,20.00000,20.00000,24.00000
2001,Pre-primary Level,69,6.43529,4.17033,8.70024,2.00000,3.00000,6.00000,1.00000,12.00000,3.00000,2.00000,5.00000
2001,Primary Level,104,9.82667,6.96357,12.68976,2.00000,6.00000,11.00000,1.00000,24.50000,6.00000,4.00000,8.00000
2001,Lower Secondary Level,1122,13.87381,11.54899,16.19863,2.00000,7.00000,15.00000,1.00000,34.50000,7.00000,6.00000,8.00000
2001,Upper Secondary Level,5732,17.25090,16.20179,18.30001,3.00000,10.00000,20.00000,1.00000,45.50000,10.00000,8.97500,10.00000
2001,Post-secondary Non-tertiary Level,631,16.00324,13.31040,18.69608,4.00000,9.47964,20.00000,1.00000,44.00000,10.00000,7.00000,10.00000
2001,First Stage of Tertiary Education,941,17.95598,16.06204,19.84992,4.00000,10.08019,20.00000,1.00000,44.00000,10.00000,10.00000,12.00000
2001,Second Stage of Tertiary Education,2253,22.22079,20.03860,24.40298,5.00000,11.00000,23.00000,1.00000,50.00000,11.00000,10.00000,12.00000
2002,Pre-primary Level,63,5.78444,4.18072,7.38816,2.00000,3.37608,6.00000,1.00000,12.00000,3.00000,2.00000,5.00000
2002,Primary Level,90,8.35214,6.76481,9.93947,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,4.00000,10.00000
2002,Lower Secondary Level,1051,15.03309,12.13180,17.93438,2.00000,7.00000,15.00000,0.00000,34.50000,7.00000,6.00000,8.00000
2002,Upper Secondary Level,5593,17.99185,16.81260,19.17110,3.00000,10.00000,20.00000,0.00000,45.50000,10.00000,8.00000,10.00000
2002,Post-secondary Non-tertiary Level,703,16.80724,14.37739,19.23709,4.00000,10.00000,21.00000,0.00000,46.50000,10.00000,8.00000,12.00000
2002,First Stage of Tertiary Education,1001,18.03186,16.16529,19.89842,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,12.00000
2002,Second Stage of Tertiary Education,2957,24.29603,22.21323,26.37882,5.00000,11.00000,25.00000,0.00000,55.00000,11.00000,10.00000,12.00000
2003,Pre-primary Level,231,6.70233,5.86133,7.54333,2.00000,5.00000,9.00000,1.00000,19.50000,5.00000,4.00000,6.00000
2003,Primary Level,81,13.54655,6.14548,20.94762,3.00000,7.00000,15.00000,1.00000,33.00000,7.00000,5.00000,10.00000
2003,Lower Secondary Level,1019,12.79336,11.89400,13.69271,3.00000,8.00000,16.00000,1.00000,35.50000,8.00000,7.00000,10.00000
2003,Upper Secondary Level,5471,15.30701,14.75511,15.85891,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,9.00000,10.00000
2003,Post-secondary Non-tertiary Level,731,16.39963,14.79387,18.00539,5.00000,10.00000,20.00000,1.00000,42.50000,10.00000,8.00000,11.00000
2003,First Stage of Tertiary Education,896,16.98492,15.70599,18.26384,5.00000,11.00000,22.00000,1.00000,47.50000,11.00000,10.00000,13.00000
