"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1985","(Fach-)Abitur","maennlich","13.64","7.5","219","10.58","16.7"
"1985","(Fach-)Abitur","weiblich","10.83","6.5","132","9.04","12.62"
"1985","(noch) kein Abschluss","maennlich","7.67","3.5","247","6.5","8.84"
"1985","(noch) kein Abschluss","weiblich","7.6","4.5","182","6.59","8.61"
"1985","AkademikerIn","maennlich","16.77","9.5","345","14.8","18.74"
"1985","AkademikerIn","weiblich","10.87","5.5","145","8.55","13.19"
"1985","Hauptschule","maennlich","13.45","7.5","1935","12.54","14.36"
"1985","Hauptschule","weiblich","8.37","4.5","1085","7.77","8.97"
"1985","Realschule","maennlich","13.3","9.5","456","11.98","14.62"
"1985","Realschule","weiblich","10.33","6.5","506","9.37","11.29"
"1986","(Fach-)Abitur","maennlich","","","","",""
"1986","(Fach-)Abitur","weiblich","","","","",""
"1986","(noch) kein Abschluss","maennlich","","","","",""
"1986","(noch) kein Abschluss","weiblich","","","","",""
"1986","AkademikerIn","maennlich","","","","",""
"1986","AkademikerIn","weiblich","","","","",""
"1986","Hauptschule","maennlich","","","","",""
"1986","Hauptschule","weiblich","","","","",""
"1986","Realschule","maennlich","","","","",""
"1986","Realschule","weiblich","","","","",""
"1987","(Fach-)Abitur","maennlich","","","","",""
"1987","(Fach-)Abitur","weiblich","","","","",""
"1987","(noch) kein Abschluss","maennlich","","","","",""
"1987","(noch) kein Abschluss","weiblich","","","","",""
"1987","AkademikerIn","maennlich","","","","",""
"1987","AkademikerIn","weiblich","","","","",""
"1987","Hauptschule","maennlich","","","","",""
"1987","Hauptschule","weiblich","","","","",""
"1987","Realschule","maennlich","","","","",""
"1987","Realschule","weiblich","","","","",""
"1988","(Fach-)Abitur","maennlich","","","","",""
"1988","(Fach-)Abitur","weiblich","","","","",""
"1988","(noch) kein Abschluss","maennlich","","","","",""
"1988","(noch) kein Abschluss","weiblich","","","","",""
"1988","AkademikerIn","maennlich","","","","",""
"1988","AkademikerIn","weiblich","","","","",""
"1988","Hauptschule","maennlich","","","","",""
"1988","Hauptschule","weiblich","","","","",""
"1988","Realschule","maennlich","","","","",""
"1988","Realschule","weiblich","","","","",""
"1989","(Fach-)Abitur","maennlich","","","","",""
"1989","(Fach-)Abitur","weiblich","","","","",""
"1989","(noch) kein Abschluss","maennlich","","","","",""
"1989","(noch) kein Abschluss","weiblich","","","","",""
"1989","AkademikerIn","maennlich","","","","",""
"1989","AkademikerIn","weiblich","","","","",""
"1989","Hauptschule","maennlich","","","","",""
"1989","Hauptschule","weiblich","","","","",""
"1989","Realschule","maennlich","","","","",""
"1989","Realschule","weiblich","","","","",""
"1990","(Fach-)Abitur","maennlich","20.03","10.5","207","16.64","23.42"
"1990","(Fach-)Abitur","weiblich","12.9","7.5","141","9.14","16.66"
"1990","(noch) kein Abschluss","maennlich","11.78","5.5","191","10.01","13.55"
"1990","(noch) kein Abschluss","weiblich","6.92","3.5","147","5.79","8.05"
"1990","AkademikerIn","maennlich","19.32","11.5","330","16.45","22.19"
"1990","AkademikerIn","weiblich","14.42","8.5","139","10.09","18.75"
"1990","Hauptschule","maennlich","14.08","7.5","1624","13.16","15"
"1990","Hauptschule","weiblich","8.75","4.5","943","8.1","9.4"
"1990","Realschule","maennlich","16.36","10.5","422","14.57","18.15"
"1990","Realschule","weiblich","11.3","7.5","514","9.74","12.86"
"1991","(Fach-)Abitur","maennlich","","","","",""
"1991","(Fach-)Abitur","weiblich","","","","",""
"1991","(noch) kein Abschluss","maennlich","","","","",""
"1991","(noch) kein Abschluss","weiblich","","","","",""
"1991","AkademikerIn","maennlich","60.25","12.5","119","33.6","86.9"
"1991","AkademikerIn","weiblich","17.68","9.5","81","10.41","24.95"
"1991","Hauptschule","maennlich","37.52","9.5","122","18.22","56.82"
"1991","Hauptschule","weiblich","12.12","9","64","4.96","19.28"
"1991","Realschule","maennlich","61.62","12.5","278","45.4","77.84"
"1991","Realschule","weiblich","16.4","9.5","145","11.7","21.1"
"1992","(Fach-)Abitur","maennlich","","","","",""
"1992","(Fach-)Abitur","weiblich","","","","",""
"1992","(noch) kein Abschluss","maennlich","","","","",""
"1992","(noch) kein Abschluss","weiblich","","","","",""
"1992","AkademikerIn","maennlich","43.68","15.5","98","25.79","61.57"
"1992","AkademikerIn","weiblich","16.91","9.5","89","6.99","26.83"
"1992","Hauptschule","maennlich","43.68","11.5","118","21.85","65.51"
"1992","Hauptschule","weiblich","16.18","9.5","56","8.02","24.34"
"1992","Realschule","maennlich","54.03","14.5","238","38.36","69.7"
"1992","Realschule","weiblich","21.77","10.5","136","9.14","34.4"
"1993","(Fach-)Abitur","maennlich","14.93","8.5","252","12.53","17.33"
"1993","(Fach-)Abitur","weiblich","14.5","7.5","215","12.19","16.81"
"1993","(noch) kein Abschluss","maennlich","10.04","5.5","175","8.11","11.97"
"1993","(noch) kein Abschluss","weiblich","5","2.5","133","4.08","5.92"
"1993","AkademikerIn","maennlich","14.28","7.5","615","13.03","15.53"
"1993","AkademikerIn","weiblich","8.57","4.5","493","7.72","9.42"
"1993","Hauptschule","maennlich","12.61","7.5","1825","11.95","13.27"
"1993","Hauptschule","weiblich","7.74","3.5","1209","7.16","8.32"
"1993","Realschule","maennlich","13.41","8.5","912","12.47","14.35"
"1993","Realschule","weiblich","9.79","5.5","995","9.11","10.47"
"1994","(Fach-)Abitur","maennlich","","","","",""
"1994","(Fach-)Abitur","weiblich","","","","",""
"1994","(noch) kein Abschluss","maennlich","","","","",""
"1994","(noch) kein Abschluss","weiblich","","","","",""
"1994","AkademikerIn","maennlich","","","","",""
"1994","AkademikerIn","weiblich","","","","",""
"1994","Hauptschule","maennlich","","","","",""
"1994","Hauptschule","weiblich","","","","",""
"1994","Realschule","maennlich","","","","",""
"1994","Realschule","weiblich","","","","",""
"1995","(Fach-)Abitur","maennlich","18.71","7.5","312","13.78","23.64"
"1995","(Fach-)Abitur","weiblich","17.83","9.5","249","13.54","22.12"
"1995","(noch) kein Abschluss","maennlich","9.57","6.5","138","7.79","11.35"
"1995","(noch) kein Abschluss","weiblich","6.41","2.5","124","4.71","8.11"
"1995","AkademikerIn","maennlich","19.64","9.5","682","16.54","22.74"
"1995","AkademikerIn","weiblich","11.05","6.5","551","9.69","12.41"
"1995","Hauptschule","maennlich","13.6","7.5","1728","12.63","14.57"
"1995","Hauptschule","weiblich","8.22","3.5","1133","7.52","8.92"
"1995","Realschule","maennlich","16.32","9.5","990","13.94","18.7"
"1995","Realschule","weiblich","10.73","5.5","1042","9.9","11.56"
"1996","(Fach-)Abitur","maennlich","","","","",""
"1996","(Fach-)Abitur","weiblich","","","","",""
"1996","(noch) kein Abschluss","maennlich","","","","",""
"1996","(noch) kein Abschluss","weiblich","","","","",""
"1996","AkademikerIn","maennlich","","","","",""
"1996","AkademikerIn","weiblich","","","","",""
"1996","Hauptschule","maennlich","","","","",""
"1996","Hauptschule","weiblich","","","","",""
"1996","Realschule","maennlich","","","","",""
"1996","Realschule","weiblich","","","","",""
