year,migback,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,male,,,,,,,,,,,,
1984,No migration background,female,,,,,,,,,,,,
1984,Direct migration background,male,,,,,,,,,,,,
1984,Direct migration background,female,,,,,,,,,,,,
1984,Indirect migration background,male,,,,,,,,,,,,
1984,Indirect migration background,female,,,,,,,,,,,,
1985,No migration background,male,2582,38.80962,38.46126,39.15798,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1985,No migration background,female,1744,29.11744,28.58697,29.64792,20.00000,30.00000,40.00000,0.0,70.00000,30.0,30.00000,30.00000
1985,Direct migration background,male,1207,39.03772,38.55416,39.52127,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Direct migration background,female,616,31.47362,30.59569,32.35156,20.00000,35.00000,40.00000,0.0,70.00000,35.0,35.00000,38.02500
1985,Indirect migration background,male,33,40.75862,39.24158,42.27567,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1985,Indirect migration background,female,,,,,,,,,,,,
1986,No migration background,male,2502,38.45970,38.13382,38.78558,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1986,No migration background,female,1701,29.67880,29.15685,30.20075,20.00000,30.00000,40.00000,0.0,70.00000,30.0,30.00000,30.00000
1986,Direct migration background,male,1208,39.09236,38.63048,39.55425,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1986,Direct migration background,female,617,30.99223,30.15843,31.82603,20.00000,35.00000,40.00000,0.0,70.00000,35.0,30.00000,35.00000
1986,Indirect migration background,male,44,38.89038,37.39723,40.38352,37.51284,40.00000,40.00000,33.78211,43.73074,40.0,38.00000,40.00000
1986,Indirect migration background,female,38,31.27112,28.32216,34.22008,22.26893,35.34626,40.00000,15.0,40.0,36.0,20.00000,40.00000
1987,No migration background,male,2458,39.14770,38.82698,39.46841,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1987,No migration background,female,1657,30.43780,29.91374,30.96186,20.00000,35.00000,40.00000,0.0,70.00000,35.0,30.00000,35.00000
1987,Direct migration background,male,1144,39.55623,39.16607,39.94640,38.00000,40.00000,40.00000,35.00000,43.00000,40.0,40.00000,40.00000
1987,Direct migration background,female,609,31.90357,31.11160,32.69553,25.00000,35.00000,40.00000,2.50000,62.50000,35.0,35.00000,35.00000
1987,Indirect migration background,male,48,39.47365,37.65958,41.28773,38.56468,40.00000,40.00000,36.41169,42.15299,40.0,40.00000,40.00000
1987,Indirect migration background,female,36,34.47973,32.25472,36.70473,30.00000,35.00000,40.00000,15.00000,50.0,35.0,30.00000,40.00000
1988,No migration background,male,2373,38.83275,38.52232,39.14319,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1988,No migration background,female,1617,29.91315,29.39312,30.43318,20.00000,32.00000,40.00000,0.0,70.00000,32.0,30.00000,35.00000
1988,Direct migration background,male,1087,39.08687,38.64011,39.53363,37.00000,40.00000,40.00000,32.50000,44.50000,40.0,40.00000,40.00000
1988,Direct migration background,female,595,30.65944,29.83798,31.48091,20.00000,35.00000,40.00000,0.0,70.00000,35.0,30.00000,35.00000
1988,Indirect migration background,male,63,37.65470,35.59682,39.71258,35.60885,40.00000,40.00000,29.02211,46.58673,40.0,36.00000,40.00000
1988,Indirect migration background,female,47,31.95907,29.29646,34.62169,20.89482,35.00000,40.00000,15.0,50.0,35.0,20.00000,40.00000
1989,No migration background,male,2239,38.48475,38.17305,38.79645,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1989,No migration background,female,1546,29.92099,29.37936,30.46262,20.00000,30.00000,39.00000,0.0,67.50000,30.0,30.00000,32.00000
1989,Direct migration background,male,972,39.16105,38.67227,39.64982,37.00000,40.00000,40.00000,32.50000,44.50000,40.0,39.00000,40.00000
1989,Direct migration background,female,508,31.16614,30.26967,32.06260,25.00000,35.00000,40.00000,2.50000,62.50000,35.0,30.00000,35.00000
1989,Indirect migration background,male,64,38.72583,36.36327,41.08839,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,37.00000,40.00000
1989,Indirect migration background,female,53,32.38131,30.33486,34.42776,25.13140,35.00000,38.19168,8.0,50.0,35.0,25.00000,38.00000
1990,No migration background,male,2407,38.08577,37.80854,38.36301,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,39.00000
1990,No migration background,female,1901,29.27137,28.82258,29.72016,20.00000,30.00000,38.00000,0.0,65.00000,30.0,30.00000,32.00000
1990,Direct migration background,male,1093,38.51567,38.12924,38.90209,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,40.00000
1990,Direct migration background,female,713,30.69308,29.99281,31.39335,20.00000,35.00000,38.00000,0.0,65.00000,35.0,34.97500,35.00000
1990,Indirect migration background,male,118,36.92255,35.62530,38.21980,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,35.97500,40.00000
1990,Indirect migration background,female,103,32.34730,30.33706,34.35754,26.20455,35.00000,40.00000,5.51136,50.0,35.0,35.00000,38.00000
1991,No migration background,male,3689,38.59352,38.33785,38.84920,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1991,No migration background,female,2871,30.61566,30.22455,31.00677,20.00000,35.00000,39.00000,0.0,67.50000,35.0,33.97500,35.00000
1991,Direct migration background,male,1058,38.04717,37.56548,38.52886,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,40.00000
1991,Direct migration background,female,621,30.97573,30.18718,31.76429,25.00000,35.00000,38.00000,5.50000,57.50000,35.0,32.00000,35.00000
1991,Indirect migration background,male,106,37.51934,35.97304,39.06564,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,40.00000
1991,Indirect migration background,female,96,33.41627,31.75534,35.07720,30.00000,35.00000,38.00000,18.00000,50.00000,35.0,32.00000,38.00000
1992,No migration background,male,2189,37.96578,37.64134,38.29022,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,39.02500
1992,No migration background,female,1606,28.94302,28.42659,29.45945,20.00000,30.00000,38.00000,0.0,60.0,30.0,30.00000,30.00000
1992,Direct migration background,male,973,37.88521,37.40407,38.36636,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,40.00000
1992,Direct migration background,female,535,30.63298,29.81659,31.44938,25.00000,35.00000,38.00000,5.50000,57.50000,35.0,30.00000,35.00000
1992,Indirect migration background,male,113,37.30989,35.85370,38.76609,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,40.00000
1992,Indirect migration background,female,106,29.36943,27.36944,31.36942,20.00000,35.00000,38.00000,2.0,50.0,35.0,30.00000,36.02500
1993,No migration background,male,3306,38.60251,38.34181,38.86321,36.00000,40.00000,40.00000,30.00000,46.00000,40.0,40.00000,40.00000
1993,No migration background,female,2560,29.92206,29.51250,30.33163,20.00000,30.00000,38.00000,0.0,60.0,30.0,30.00000,35.00000
1993,Direct migration background,male,889,37.93003,37.51150,38.34856,36.00000,39.00000,40.00000,30.00000,46.00000,39.0,38.00000,40.00000
1993,Direct migration background,female,533,30.39884,29.46440,31.33327,24.00000,35.00000,38.00000,3.00000,59.00000,35.0,30.00000,36.00000
1993,Indirect migration background,male,150,37.67336,36.73174,38.61499,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,40.00000
1993,Indirect migration background,female,119,32.07371,30.38558,33.76183,30.00000,35.00000,38.00000,18.00000,40.0,35.0,34.92500,37.00000
1994,No migration background,male,3125,38.68436,38.42665,38.94206,36.00000,40.00000,40.00000,30.00000,46.00000,40.0,40.00000,40.00000
1994,No migration background,female,2471,30.35828,29.96271,30.75386,21.00000,32.00000,38.00000,0.0,63.50000,32.0,30.00000,35.00000
1994,Direct migration background,male,809,37.97706,37.46339,38.49073,36.00000,38.66542,40.00000,30.00000,46.00000,39.0,38.00000,40.00000
1994,Direct migration background,female,503,30.37439,29.49421,31.25457,20.00000,35.00000,38.00000,0.0,60.0,35.0,30.00000,35.00000
1994,Indirect migration background,male,154,37.25622,35.81132,38.70112,36.00000,38.00000,40.00000,30.00000,46.00000,38.0,38.00000,40.00000
1994,Indirect migration background,female,128,32.69542,31.05637,34.33447,27.97388,36.00000,40.00000,9.93471,58.03917,36.0,35.00000,38.00000
1995,No migration background,male,3267,37.84779,37.50170,38.19387,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1995,No migration background,female,2577,28.99739,28.54745,29.44734,20.00000,30.00000,38.00000,0.0,65.00000,30.0,30.00000,32.00000
1995,Direct migration background,male,933,37.26541,36.60261,37.92821,35.00000,39.03576,40.00000,27.50000,47.50000,39.0,38.00000,40.00000
1995,Direct migration background,female,575,29.36558,28.39916,30.33200,20.00000,30.00000,38.00000,0.0,65.00000,30.0,30.00000,35.00000
1995,Indirect migration background,male,160,35.69902,33.91982,37.47822,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,35.00000,38.00000
1995,Indirect migration background,female,136,31.48060,29.64017,33.32103,25.00000,37.00000,40.00000,5.0,48.0,37.0,35.00000,38.00000
1996,No migration background,male,,,,,,,,,,,,
1996,No migration background,female,,,,,,,,,,,,
1996,Direct migration background,male,,,,,,,,,,,,
