"year","bildungsniveau","sex","mean","median","n","lower_confidence","upper_confidence"
"1985","(Fach-)Abitur","maennlich","35.6","40","250","34.18","37.02"
"1985","(Fach-)Abitur","weiblich","29.8","34.59","163","27.99","31.61"
"1985","(noch) kein Abschluss","maennlich","38.99","40","299","38.3","39.68"
"1985","(noch) kein Abschluss","weiblich","33.91","40","203","32.48","35.34"
"1985","AkademikerInnen","maennlich","37.68","40","414","36.83","38.53"
"1985","AkademikerInnen","weiblich","28.42","30","160","26.74","30.1"
"1985","Hauptschulabschluss","maennlich","39.5","40","2307","39.17","39.83"
"1985","Hauptschulabschluss","weiblich","28.67","30","1277","28.03","29.31"
"1985","Realschulabschluss","maennlich","38.56","40","543","37.81","39.31"
"1985","Realschulabschluss","weiblich","30.38","35","561","29.52","31.24"
"1986","(Fach-)Abitur","maennlich","35.54","40","247","34.41","36.67"
"1986","(Fach-)Abitur","weiblich","31.2","30","184","29.69","32.71"
"1986","(noch) kein Abschluss","maennlich","39.19","40","287","38.32","40.06"
"1986","(noch) kein Abschluss","weiblich","32.4","38","195","30.66","34.14"
"1986","AkademikerInnen","maennlich","37.24","40","416","36.42","38.06"
"1986","AkademikerInnen","weiblich","28.56","30","152","26.9","30.22"
"1986","Hauptschulabschluss","maennlich","39.27","40","2248","38.94","39.6"
"1986","Hauptschulabschluss","weiblich","29.15","30","1252","28.53","29.77"
"1986","Realschulabschluss","maennlich","37.8","40","536","37.11","38.49"
"1986","Realschulabschluss","weiblich","30.83","35","550","29.97","31.69"
"1987","(Fach-)Abitur","maennlich","36.72","40","254","35.34","38.1"
"1987","(Fach-)Abitur","weiblich","30.99","35","174","29.45","32.53"
"1987","(noch) kein Abschluss","maennlich","39.25","40","265","38.52","39.98"
"1987","(noch) kein Abschluss","weiblich","31.73","38","190","30.27","33.19"
"1987","AkademikerInnen","maennlich","38.18","40","393","37.28","39.08"
"1987","AkademikerInnen","weiblich","29.77","30","155","28.09","31.45"
"1987","Hauptschulabschluss","maennlich","39.69","40","2176","39.4","39.98"
"1987","Hauptschulabschluss","weiblich","29.58","30","1197","28.97","30.19"
"1987","Realschulabschluss","maennlich","39.32","40","529","38.63","40.01"
"1987","Realschulabschluss","weiblich","32.28","35","555","31.45","33.11"
"1988","(Fach-)Abitur","maennlich","36.62","38","232","35.41","37.83"
"1988","(Fach-)Abitur","weiblich","32.3","35","164","30.74","33.86"
"1988","(noch) kein Abschluss","maennlich","38.45","40","238","37.62","39.28"
"1988","(noch) kein Abschluss","weiblich","30.81","35","171","29.18","32.44"
"1988","AkademikerInnen","maennlich","37.54","40","387","36.74","38.34"
"1988","AkademikerInnen","weiblich","28.74","30","155","27.17","30.31"
"1988","Hauptschulabschluss","maennlich","39.41","40","2093","39.12","39.7"
"1988","Hauptschulabschluss","weiblich","28.92","30","1179","28.3","29.54"
"1988","Realschulabschluss","maennlich","38.99","40","526","38.3","39.68"
"1988","Realschulabschluss","weiblich","31.54","35","552","30.74","32.34"
"1989","(Fach-)Abitur","maennlich","36.09","39","241","34.86","37.32"
"1989","(Fach-)Abitur","weiblich","30.83","35","157","29.25","32.41"
"1989","(noch) kein Abschluss","maennlich","38.82","40","203","38.02","39.62"
"1989","(noch) kein Abschluss","weiblich","31.09","35","139","29.45","32.73"
"1989","AkademikerInnen","maennlich","37.02","40","379","36.15","37.89"
"1989","AkademikerInnen","weiblich","29.76","30","145","27.95","31.57"
"1989","Hauptschulabschluss","maennlich","38.98","40","1909","38.67","39.29"
"1989","Hauptschulabschluss","weiblich","29.31","30","1092","28.66","29.96"
"1989","Realschulabschluss","maennlich","39.46","40","496","38.92","40"
"1989","Realschulabschluss","weiblich","31.13","35","546","30.28","31.98"
"1990","(Fach-)Abitur","maennlich","37.75","38","353","37.13","38.37"
"1990","(Fach-)Abitur","weiblich","31.73","35","236","30.6","32.86"
"1990","(noch) kein Abschluss","maennlich","38.2","40","270","37.51","38.89"
"1990","(noch) kein Abschluss","weiblich","33.45","35","233","32.25","34.65"
"1990","AkademikerInnen","maennlich","36.81","39","386","36.03","37.59"
"1990","AkademikerInnen","weiblich","28.99","30","177","27.43","30.55"
"1990","Hauptschulabschluss","maennlich","38.64","39","2016","38.35","38.93"
"1990","Hauptschulabschluss","weiblich","28.5","30","1338","27.96","29.04"
"1990","Realschulabschluss","maennlich","37.82","39","530","37.27","38.37"
"1990","Realschulabschluss","weiblich","29.9","35","673","29.15","30.65"
"1991","(Fach-)Abitur","maennlich","35.95","38","300","34.87","37.03"
"1991","(Fach-)Abitur","weiblich","31.38","35","212","30.06","32.7"
"1991","(noch) kein Abschluss","maennlich","36.86","39","233","35.97","37.75"
"1991","(noch) kein Abschluss","weiblich","30.21","35","167","28.58","31.84"
"1991","AkademikerInnen","maennlich","38.09","40","736","37.48","38.7"
"1991","AkademikerInnen","weiblich","31.97","35","546","31.18","32.76"
"1991","Hauptschulabschluss","maennlich","38.95","40","2366","38.67","39.23"
"1991","Hauptschulabschluss","weiblich","29.43","30","1522","28.89","29.97"
"1991","Realschulabschluss","maennlich","38.93","40","1163","38.49","39.37"
