"year","bildungsniveau","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","","",""
"1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.08","35","413","31.92","34.24"
"1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","37.1","40","502","36.35","37.85"
"1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","","",""
"1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.09","40","574","34.25","35.93"
"1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","35.47","40","3584","35.12","35.82"
"1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","34.33","40","1104","33.7","34.96"
"1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","","",""
"1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.49","35","431","32.54","34.44"
"1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","36.73","40","482","35.81","37.65"
"1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","","",""
"1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.95","38","568","34.13","35.77"
"1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","35.51","40","3500","35.17","35.85"
"1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","34.24","38","1086","33.64","34.84"
"1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","","",""
"1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","34.23","36","428","33.16","35.3"
"1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","36.45","40","455","35.68","37.22"
"1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","","",""
"1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.77","40","548","34.9","36.64"
"1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","35.98","40","3373","35.66","36.3"
"1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","35.66","38","1084","35.08","36.24"
"1988","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","","",""
"1988","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","34.61","36","396","33.62","35.6"
"1988","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1988","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","35.67","40","409","34.77","36.57"
"1988","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","","",""
"1988","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.98","38","542","34.17","35.79"
"1988","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1988","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","35.5","39","3272","35.17","35.83"
"1988","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1988","Realschulabschluss","Westdeutschland, alte Bundeslaender","35.15","38","1078","34.57","35.73"
"1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","","",""
"1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.8","37","398","32.79","34.81"
"1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","36.15","39","342","35.26","37.04"
"1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","","",""
"1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.02","38","524","34.16","35.88"
"1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","35.4","38","3001","35.06","35.74"
"1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","35.01","38","1042","34.44","35.58"
"1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","","",""
"1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","35.37","37","589","34.73","36.01"
"1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","36.13","38","503","35.42","36.84"
"1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","","",""
"1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.35","36","563","33.57","35.13"
"1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.54","37","3354","34.22","34.86"
"1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.42","37","1203","32.89","33.95"
"1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","40.73","40","65","38.57","42.89"
"1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.49","37","447","32.58","34.4"
"1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","34.32","38","386","33.37","35.27"
"1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","37.78","40","734","37.16","38.4"
"1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.69","37","548","33.86","35.52"
"1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","38.61","40","765","38.01","39.21"
"1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.61","38","3123","34.27","34.95"
"1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","38.85","40","1156","38.39","39.31"
"1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.82","37","1092","33.24","34.4"
"1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","","",""
"1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.15","35","444","32.21","34.09"
"1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","34.38","38","343","33.36","35.4"
"1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","","",""
"1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.5","38","553","33.7","35.3"
"1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.73","38","2975","34.38","35.08"
"1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.73","37","1099","33.17","34.29"
"1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","36.14","40","69","33.96","38.32"
"1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.7","36","439","32.7","34.7"
"1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","35.66","38","306","34.59","36.73"
"1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36.56","40","628","35.85","37.27"
"1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.01","38","563","34.24","35.78"
"1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","37.72","40","478","36.95","38.49"
"1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.44","38","2834","34.09","34.79"
"1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","38.14","40","985","37.64","38.64"
"1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.88","37","1115","33.3","34.46"
"1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","37.69","40","77","35.8","39.58"
"1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.83","36","444","32.89","34.77"
"1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","35.71","38","284","34.59","36.83"
"1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","37.37","40","615","36.73","38.01"
"1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.14","37.11","592","33.38","34.9"
"1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","38.33","40","439","37.68","38.98"
"1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.73","38","2536","34.36","35.1"
"1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","38.48","40","952","38.01","38.95"
"1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.98","37","1079","33.44","34.52"
"1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34.47","39","90","32.11","36.83"
"1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.85","36","521","32.81","34.89"
"1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","35.14","37","266","33.77","36.51"
"1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","35.86","40","616","35.01","36.71"
"1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.11","37","700","33.36","34.86"
"1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","35.28","40","427","34.14","36.42"
"1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","33.58","37","2653","33.15","34.01"
"1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","36.83","40","991","36.09","37.57"
"1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.01","36","1197","32.35","33.67"
"1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","","",""
"1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","","",""
"1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","","",""
"1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","","",""
"1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","","",""
"1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","","",""
"1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","","",""
"1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","37.65","40","97","36.02","39.28"
"1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","34.68","38","521","33.63","35.73"
"1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","33.54","37","215","32.19","34.89"
"1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","37.34","40","591","36.67","38.01"
"1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.41","38","720","34.71","36.11"
"1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","38.13","40","352","37.23","39.03"
