year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,3259,34.6389306572116,34.45544560285812,34.822415711565085,30.0,40.0,40.0,15.0,55.0,40.0,40.0,40.0
1985,No migration background,Rural regions,1067,35.6851454179761,35.359850104989,36.010440730963204,30.0,40.0,40.0,15.0,55.0,40.0,40.0,40.0
1985,Direct migration background,Urban regions,1602,36.39883393403024,36.16804067109199,36.6296271969685,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1985,Direct migration background,Rural regions,221,35.63420189933815,34.801384372398914,36.46701942627739,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1985,Indirect migration background,Urban regions,52,36.39609510123703,35.263565652790476,37.528624549683585,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,3184,34.61591520742396,34.445482732036105,34.786347682811815,30.0,38.0,40.0,15.0,55.0,38.0,36.0,38.0
1986,No migration background,Rural regions,1019,35.93935482341777,35.60785824668094,36.270851400154605,30.0,40.0,40.0,15.0,55.0,40.0,40.0,40.0
1986,Direct migration background,Urban regions,1592,36.14160725012427,35.91006544552586,36.373149054722674,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1986,Direct migration background,Rural regions,233,36.322026889171994,35.64400722942115,37.00004654892284,30.0,40.0,40.0,15.0,55.0,40.0,40.0,40.025
1986,Indirect migration background,Urban regions,67,35.590574824168385,34.686994505178305,36.494155143158466,33.81476429424299,40.0,40.0,24.536910735607478,49.27785355863551,40.0,40.0,45.0
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,3097,35.478823692652455,35.30828307254876,35.64936431275615,32.6019552713021,39.0,40.0,21.504888178255257,51.097067093046846,39.0,38.0,40.0
1987,No migration background,Rural regions,1018,36.170852179669836,35.84405025924653,36.49765410009314,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1987,Direct migration background,Urban regions,1519,36.790122332877736,36.57633699670806,37.003907669047415,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1987,Direct migration background,Rural regions,234,36.548375342549654,35.965915944415414,37.130834740683895,35.0,40.0,40.0,27.5,47.5,40.0,40.0,42.0
1987,Indirect migration background,Urban regions,71,37.68244055412968,36.89405376976401,38.47082733849535,35.0,40.0,40.0,27.5,47.5,40.0,40.0,42.0
