"year","bildungsniveau","bula_h","mean","median","n","lower_confidence","upper_confidence"
"1985","(Fach-)Abitur","Baden-Wuerttemberg","35.11","40","71","32.6","37.62"
"1985","(Fach-)Abitur","Bayern","31.67","38.98","57","28.53","34.81"
"1985","(Fach-)Abitur","Berlin","","","","",""
"1985","(Fach-)Abitur","Brandenburg","","","","",""
"1985","(Fach-)Abitur","Bremen","","","","",""
"1985","(Fach-)Abitur","Hamburg","","","","",""
"1985","(Fach-)Abitur","Hessen","30.89","33.55","45","27.63","34.15"
"1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1985","(Fach-)Abitur","Niedersachsen","31.42","35","32","27.39","35.45"
"1985","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"1985","(Fach-)Abitur","Rheinland-Pfalz","","","","",""
"1985","(Fach-)Abitur","Saarland","","","","",""
"1985","(Fach-)Abitur","Sachsen","","","","",""
"1985","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"1985","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"1985","(Fach-)Abitur","Thueringen","","","","",""
"1985","(noch) kein Abschluss","Baden-Wuerttemberg","","","","",""
"1985","(noch) kein Abschluss","Bayern","38.25","40","53","35.71","40.79"
"1985","(noch) kein Abschluss","Berlin","","","","",""
"1985","(noch) kein Abschluss","Brandenburg","","","","",""
"1985","(noch) kein Abschluss","Bremen","","","","",""
"1985","(noch) kein Abschluss","Hamburg","","","","",""
"1985","(noch) kein Abschluss","Hessen","35.25","40","66","33.19","37.31"
"1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"1985","(noch) kein Abschluss","Niedersachsen","","","","",""
"1985","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"1985","(noch) kein Abschluss","Rheinland-Pfalz","37.26","40","37","34.79","39.73"
"1985","(noch) kein Abschluss","Saarland","","","","",""
"1985","(noch) kein Abschluss","Sachsen","","","","",""
"1985","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"1985","(noch) kein Abschluss","Schleswig-Holstein","36.99","32.98","4","18.57","55.41"
"1985","(noch) kein Abschluss","Thueringen","","","","",""
