year,migback,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,West,,,,,,,,,,,,
1984,Direct migration background,West,,,,,,,,,,,,
1984,Indirect migration background,West,,,,,,,,,,,,
1985,No migration background,West,4326,34.90286,34.56429,35.21235,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,Direct migration background,West,1823,36.29771,35.53608,37.03025,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1985,Indirect migration background,West,61,36.73855,34.31900,40.30638,35.61576,40.00000,40.00000,29.03939,46.57636,40.0,40.00000,40.00000
1986,No migration background,West,4203,34.94473,34.60633,35.26768,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,42.00000
1986,Direct migration background,West,1825,36.16779,35.45872,36.80251,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1986,Indirect migration background,West,82,34.86340,31.76884,37.89237,30.00000,40.00000,40.00000,15.00000,50.0,40.0,40.00000,45.00000
1987,No migration background,West,4115,35.65202,35.32451,35.96352,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,41.00000
1987,Direct migration background,West,1753,36.75538,36.11524,37.35448,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1987,Indirect migration background,West,84,36.91664,34.88358,39.22109,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,45.00000
1988,No migration background,West,3990,35.23672,34.92474,35.52704,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1988,Direct migration background,West,1682,35.92292,35.05988,36.67169,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,42.00000
1988,Indirect migration background,West,110,34.82894,32.51510,37.36568,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,36.00000,41.00000
1989,No migration background,West,3785,35.02523,34.68213,35.32453,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1989,Direct migration background,West,1480,36.27267,35.51530,37.00699,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,37.00000,38.00000
1989,Indirect migration background,West,117,35.31047,32.77120,38.26911,29.26280,38.00000,40.00000,13.15700,56.10580,38.0,36.00000,41.00000
1990,No migration background,West,4308,34.27591,34.01172,34.59169,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.97500,37.00000
1990,No migration background,East,,,,,,,,,,,,
1990,Direct migration background,West,1806,35.36731,34.71547,35.95215,35.00000,37.00000,40.00000,27.50000,47.50000,37.0,36.00000,37.00000
1990,Direct migration background,East,,,,,,,,,,,,
1990,Indirect migration background,West,221,34.76152,32.93079,36.46541,31.78197,37.00000,40.00000,19.45492,52.32705,37.0,35.97500,39.00000
1990,Indirect migration background,East,,,,,,,,,,,,
1991,No migration background,West,3894,34.15963,33.86983,34.52595,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,37.00000
1991,No migration background,East,2666,38.57828,38.18868,38.94327,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1991,Direct migration background,West,1606,35.21479,34.36433,35.91554,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,39.00000
1991,Direct migration background,East,73,37.89560,35.33457,41.17700,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1991,Indirect migration background,West,200,35.36797,33.65401,36.94078,32.00000,37.00000,40.00000,20.00000,52.00000,37.0,36.00000,39.00000
1991,Indirect migration background,East,,,,,,,,,,,,
1992,No migration background,West,3793,34.24751,33.87094,34.56101,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,37.00000
1992,No migration background,East,,,,,,,,,,,,
1992,Direct migration background,West,1508,35.20412,34.60003,35.82539,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,39.00000
1992,Direct migration background,East,,,,,,,,,,,,
1992,Indirect migration background,West,219,33.35240,31.51245,35.53021,30.00000,37.00000,40.00000,15.00000,50.0,37.0,36.00000,39.00000
1992,Indirect migration background,East,,,,,,,,,,,,
1993,No migration background,West,3729,34.21361,33.85174,34.54714,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,37.00000
1993,No migration background,East,2137,37.62899,37.18554,38.08720,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1993,Direct migration background,West,1378,35.07464,34.33922,35.88549,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,39.00000
1993,Direct migration background,East,44,34.80463,31.40072,37.67917,30.00000,40.00000,40.00000,15.00000,48.0,40.0,40.00000,45.00000
1993,Indirect migration background,West,262,35.02008,33.37333,36.77685,35.00000,37.00000,40.00000,27.50000,47.50000,37.0,36.00000,38.00000
1993,Indirect migration background,East,,,,,,,,,,,,
1994,No migration background,West,3542,34.35699,33.98781,34.71620,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
1994,No migration background,East,2054,38.14927,37.74644,38.55542,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1994,Direct migration background,West,1262,34.71770,33.99733,35.56450,35.00000,37.50898,40.00000,27.50000,47.50000,37.0,36.00000,37.00000
1994,Direct migration background,East,50,37.90663,35.63417,39.59430,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,45.00000
1994,Indirect migration background,West,273,35.15659,33.33107,37.21632,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,39.00000
1994,Indirect migration background,East,,,,,,,,,,,,
1995,No migration background,West,3759,33.57802,33.08827,33.98208,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,37.00000,38.00000
1995,No migration background,East,2085,36.18293,35.63820,36.77702,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1995,Direct migration background,West,1453,34.12325,33.15775,34.85635,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
1995,Direct migration background,East,55,34.66220,31.60563,37.70058,32.00000,39.90299,40.00000,20.00000,52.00000,40.0,40.00000,45.00000
1995,Indirect migration background,West,286,33.49610,31.57683,36.05124,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,39.00000
