"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"1985","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1985","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1985","16-34 Jahre alt","AkademikerInnen","","","","",""
"1985","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1985","16-34 Jahre alt","Realschulabschluss","34.67","40","655","33.94","35.4"
"1985","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1985","35-65 Jahre alt","(noch) kein Abschluss","38.27","40","381","37.44","39.1"
"1985","35-65 Jahre alt","AkademikerInnen","35.56","40","381","34.51","36.61"
"1985","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1985","35-65 Jahre alt","Realschulabschluss","33.98","39.69","444","32.86","35.1"
"1985","66 und Ã¤lter","(Fach-)Abitur","20.32","9.81","7","5.31","35.33"
"1985","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1985","66 und Ã¤lter","AkademikerInnen","37.35","37.65","5","31.8","42.9"
"1985","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1985","66 und Ã¤lter","Realschulabschluss","24.51","21.55","5","2.3","46.72"
"1986","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1986","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1986","16-34 Jahre alt","AkademikerInnen","","","","",""
"1986","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1986","16-34 Jahre alt","Realschulabschluss","35.23","38","655","34.55","35.91"
"1986","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1986","35-65 Jahre alt","(noch) kein Abschluss","37.55","40","369","36.48","38.62"
"1986","35-65 Jahre alt","AkademikerInnen","35.22","40","384","34.2","36.24"
"1986","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1986","35-65 Jahre alt","Realschulabschluss","33.04","35.47","427","31.95","34.13"
"1986","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1986","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1986","66 und Ã¤lter","AkademikerInnen","34.75","28.06","5","15.92","53.58"
"1986","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1986","66 und Ã¤lter","Realschulabschluss","20.93","15.45","4","-6.66","48.52"
"1987","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1987","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1987","16-34 Jahre alt","AkademikerInnen","","","","",""
"1987","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1987","16-34 Jahre alt","Realschulabschluss","36.24","38","672","35.62","36.86"
"1987","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1987","35-65 Jahre alt","(noch) kein Abschluss","38.47","40","342","37.66","39.28"
"1987","35-65 Jahre alt","AkademikerInnen","36.07","40","374","35.01","37.13"
"1987","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1987","35-65 Jahre alt","Realschulabschluss","34.92","38","409","33.77","36.07"
"1987","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1987","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1987","66 und Ã¤lter","AkademikerInnen","37.78","39.17","7","23.33","52.23"
"1987","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1987","66 und Ã¤lter","Realschulabschluss","","","","",""
"1988","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1988","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1988","16-34 Jahre alt","AkademikerInnen","","","","",""
"1988","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1988","16-34 Jahre alt","Realschulabschluss","35.65","38","646","35.01","36.29"
"1988","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1988","35-65 Jahre alt","(noch) kein Abschluss","36.07","40","309","35.09","37.05"
"1988","35-65 Jahre alt","AkademikerInnen","35.21","39.92","367","34.21","36.21"
"1988","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1988","35-65 Jahre alt","Realschulabschluss","34.7","38","428","33.63","35.77"
"1988","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1988","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1988","66 und Ã¤lter","AkademikerInnen","","","","",""
"1988","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1988","66 und Ã¤lter","Realschulabschluss","21.42","20.25","4","-2.2","45.04"
"1989","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1989","16-34 Jahre alt","(noch) kein Abschluss","35.92","39","87","33.92","37.92"
"1989","16-34 Jahre alt","AkademikerInnen","","","","",""
"1989","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1989","16-34 Jahre alt","Realschulabschluss","35.6","38","642","34.94","36.26"
"1989","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1989","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1989","35-65 Jahre alt","AkademikerInnen","35.15","38","356","34.03","36.27"
"1989","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1989","35-65 Jahre alt","Realschulabschluss","34.25","38","399","33.2","35.3"
"1989","66 und Ã¤lter","(Fach-)Abitur","23.54","18.75","5","0.73","46.35"
"1989","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1989","66 und Ã¤lter","AkademikerInnen","26.46","29.83","9","14.07","38.85"
"1989","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1989","66 und Ã¤lter","Realschulabschluss","","","","",""
"1990","16-34 Jahre alt","(Fach-)Abitur","35.73","37","424","34.98","36.48"
"1990","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1990","16-34 Jahre alt","AkademikerInnen","","","","",""
"1990","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1990","16-34 Jahre alt","Realschulabschluss","34.02","37","782","33.39","34.65"
"1990","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1990","35-65 Jahre alt","(noch) kein Abschluss","35.75","38","317","34.85","36.65"
"1990","35-65 Jahre alt","AkademikerInnen","34.24","36","371","33.25","35.23"
"1990","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1990","35-65 Jahre alt","Realschulabschluss","32.5","35","418","31.54","33.46"
"1990","66 und Ã¤lter","(Fach-)Abitur","30.51","30","5","20.99","40.03"
"1990","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1990","66 und Ã¤lter","AkademikerInnen","29.53","25.91","9","13.98","45.08"
"1990","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1990","66 und Ã¤lter","Realschulabschluss","","","","",""
"1991","16-34 Jahre alt","(Fach-)Abitur","34.21","37","332","33.12","35.3"
"1991","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1991","16-34 Jahre alt","AkademikerInnen","34.81","37","381","33.93","35.69"
"1991","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1991","16-34 Jahre alt","Realschulabschluss","","","","",""
"1991","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1991","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1991","35-65 Jahre alt","AkademikerInnen","36.35","40","892","35.73","36.97"
"1991","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1991","35-65 Jahre alt","Realschulabschluss","34.15","37","847","33.51","34.79"
"1991","66 und Ã¤lter","(Fach-)Abitur","16.47","17.27","5","2.87","30.07"
"1991","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1991","66 und Ã¤lter","AkademikerInnen","27.07","29.15","9","15.52","38.62"
"1991","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1991","66 und Ã¤lter","Realschulabschluss","24.63","20","5","9.81","39.45"
"1992","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1992","16-34 Jahre alt","(noch) kein Abschluss","33.06","37.33","78","30.36","35.76"
"1992","16-34 Jahre alt","AkademikerInnen","","","","",""
"1992","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1992","16-34 Jahre alt","Realschulabschluss","34.6","37","663","33.94","35.26"
"1992","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1992","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1992","35-65 Jahre alt","AkademikerInnen","34.82","38","391","33.83","35.81"
"1992","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1992","35-65 Jahre alt","Realschulabschluss","32.75","37","436","31.75","33.75"
"1992","66 und Ã¤lter","(Fach-)Abitur","14.4","5.27","4","-10.04","38.84"
"1992","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1992","66 und Ã¤lter","AkademikerInnen","25.95","25.38","6","13.49","38.41"
"1992","66 und Ã¤lter","Hauptschulabschluss","33.3","34.26","5","22.02","44.58"
"1992","66 und Ã¤lter","Realschulabschluss","","","","",""
"1993","16-34 Jahre alt","(Fach-)Abitur","33.9","36.72","329","32.76","35.04"
"1993","16-34 Jahre alt","(noch) kein Abschluss","35.03","38","78","32.55","37.51"
"1993","16-34 Jahre alt","AkademikerInnen","35.57","36.67","326","34.64","36.5"
"1993","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1993","16-34 Jahre alt","Realschulabschluss","","","","",""
"1993","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1993","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1993","35-65 Jahre alt","AkademikerInnen","35.6","39","859","34.97","36.23"
"1993","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1993","35-65 Jahre alt","Realschulabschluss","34.67","38","848","34","35.34"
"1993","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1993","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1993","66 und Ã¤lter","AkademikerInnen","26.31","30.61","6","11.97","40.65"
"1993","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1993","66 und Ã¤lter","Realschulabschluss","17.27","18.05","4","9.31","25.23"
"1994","16-34 Jahre alt","(Fach-)Abitur","34.33","36","352","33.29","35.37"
"1994","16-34 Jahre alt","(noch) kein Abschluss","36.17","38","77","34.22","38.12"
"1994","16-34 Jahre alt","AkademikerInnen","35.44","38","337","34.61","36.27"
"1994","16-34 Jahre alt","Hauptschulabschluss","36.92","38","983","36.4","37.44"
"1994","16-34 Jahre alt","Realschulabschluss","","","","",""
"1994","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1994","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1994","35-65 Jahre alt","AkademikerInnen","35.15","38","862","34.53","35.77"
"1994","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1994","35-65 Jahre alt","Realschulabschluss","34.56","38","863","33.96","35.16"
"1994","66 und Ã¤lter","(Fach-)Abitur","18.34","10","4","-7.13","43.81"
"1994","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1994","66 und Ã¤lter","AkademikerInnen","29.24","23.58","8","21.46","37.02"
"1994","66 und Ã¤lter","Hauptschulabschluss","14.74","2.52","7","1.12","28.36"
"1994","66 und Ã¤lter","Realschulabschluss","","","","",""
"1995","16-34 Jahre alt","(Fach-)Abitur","33.85","37","378","32.59","35.11"
"1995","16-34 Jahre alt","(noch) kein Abschluss","33.1","36.76","75","30.01","36.19"
"1995","16-34 Jahre alt","AkademikerInnen","35.46","38","351","34.43","36.49"
"1995","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1995","16-34 Jahre alt","Realschulabschluss","","","","",""
"1995","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1995","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1995","35-65 Jahre alt","AkademikerInnen","34.33","38","960","33.66","35"
"1995","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1995","35-65 Jahre alt","Realschulabschluss","33.08","37","951","32.27","33.89"
"1995","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1995","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1995","66 und Ã¤lter","AkademikerInnen","33.81","29.87","5","25.03","42.59"
"1995","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1995","66 und Ã¤lter","Realschulabschluss","16.42","16.44","4","8.16","24.68"
"1996","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1996","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1996","16-34 Jahre alt","AkademikerInnen","","","","",""
"1996","16-34 Jahre alt","Hauptschulabschluss","","","","",""
